Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Namekagon Lake,Bayfield,2732600,NO,4,,043114,NW,DRAINAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,03/05/1998,,,,,18,,51,,,,,,
1,04/22/1998,,,,2.64,37,,56,42,,,,,
1,06/09/1998,,,,8.44,22,,52,51,,,,,
1,07/08/1998,,,,6.69,22,,52,49,,,,,
8189354,08/04/1998,6.5,NO,2,,,50,,,LOW,,MURKY,BROWN,2-Very minor aesthetic problems
1,08/11/1998,,,,8.88,26,,53,51,,,,,
8189354,08/20/1998,5.5,NO,1.7,,,53,,,LOW,,MURKY,BROWN,2-Very minor aesthetic problems
8189354,08/30/1998,5,NO,1.5,,,54,,,LOW,,MURKY,GREEN,2-Very minor aesthetic problems
8189354,09/18/1998,5,NO,1.5,,,54,,,,,MURKY,GREEN,2-Very minor aesthetic problems
8189354,09/29/1998,5,NO,1.5,,,54,,,LOW,,MURKY,GREEN,2-Very minor aesthetic problems
8189354,10/02/1998,4.25,NO,1.3,,,56,,,LOW,,MURKY,GREEN,2-Very minor aesthetic problems
8189354,10/10/1998,5,NO,1.5,,,54,,,LOW,,MURKY,GREEN,2-Very minor aesthetic problems
1,03/04/1999,,,,,,,,,,,,,
8188630,04/20/1999,,,,7.11,21,,52,50,,,,,
8188630,06/02/1999,,,,4.7,21,,52,46,,,,,
1,07/07/1999,,,,6.95,20,,51,49,,,,,
8188630,08/17/1999,,,,18,40,,57,57,,,,,
8189354,08/28/1999,5.25,NO,1.6,,,53,,,HIGH,,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8189354,09/08/1999,5.25,NO,1.6,,,53,,,HIGH,,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8189354,09/22/1999,5,NO,1.5,,,54,,,HIGH,,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8189354,09/24/1999,5.5,NO,1.7,,,53,,,HIGH,,MURKY,GREEN,3-Enjoyment somewhat impaired (algae)
8189354,10/08/1999,6,NO,1.8,,,51,,,NO CHANGE,,CLEAR,GREEN,3-Enjoyment somewhat impaired (algae)
8189354,10/26/1999,6,NO,1.8,,,51,,,NO CHANGE,,CLEAR,BROWN,2-Very minor aesthetic problems
8189354,06/08/2000,8,NO,2.4,,,47,,,LOW,,MURKY,GREEN,2-Very minor aesthetic problems
8189354,06/25/2000,7,NO,2.1,,,49,,,LOW,,MURKY,BROWN,2-Very minor aesthetic problems
8189354,07/16/2000,7.5,NO,2.3,,,48,,,LOW,,MURKY,BROWN,2-Very minor aesthetic problems
8189354,07/23/2000,7.5,NO,2.3,,,48,,,LOW,,MURKY,BROWN,2-Very minor aesthetic problems
8189354,08/10/2000,5,NO,1.5,,,54,,,LOW,,MURKY,BROWN,2-Very minor aesthetic problems
8189354,09/14/2000,6,NO,1.8,,,51,,,LOW,,MURKY,GREEN,2-Very minor aesthetic problems
8189354,10/16/2000,8.5,NO,2.6,,,46,,,LOW,,MURKY,GREEN,2-Very minor aesthetic problems
8189354,10/31/2000,7.5,NO,2.3,,,48,,,LOW,,MURKY,GREEN,2-Very minor aesthetic problems
8189354,06/28/2001,8,NO,2.4,,,47,,,HIGH,,MURKY,GREEN,2-Very minor aesthetic problems
8189354,08/04/2001,7.25,NO,2.2,,,49,,,NORMAL,,MURKY,GREEN,2-Very minor aesthetic problems
8189354,08/16/2001,6,NO,1.8,,,51,,,LOW,,MURKY,GREEN,2-Very minor aesthetic problems
8189354,08/27/2001,6,NO,1.8,,,51,,,NORMAL,,MURKY,GREEN,2-Very minor aesthetic problems
8189354,09/18/2001,6,NO,1.8,,,51,,,NORMAL,,MURKY,BROWN,2-Very minor aesthetic problems
8189354,06/18/2002,10,NO,3,,,44,,,NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
8189354,07/01/2002,8.25,NO,2.5,,,47,,,NORMAL,,CLEAR,BROWN,2-Very minor aesthetic problems
8189354,08/01/2002,8.25,NO,2.5,,,47,,,NORMAL,,CLEAR,BROWN,2-Very minor aesthetic problems
8189354,08/18/2002,5.5,NO,1.7,,,53,,,NORMAL,,CLEAR,BROWN,2-Very minor aesthetic problems
8189354,09/11/2002,6.5,NO,2,,,50,,,HIGH,,CLEAR,GREEN,2-Very minor aesthetic problems
8189354,09/27/2002,6,NO,1.8,,,51,,,HIGH,,CLEAR,GREEN,2-Very minor aesthetic problems
8189354,10/24/2002,8.5,NO,2.6,,,46,,,NORMAL,,CLEAR,BROWN,2-Very minor aesthetic problems
06/03/2004,clear skies; southwest wind; 5 mph; little boat traffic    
06/21/2004,Party cloudy; wind WNW at 15 mph.    
07/14/2004,Clear sky; slight chop on water; DNR put new sign at boat landing.    
07/25/2004,Lots of boat traffic; few cumulus clouds; slight chop.    
08/23/2004,Eas wind; cumulus clouds; green algae; has been very windy.    
09/28/2004,Beautiful day; calm; clear; leaves beginning to turn.    
10/19/2004,Southeast wind; 10 mph; leaves almost gone; young loons still here.    
05/16/2005,Southeast wind; 5 mph; cumulus clouds.  Has been cold for a week.    
06/08/2005,Southeast wind; 8 mph.  Has been windy with thunderstorms.  Observed two baby loons for first time today!    
06/14/2005,Calm and overcast; heavy rain last night.    
07/10/2005,Very hot- southwest winds 12-15 mph; cumulus clouds.    
08/21/2005,Overcast with periods of sunshine.  Northwest wind 10 to 15 mph.    
09/26/2005,Northwest wind; 10 mph; sunny day- cumulus clouds.    
05/22/2006,Beautiful day; clear sky; calm; no boat traffic
06/18/2006,Nice day; southwest wind- 4 mph; clear sky- 1/2 inch of rain last night.
07/19/2006,Hazy day from smoke from BWCA fire; southwest wind 8-12 mph.
08/01/2006,Overcast sky.  It has been very hot and windy.  5 inches of rain in the last week.
08/20/2006,Beautiful day; calm; clear sky; few cumulus clouds.
08/27/2006,Beautiful day; clear sky; calm.  Little boat traffic.
10/02/2006,Beautiful day; warm; calm.  Color is at its peak.  Clear sky.
06/01/2007,Calm; clear sky- water temp. 66 degrees- ducklings and goslings present.   
06/05/2007,Southeast wind- 3 to 5 mph; blue gills getting on the nests. Southeast wind- 3.5 mph- blue gills are getting on nests.
06/16/2007,Clear sky- northeast wind 5 mph. Clear sky- northeast wind- 5 mph- two loon chicks observed.
06/18/2007,Clear sky- southwest wind 14 mph. Clear sky- southwest wind- 14 mph.
07/04/2007,Clear sky- lots of boat traffic. 
07/06/2007,Few cumulus clouds; south wind 3-4 mph. 
07/15/2007,Northwest wind- 3 mph; 1/8 inch rain last night.  Sunny- 70 degrees- cumulus clouds. 
08/08/2007,Mostly sunny- calm; no rain in weeks.
Dianne Grage assisted in monitoring. 
08/20/2007,Cloudy- looks like rain- north wind 3 mph. Cloudy- looks like rain.  North wind 3 mph.
05/16/2008,No wind; lake is smooth.  Beautiful- sunshiny day.
05/21/2008,Northwest wind; 3 mph; clear sky; cold - 36 degrees.
06/10/2008,Partially cloudy day; southwest wind 5 mph; saw young ducklings; surface temp. 64.1.
06/26/2008,Clear sky; calm; blue gills are on the nests.
07/10/2008,Overcast; a dark day.  Water is calm. Overcast; a dark day.  Water is calm.
07/21/2008,Fog just lifted; overcast; calm.  Surface temp 74.6.
08/18/2008,Warm- sunny day.  Southwest wind 3 mph.
08/25/2008,Freeze warning last night; clear sky; water temp. 71 degrees.
05/17/2009,Sunny; southwest wind 5 mph.  Little boat traffic.
06/12/2009,Sunny; clear sky; southwest wind 3 mph.
06/18/2009,Hazy sky; southeast wind 5 mph; water temp: 69 degrees F.
06/22/2009,Southeast wind; 4 mph; sunny with cumulus clouds.
07/19/2009,Cumulus clouds; northwest wind 3 mph. Cumulus clouds; northwest wind 3 mph.  
08/17/2009,Clear sky; southwest wind 10 mph.  
09/08/2009,Clear sky; calm; surface water temp. 70.5 degrees F.
09/23/2009,Sunny; calm; surface water temp. 77.3 degrees F.
05/04/2010,Cloudless sky; cold- 38 degrees; has been windy for days.
05/20/2010,Clear sky; calm; water temp.: 66.5 degrees; sunny- warm.
06/12/2010,Cloudy; northeast wind- 4 mph; water surface temp. 64 degrees; 1-1/2 inches of rain yesterday.
06/20/2010,Clear sky; lake calm; saw several loons; no chicks.
07/26/2010,Clear sky; southwest wind 3 mph; very few boats.
08/03/2010,Hot- 1-1/2 incheds of rain last night; bluebird day; southwest wind 4 mph.
08/14/2010,Clear sky; calm; lots of rain and wind lately.
08/22/2010,Clear sky; warm; calm; a few trees showing signs of color.
09/17/2010,Northwest wind; 4mph; cold: 45 degrees; water surface temp. 59 degrees.
06/12/2011,Calm and cool; clear blue sky; 48 degrees temperature.
06/20/2011,Cloudy; northeast wind 10 mph; 1 inch of rain two days ago.
07/10/2011,Clear sky; southwest wind 3 mph; hot and muggy.
07/18/2011,Northeast wind 4 mph; hot and humid; lots of boat traffic.
07/24/2011,Cumulus clouds; northwest wind 3 mph; cool- 65 degrees.
07/31/2011,Sunny day; west wind- 4 mph; surface water temp. 80.3.
08/04/2011,Overcast; southeast wind- 4 mph; surface water temp.: 76.1.
08/23/2011,Southwest wind 8 mph; overcast; red sunrise.
09/03/2011,Northwest wind; 6 mph; nice day; lots of boat traffic.
06/01/2012,Sunny day; 63 degrees; water temp. 67 degrees; clear sky.
06/05/2012,Clear- sunny day.  Water temp: 68 degrees.  East wind 5 mph.  May fly hatch.
06/18/2012,Sunny- some clouds.  Southeast wind 5 mph.  3-1/2 inches of rain last week.
07/13/2012,Hazy day; south wind 7 mph.
07/28/2012,Sunny day; 80.5 degrees surface water temperature; southwest wind 5 mph.
08/13/2012,Sunny day; cumulus clouds; northwest wind 8 mph; water temp. 73.6 degrees.
08/20/2012,Sunny day; northwest wind 4 mph.
09/14/2012,Clear sky- sunny day.  Northwest wind 3 mph.  Several musky fishermen.
06/10/2013,Sun shining; calm; surface water temp. 65.9.
06/17/2013,Sunny; northeast wind 5 mph; storm last night.
07/15/2013,Sunny with some cumulus clouds; southwest wind- 3 mph.
08/02/2013,Partly cloudy; northwest wind 10 mph; lots of boat traffic.
08/15/2013,Sunny; clear sky; southwest wind 5 mph.
09/13/2013,Partly cloudy; southeast wind 5 mph.
10/02/2013,Clear sky; calm; leaves about 50% color change.
06/08/2014,Clear sky; northwest wind 4 mph.
06/17/2014,Clear sky; lake is calm.
07/02/2014,Clear sky; northwest wind 3 mph.
07/12/2014,Lake is calm; overcast sky; deer flies are out.
07/28/2014,Cumulus clouds; northwest wind 5 mph.
08/14/2014,Sunny; clear sky; water surface temp. is 74 degrees.
08/18/2014,Overcast sky; some fog- southeast wind 5 mph.
06/22/2015,Cloudy- overcast sky- southeast wind 5 mph
06/23/2015,Clear sky- sunny- was raining and very windy yesterday.
07/13/2015,Sunny- with some clouds- southwest wind 5 mph; heavy rain last night.
07/22/2015,Calm- sunny- saw dead 4 foot musky floating near Paines Island.
08/10/2015,Sunny- northwest wind 7 mph; cumulus clouds.
08/15/2015,Southwest wind 8 mph; sunny; has been hot for several days.  Surface water temp. 82 degrees.
08/24/2015,Overcast; west wind 10 mph; surface water temp. 66 degrees.  A lot of wind lately.
06/14/2016,Overcast with north wind- 8 mph.
06/28/2016,Clear sky- light northwest wind.
07/06/2016,Sunny- clear- cumulous clouds- light northwest wind.
08/03/2016,Sunny- clear sky- humid and calm.
09/02/2016,Sunny- few cumulous clouds- southeast wind.
09/05/2016,Cloudy sky- south wind 15mph.




Start Date,Group Name,Project Name
03/05/1998,Data Collectors,NAMAKAGON LAKE ASSOCIATION- INC.: Lake Namakagon User Survey - Information + Education
04/22/1998,Data Collectors,NAMAKAGON LAKE ASSOCIATION- INC.: Lake Namakagon User Survey - Information + Education
06/09/1998,Data Collectors,NAMAKAGON LAKE ASSOCIATION- INC.: Lake Namakagon User Survey - Information + Education
07/08/1998,Data Collectors,NAMAKAGON LAKE ASSOCIATION- INC.: Lake Namakagon User Survey - Information + Education
08/04/1998,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/11/1998,Data Collectors,NAMAKAGON LAKE ASSOCIATION- INC.: Lake Namakagon User Survey - Information + Education
08/20/1998,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/30/1998,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/18/1998,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/29/1998,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
10/02/1998,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
10/10/1998,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
03/04/1999,Data Collectors,NAMAKAGON LAKE ASSOCIATION- INC.: Lake Namakagon User Survey - Information + Education
04/20/1999,USGS,NAMAKAGON LAKE ASSOCIATION- INC.: Lake Namekagon Water Quality Monitoring Survey
06/02/1999,USGS,NAMAKAGON LAKE ASSOCIATION- INC.: Lake Namekagon Water Quality Monitoring Survey
07/07/1999,Data Collectors,NAMAKAGON LAKE ASSOCIATION- INC.: Lake Namakagon User Survey - Information + Education
08/17/1999,USGS,NAMAKAGON LAKE ASSOCIATION- INC.: Lake Namekagon Water Quality Monitoring Survey
08/28/1999,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/08/1999,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/22/1999,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/24/1999,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
10/08/1999,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
10/26/1999,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/08/2000,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/25/2000,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/16/2000,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/23/2000,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/10/2000,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/14/2000,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
10/16/2000,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
10/31/2000,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/28/2001,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/04/2001,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/16/2001,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/27/2001,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/18/2001,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/18/2002,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/01/2002,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/01/2002,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/18/2002,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/11/2002,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/27/2002,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
10/24/2002,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
05/06/2003,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
05/24/2003,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/11/2003,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/19/2003,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/06/2003,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/23/2003,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/04/2003,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/21/2003,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/07/2003,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
10/07/2003,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
05/19/2004,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/03/2004,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/21/2004,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/14/2004,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/25/2004,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/23/2004,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/28/2004,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
10/19/2004,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
05/16/2005,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/08/2005,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/14/2005,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/10/2005,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/21/2005,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/26/2005,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
05/22/2006,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/18/2006,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/19/2006,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/01/2006,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/20/2006,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/27/2006,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
10/02/2006,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/01/2007,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/05/2007,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/16/2007,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/18/2007,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/04/2007,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/06/2007,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/15/2007,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/08/2007,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/20/2007,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
05/16/2008,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
05/21/2008,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/10/2008,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/26/2008,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/10/2008,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/21/2008,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/18/2008,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/25/2008,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
05/17/2009,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/12/2009,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/18/2009,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/22/2009,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/19/2009,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/17/2009,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/08/2009,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/23/2009,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
05/04/2010,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
05/20/2010,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/12/2010,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/20/2010,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/26/2010,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/03/2010,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/14/2010,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/22/2010,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/17/2010,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/12/2011,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/20/2011,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/10/2011,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/18/2011,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/24/2011,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/31/2011,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/04/2011,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/23/2011,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/03/2011,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/01/2012,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/05/2012,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/18/2012,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/13/2012,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/28/2012,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/13/2012,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/20/2012,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/14/2012,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/10/2013,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/17/2013,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/15/2013,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/02/2013,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/15/2013,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/13/2013,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
10/02/2013,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/08/2014,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/17/2014,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/02/2014,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/12/2014,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/28/2014,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/14/2014,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/18/2014,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/15/2015,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/22/2015,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/23/2015,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/13/2015,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/22/2015,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/10/2015,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/15/2015,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/24/2015,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/14/2016,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
06/28/2016,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
07/06/2016,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
08/03/2016,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/02/2016,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
09/05/2016,Glenn Grage,Citizen Lake Monitoring - Water Quality - Namekagon Lake; East Basin
