Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Pearl Lake,Waushara,195400,NE,70,,703014,CE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,03/02/1976,,,,,19,,51,,,,,,
1,05/13/1976,19.7,,6,,,34,,,,,,,
1,08/12/1976,,,,,,,,,,,,,
1,11/16/1976,,,,,60,,60,,,,,,
04/24/2001,10,FEET,49,DEGREES F,,
04/24/2001,15,FEET,49,DEGREES F,,
04/24/2001,20,FEET,47,DEGREES F,,
04/24/2001,25,FEET,45,DEGREES F,,
04/24/2001,30,FEET,45,DEGREES F,,
04/24/2001,35,FEET,44,DEGREES F,,
04/24/2001,40,FEET,42,DEGREES F,,
04/24/2001,45,FEET,42,DEGREES F,,
06/19/2001,3,FEET,72,DEGREES F,,
06/19/2001,10,FEET,69,DEGREES F,,
06/19/2001,15,FEET,67,DEGREES F,,
06/19/2001,20,FEET,63,DEGREES F,,
06/19/2001,25,FEET,57,DEGREES F,,
06/19/2001,30,FEET,53,DEGREES F,,
06/19/2001,35,FEET,49,DEGREES F,,
06/19/2001,40,FEET,47,DEGREES F,,
06/19/2001,45,FEET,45,DEGREES F,,
07/16/2001,3,FEET,79,DEGREES F,,
07/16/2001,10,FEET,79,DEGREES F,,
07/16/2001,15,FEET,79,DEGREES F,,
07/16/2001,20,FEET,73,DEGREES F,,
07/16/2001,25,FEET,65,DEGREES F,,
07/16/2001,30,FEET,58,DEGREES F,,
07/16/2001,35,FEET,52,DEGREES F,,
07/16/2001,40,FEET,49,DEGREES F,,
07/16/2001,45,FEET,47,DEGREES F,,
08/20/2001,3,FEET,76,DEGREES F,,
08/20/2001,10,FEET,76,DEGREES F,,
08/20/2001,15,FEET,76,DEGREES F,,
08/20/2001,20,FEET,76,DEGREES F,,
08/20/2001,25,FEET,71,DEGREES F,,
08/20/2001,30,FEET,60,DEGREES F,,
08/20/2001,35,FEET,54,DEGREES F,,
08/20/2001,40,FEET,50,DEGREES F,,
08/20/2001,45,FEET,48,DEGREES F,,
10/17/2001,3,FEET,57,DEGREES F,,
10/17/2001,10,FEET,57,DEGREES F,,
10/17/2001,15,FEET,57,DEGREES F,,
10/17/2001,20,FEET,57,DEGREES F,,
10/17/2001,25,FEET,57,DEGREES F,,
10/17/2001,30,FEET,57,DEGREES F,,
10/17/2001,35,FEET,57,DEGREES F,,
10/17/2001,40,FEET,52,DEGREES F,,
10/17/2001,45,FEET,50,DEGREES F,,
04/24/2002,3,FEET,52,DEGREES F,,
04/24/2002,10,FEET,52,DEGREES F,,
04/24/2002,15,FEET,50,DEGREES F,,
04/24/2002,20,FEET,46,DEGREES F,,
04/24/2002,25,FEET,45,DEGREES F,,
04/24/2002,30,FEET,44,DEGREES F,,
04/24/2002,35,FEET,43,DEGREES F,,
04/24/2002,40,FEET,43,DEGREES F,,
04/24/2002,45,FEET,43,DEGREES F,,
06/17/2002,3,FEET,70,DEGREES F,,
06/17/2002,10,FEET,68,DEGREES F,,
06/17/2002,15,FEET,68,DEGREES F,,
06/17/2002,20,FEET,63,DEGREES F,,
06/17/2002,25,FEET,60,DEGREES F,,
06/17/2002,30,FEET,55,DEGREES F,,
06/17/2002,35,FEET,53,DEGREES F,,
06/17/2002,40,FEET,48,DEGREES F,,
06/17/2002,45,FEET,46,DEGREES F,,
07/17/2002,3,FEET,81,DEGREES F,,
07/17/2002,10,FEET,81,DEGREES F,,
07/17/2002,15,FEET,80,DEGREES F,,
07/17/2002,20,FEET,74,DEGREES F,,
07/17/2002,25,FEET,66,DEGREES F,,
07/17/2002,30,FEET,64,DEGREES F,,
07/17/2002,35,FEET,54,DEGREES F,,
07/17/2002,40,FEET,51,DEGREES F,,
07/17/2002,45,FEET,49,DEGREES F,,
08/15/2002,3,FEET,78,DEGREES F,,
08/15/2002,10,FEET,78,DEGREES F,,
08/15/2002,15,FEET,78,DEGREES F,,
08/15/2002,20,FEET,78,DEGREES F,,
08/15/2002,25,FEET,72,DEGREES F,,
08/15/2002,30,FEET,63,DEGREES F,,
08/15/2002,35,FEET,62,DEGREES F,,
08/15/2002,40,FEET,52,DEGREES F,,
08/15/2002,45,FEET,49,DEGREES F,,
10/15/2002,3,FEET,59,DEGREES F,,
10/15/2002,10,FEET,59,DEGREES F,,
10/15/2002,15,FEET,59,DEGREES F,,
10/15/2002,20,FEET,59,DEGREES F,,
10/15/2002,25,FEET,59,DEGREES F,,
10/15/2002,30,FEET,59,DEGREES F,,
10/15/2002,35,FEET,59,DEGREES F,,
10/15/2002,40,FEET,53,DEGREES F,,
10/15/2002,45,FEET,53,DEGREES F,,
04/22/2003,3,FEET,48,DEGREES F,,
04/22/2003,10,FEET,46,DEGREES F,,
04/22/2003,15,FEET,46,DEGREES F,,
04/22/2003,20,FEET,44,DEGREES F,,
04/22/2003,35,FEET,42,DEGREES F,,
04/22/2003,40,FEET,40,DEGREES F,,
04/22/2003,45,FEET,40,DEGREES F,,
06/17/2003,3,FEET,73,DEGREES F,,
06/17/2003,10,FEET,72,DEGREES F,,
06/17/2003,15,FEET,69,DEGREES F,,
06/17/2003,20,FEET,64,DEGREES F,,
06/17/2003,35,FEET,48,DEGREES F,,
06/17/2003,40,FEET,46,DEGREES F,,
06/17/2003,45,FEET,45,DEGREES F,,
07/16/2003,3,FEET,76,DEGREES F,,
07/16/2003,10,FEET,76,DEGREES F,,
07/16/2003,15,FEET,76,DEGREES F,,
07/16/2003,20,FEET,74,DEGREES F,,
07/16/2003,35,FEET,51,DEGREES F,,
07/16/2003,40,FEET,48,DEGREES F,,
07/16/2003,45,FEET,46,DEGREES F,,
08/27/2003,3,FEET,81,F,,
08/27/2003,10,FEET,80,F,,
08/27/2003,15,FEET,79,F,,
08/27/2003,20,FEET,78,F,,
08/27/2003,25,FEET,72,F,,
08/27/2003,30,FEET,61,F,,
08/27/2003,35,FEET,53,F,,
08/27/2003,40,FEET,50,F,,
08/27/2003,45,FEET,48,F,,
10/15/2003,3,FEET,58,DEGREES F,,
10/15/2003,10,FEET,58,DEGREES F,,
10/15/2003,15,FEET,58,DEGREES F,,
10/15/2003,20,FEET,58,DEGREES F,,
10/15/2003,25,FEET,58,DEGREES F,,
10/15/2003,30,FEET,58,DEGREES F,,
10/15/2003,35,FEET,57,DEGREES F,,
10/15/2003,40,FEET,52,DEGREES F,,
10/15/2003,45,FEET,49,DEGREES F,,
04/20/2004,3,FEET,45,DEGREES F,,
04/20/2004,10,FEET,45,DEGREES F,,
04/20/2004,15,FEET,45,DEGREES F,,
04/20/2004,20,FEET,45,DEGREES F,,
04/20/2004,25,FEET,45,DEGREES F,,
04/20/2004,30,FEET,45,DEGREES F,,
04/20/2004,35,FEET,44,DEGREES F,,
04/20/2004,40,FEET,44,DEGREES F,,
04/20/2004,45,FEET,44,DEGREES F,,
06/14/2004,3,FEET,70,DEGREES F,,
06/14/2004,10,FEET,68,DEGREES F,,
06/14/2004,15,FEET,67,DEGREES F,,
06/14/2004,20,FEET,66,DEGREES F,,
06/14/2004,25,FEET,61,DEGREES F,,
06/14/2004,30,FEET,61,DEGREES F,,
06/14/2004,35,FEET,55,DEGREES F,,
06/14/2004,40,FEET,52,DEGREES F,,
06/14/2004,45,FEET,52,DEGREES F,,
07/14/2004,3,FEET,73,DEGREES F,,
07/14/2004,10,FEET,73,DEGREES F,,
07/14/2004,15,FEET,72,DEGREES F,,
07/14/2004,20,FEET,70,DEGREES F,,
07/14/2004,25,FEET,67,DEGREES F,,
07/14/2004,30,FEET,63,DEGREES F,,
07/14/2004,35,FEET,60,DEGREES F,,
07/14/2004,40,FEET,54,DEGREES F,,
07/14/2004,45,FEET,54,DEGREES F,,
08/17/2004,3,FEET,70,DEGREES F,,
08/17/2004,10,FEET,71,DEGREES F,,
08/17/2004,15,FEET,71,DEGREES F,,
08/17/2004,20,FEET,71,DEGREES F,,
08/17/2004,25,FEET,70,DEGREES F,,
08/17/2004,30,FEET,68,DEGREES F,,
08/17/2004,35,FEET,60,DEGREES F,,
08/17/2004,40,FEET,55,DEGREES F,,
08/17/2004,45,FEET,51,DEGREES F,,
10/13/2004,3,FEET,61,DEGREES F,,
10/13/2004,10,FEET,61,DEGREES F,,
10/13/2004,15,FEET,61,DEGREES F,,
10/13/2004,20,FEET,61,DEGREES F,,
10/13/2004,25,FEET,61,DEGREES F,,
10/13/2004,30,FEET,60,DEGREES F,,
10/13/2004,35,FEET,60,DEGREES F,,
10/13/2004,40,FEET,57,DEGREES F,,
10/13/2004,45,FEET,53,DEGREES F,,
04/25/2005,3,FEET,51,DEGREES F,,
04/25/2005,10,FEET,51,DEGREES F,,
04/25/2005,15,FEET,51,DEGREES F,,
04/25/2005,20,FEET,50,DEGREES F,,
04/25/2005,25,FEET,49,DEGREES F,,
04/25/2005,30,FEET,48,DEGREES F,,
04/25/2005,35,FEET,46,DEGREES F,,
04/25/2005,40,FEET,46,DEGREES F,,
04/25/2005,45,FEET,42,DEGREES F,,
06/19/2005,3,FEET,73,DEGREES F,,
06/19/2005,10,FEET,73,DEGREES F,,
06/19/2005,15,FEET,73,DEGREES F,,
06/19/2005,20,FEET,71,DEGREES F,,
06/19/2005,25,FEET,62,DEGREES F,,
06/19/2005,30,FEET,57,DEGREES F,,
06/19/2005,35,FEET,55,DEGREES F,,
06/19/2005,40,FEET,46,DEGREES F,,
06/19/2005,45,FEET,46,DEGREES F,,
07/18/2005,3,FEET,83,DEGREES F,,
07/18/2005,10,FEET,83,DEGREES F,,
07/18/2005,15,FEET,82,DEGREES F,,
07/18/2005,20,FEET,77,DEGREES F,,
07/18/2005,25,FEET,70,DEGREES F,,
07/18/2005,30,FEET,68,DEGREES F,,
07/18/2005,35,FEET,62,DEGREES F,,
07/18/2005,40,FEET,59,DEGREES F,,
07/18/2005,45,FEET,58,DEGREES F,,
08/15/2005,3,FEET,78,DEGREES F,,
08/15/2005,10,FEET,78,DEGREES F,,
08/15/2005,15,FEET,78,DEGREES F,,
08/15/2005,20,FEET,78,DEGREES F,,
08/15/2005,25,FEET,74,DEGREES F,,
08/15/2005,30,FEET,63,DEGREES F,,
08/15/2005,35,FEET,58,DEGREES F,,
08/15/2005,40,FEET,58,DEGREES F,,
08/15/2005,45,FEET,47,DEGREES F,,
10/16/2005,3,FEET,61,DEGREES F,,
10/16/2005,10,FEET,61,DEGREES F,,
10/16/2005,15,FEET,61,DEGREES F,,
10/16/2005,20,FEET,61,DEGREES F,,
10/16/2005,25,FEET,61,DEGREES F,,
10/16/2005,30,FEET,61,DEGREES F,,
10/16/2005,35,FEET,60,DEGREES F,,
10/16/2005,40,FEET,53,DEGREES F,,
10/16/2005,45,FEET,51,DEGREES F,,
04/14/2006,3,FEET,52,DEGREES F,,
04/14/2006,10,FEET,51,DEGREES F,,
04/14/2006,15,FEET,50,DEGREES F,,
04/14/2006,20,FEET,48,DEGREES F,,
04/14/2006,25,FEET,47,DEGREES F,,
04/14/2006,30,FEET,47,DEGREES F,,
04/14/2006,35,FEET,44,DEGREES F,,
04/14/2006,40,FEET,44,DEGREES F,,
04/14/2006,45,FEET,43,DEGREES F,,
06/12/2006,3,FEET,70,DEGREES F,,
06/12/2006,10,FEET,70,DEGREES F,,
06/12/2006,15,FEET,70,DEGREES F,,
06/12/2006,20,FEET,68,DEGREES F,,
06/12/2006,25,FEET,65,DEGREES F,,
06/12/2006,30,FEET,61,DEGREES F,,
06/12/2006,35,FEET,53,DEGREES F,,
06/12/2006,40,FEET,53,DEGREES F,,
06/12/2006,45,FEET,49,DEGREES F,,
07/15/2006,3,FEET,79,DEGREES F,,
07/15/2006,10,FEET,79,DEGREES F,,
07/15/2006,15,FEET,78,DEGREES F,,
07/15/2006,20,FEET,75,DEGREES F,,
07/15/2006,25,FEET,69,DEGREES F,,
07/15/2006,30,FEET,61,DEGREES F,,
07/15/2006,35,FEET,57,DEGREES F,,
07/15/2006,40,FEET,57,DEGREES F,,
07/15/2006,45,FEET,55,DEGREES F,,
08/14/2006,3,FEET,78,DEGREES F,,
08/14/2006,10,FEET,78,DEGREES F,,
08/14/2006,15,FEET,78,DEGREES F,,
08/14/2006,20,FEET,78,DEGREES F,,
08/14/2006,25,FEET,72,DEGREES F,,
08/14/2006,30,FEET,66,DEGREES F,,
08/14/2006,35,FEET,66,DEGREES F,,
08/14/2006,40,FEET,62,DEGREES F,,
08/14/2006,45,FEET,56,DEGREES F,,
10/17/2006,3,FEET,53,DEGREES F,,
10/17/2006,10,FEET,53,DEGREES F,,
10/17/2006,15,FEET,53,DEGREES F,,
10/17/2006,20,FEET,53,DEGREES F,,
10/17/2006,25,FEET,53,DEGREES F,,
10/17/2006,30,FEET,53,DEGREES F,,
10/17/2006,35,FEET,53,DEGREES F,,
10/17/2006,40,FEET,52,DEGREES F,,
10/17/2006,45,FEET,49,DEGREES F,,
04/30/2007,3,FEET,55,DEGREES F,,
04/30/2007,10,FEET,55,DEGREES F,,
04/30/2007,15,FEET,54,DEGREES F,,
04/30/2007,20,FEET,52,DEGREES F,,
04/30/2007,25,FEET,48,DEGREES F,,
04/30/2007,30,FEET,46,DEGREES F,,
04/30/2007,35,FEET,45,DEGREES F,,
04/30/2007,40,FEET,44,DEGREES F,,
04/30/2007,45,FEET,42,DEGREES F,,
06/18/2007,3,FEET,78,DEGREES F,,
06/18/2007,10,FEET,78,DEGREES F,,
06/18/2007,15,FEET,77,DEGREES F,,
06/18/2007,20,FEET,69,DEGREES F,,
06/18/2007,25,FEET,66,DEGREES F,,
06/18/2007,30,FEET,58,DEGREES F,,
06/18/2007,35,FEET,57,DEGREES F,,
06/18/2007,40,FEET,56,DEGREES F,,
06/18/2007,45,FEET,51,DEGREES F,,
07/21/2007,3,FEET,76,DEGREES F,,
07/21/2007,10,FEET,76,DEGREES F,,
07/21/2007,15,FEET,76,DEGREES F,,
07/21/2007,20,FEET,76,DEGREES F,,
07/21/2007,25,FEET,70,DEGREES F,,
07/21/2007,30,FEET,65,DEGREES F,,
07/21/2007,35,FEET,62,DEGREES F,,
07/21/2007,40,FEET,58,DEGREES F,,
07/21/2007,45,FEET,55,DEGREES F,,
08/22/2007,3,FEET,73,DEGREES F,,
08/22/2007,10,FEET,73,DEGREES F,,
08/22/2007,15,FEET,73,DEGREES F,,
08/22/2007,20,FEET,73,DEGREES F,,
08/22/2007,25,FEET,67,DEGREES F,,
08/22/2007,30,FEET,62,DEGREES F,,
08/22/2007,35,FEET,57,DEGREES F,,
08/22/2007,40,FEET,52,DEGREES F,,
08/22/2007,45,FEET,52,DEGREES F,,
10/17/2007,3,FEET,61,DEGREES F,,
10/17/2007,10,FEET,61,DEGREES F,,
10/17/2007,15,FEET,61,DEGREES F,,
10/17/2007,20,FEET,61,DEGREES F,,
10/17/2007,25,FEET,61,DEGREES F,,
10/17/2007,30,FEET,61,DEGREES F,,
10/17/2007,35,FEET,55,DEGREES F,,
10/17/2007,40,FEET,55,DEGREES F,,
10/17/2007,45,FEET,49,DEGREES F,,
05/05/2008,3,FEET,52,DEGREES F,,
05/05/2008,10,FEET,52,DEGREES F,,
05/05/2008,15,FEET,51,DEGREES F,,
05/05/2008,20,FEET,51,DEGREES F,,
05/05/2008,25,FEET,47,DEGREES F,,
05/05/2008,30,FEET,45,DEGREES F,,
05/05/2008,35,FEET,45,DEGREES F,,
05/05/2008,40,FEET,45,DEGREES F,,
05/05/2008,45,FEET,45,DEGREES F,,
06/18/2008,3,FEET,69,DEGREES F,,
06/18/2008,10,FEET,69,DEGREES F,,
06/18/2008,15,FEET,69,DEGREES F,,
06/18/2008,20,FEET,66,DEGREES F,,
06/18/2008,25,FEET,62,DEGREES F,,
06/18/2008,30,FEET,56,DEGREES F,,
06/18/2008,35,FEET,54,DEGREES F,,
06/18/2008,40,FEET,52,DEGREES F,,
06/18/2008,45,FEET,49,DEGREES F,,
07/22/2008,3,FEET,78,DEGREES F,,
07/22/2008,10,FEET,78,DEGREES F,,
07/22/2008,15,FEET,78,DEGREES F,,
07/22/2008,20,FEET,77,DEGREES F,,
07/22/2008,25,FEET,70,DEGREES F,,
07/22/2008,30,FEET,59,DEGREES F,,
07/22/2008,35,FEET,58,DEGREES F,,
07/22/2008,40,FEET,54,DEGREES F,,
07/22/2008,45,FEET,54,DEGREES F,,
08/20/2008,3,FEET,76,DEGREES F,,
08/20/2008,10,FEET,76,DEGREES F,,
08/20/2008,15,FEET,76,DEGREES F,,
08/20/2008,20,FEET,76,DEGREES F,,
08/20/2008,25,FEET,72,DEGREES F,,
08/20/2008,30,FEET,66,DEGREES F,,
08/20/2008,35,FEET,66,DEGREES F,,
08/20/2008,40,FEET,56,DEGREES F,,
08/20/2008,45,FEET,54,DEGREES F,,
10/21/2008,3,FEET,56,DEGREES F,,
10/21/2008,10,FEET,58,DEGREES F,,
10/21/2008,15,FEET,58,DEGREES F,,
10/21/2008,20,FEET,58,DEGREES F,,
10/21/2008,25,FEET,58,DEGREES F,,
10/21/2008,30,FEET,58,DEGREES F,,
10/21/2008,35,FEET,56,DEGREES F,,
10/21/2008,40,FEET,50,DEGREES F,,
10/21/2008,45,FEET,48,DEGREES F,,
05/04/2009,3,FEET,56,DEGREES F,,
05/04/2009,10,FEET,54,DEGREES F,,
05/04/2009,15,FEET,54,DEGREES F,,
05/04/2009,20,FEET,54,DEGREES F,,
05/04/2009,25,FEET,50,DEGREES F,,
05/04/2009,30,FEET,48,DEGREES F,,
05/04/2009,35,FEET,48,DEGREES F,,
05/04/2009,40,FEET,46,DEGREES F,,
05/04/2009,45,FEET,46,DEGREES F,,
06/15/2009,3,FEET,70,DEGREES F,,
06/15/2009,10,FEET,69,DEGREES F,,
06/15/2009,15,FEET,68,DEGREES F,,
06/15/2009,20,FEET,66,DEGREES F,,
06/15/2009,25,FEET,63,DEGREES F,,
06/15/2009,30,FEET,61,DEGREES F,,
06/15/2009,35,FEET,57,DEGREES F,,
06/15/2009,40,FEET,51,DEGREES F,,
06/15/2009,45,FEET,46,DEGREES F,,
07/20/2009,3,FEET,73,DEGREES F,,
07/20/2009,10,FEET,72,DEGREES F,,
07/20/2009,15,FEET,72,DEGREES F,,
07/20/2009,20,FEET,72,DEGREES F,,
07/20/2009,25,FEET,66,DEGREES F,,
07/20/2009,30,FEET,56,DEGREES F,,
07/20/2009,35,FEET,56,DEGREES F,,
07/20/2009,40,FEET,52,DEGREES F,,
07/20/2009,45,FEET,48,DEGREES F,,
08/17/2009,3,FEET,77,DEGREES F,,
08/17/2009,10,FEET,77,DEGREES F,,
08/17/2009,15,FEET,77,DEGREES F,,
08/17/2009,20,FEET,76,DEGREES F,,
08/17/2009,25,FEET,75,DEGREES F,,
08/17/2009,30,FEET,63,DEGREES F,,
08/17/2009,35,FEET,58,DEGREES F,,
08/17/2009,40,FEET,54,DEGREES F,,
08/17/2009,45,FEET,50,DEGREES F,,
10/16/2009,3,FEET,52,DEGREES F,,
10/16/2009,10,FEET,53,DEGREES F,,
10/16/2009,15,FEET,53,DEGREES F,,
10/16/2009,20,FEET,53,DEGREES F,,
10/16/2009,25,FEET,53,DEGREES F,,
10/16/2009,30,FEET,53,DEGREES F,,
10/16/2009,35,FEET,53,DEGREES F,,
10/16/2009,40,FEET,52,DEGREES F,,
10/16/2009,45,FEET,45,DEGREES F,,
05/16/2010,3,FEET,57,DEGREES F,,
05/16/2010,10,FEET,57,DEGREES F,,
05/16/2010,15,FEET,56,DEGREES F,,
05/16/2010,20,FEET,56,DEGREES F,,
05/16/2010,25,FEET,55,DEGREES F,,
05/16/2010,30,FEET,52,DEGREES F,,
05/16/2010,35,FEET,50,DEGREES F,,
05/16/2010,40,FEET,47,DEGREES F,,
05/16/2010,45,FEET,47,DEGREES F,,
06/09/2010,3,FEET,69,DEGREES F,,
06/09/2010,10,FEET,69,DEGREES F,,
06/09/2010,15,FEET,64,DEGREES F,,
06/09/2010,20,FEET,60,DEGREES F,,
06/09/2010,25,FEET,56,DEGREES F,,
06/09/2010,30,FEET,49,DEGREES F,,
06/09/2010,35,FEET,46,DEGREES F,,
06/09/2010,40,FEET,45,DEGREES F,,
06/09/2010,45,FEET,45,DEGREES F,,
07/28/2010,3,FEET,80,DEGREES F,,
07/28/2010,10,FEET,80,DEGREES F,,
07/28/2010,15,FEET,80,DEGREES F,,
07/28/2010,20,FEET,69,DEGREES F,,
07/28/2010,25,FEET,62,DEGREES F,,
07/28/2010,30,FEET,54,DEGREES F,,
07/28/2010,35,FEET,49,DEGREES F,,
07/28/2010,40,FEET,46,DEGREES F,,
07/28/2010,45,FEET,46,DEGREES F,,
08/24/2010,3,FEET,79,DEGREES F,,
08/24/2010,10,FEET,79,DEGREES F,,
08/24/2010,15,FEET,78,DEGREES F,,
08/24/2010,20,FEET,77,DEGREES F,,
08/24/2010,25,FEET,66,DEGREES F,,
08/24/2010,30,FEET,55,DEGREES F,,
08/24/2010,35,FEET,51,DEGREES F,,
08/24/2010,40,FEET,47,DEGREES F,,
08/24/2010,45,FEET,46,DEGREES F,,
11/01/2010,3,FEET,52,DEGREES F,,
11/01/2010,10,FEET,53,DEGREES F,,
11/01/2010,15,FEET,53,DEGREES F,,
11/01/2010,20,FEET,53,DEGREES F,,
11/01/2010,25,FEET,53,DEGREES F,,
11/01/2010,30,FEET,53,DEGREES F,,
11/01/2010,35,FEET,53,DEGREES F,,
11/01/2010,40,FEET,53,DEGREES F,,
11/01/2010,45,FEET,50,DEGREES F,,
05/17/2011,3,FEET,56,DEGREES F,,
05/17/2011,10,FEET,56,DEGREES F,,
05/17/2011,15,FEET,54,DEGREES F,,
05/17/2011,20,FEET,52,DEGREES F,,
05/17/2011,25,FEET,52,DEGREES F,,
05/17/2011,30,FEET,48,DEGREES F,,
05/17/2011,35,FEET,46,DEGREES F,,
05/17/2011,40,FEET,46,DEGREES F,,
05/17/2011,45,FEET,46,DEGREES F,,
06/13/2011,3,FEET,68,DEGREES F,,
06/13/2011,10,FEET,68,DEGREES F,,
06/13/2011,15,FEET,68,DEGREES F,,
06/13/2011,20,FEET,63,DEGREES F,,
06/13/2011,25,FEET,63,DEGREES F,,
06/13/2011,30,FEET,55,DEGREES F,,
06/13/2011,35,FEET,51,DEGREES F,,
06/13/2011,40,FEET,49,DEGREES F,,
06/13/2011,45,FEET,46,DEGREES F,,
07/13/2011,3,FEET,78,DEGREES F,,
07/13/2011,10,FEET,78,DEGREES F,,
07/13/2011,15,FEET,78,DEGREES F,,
07/13/2011,20,FEET,70,DEGREES F,,
07/13/2011,25,FEET,64,DEGREES F,,
07/13/2011,30,FEET,58,DEGREES F,,
07/13/2011,35,FEET,58,DEGREES F,,
07/13/2011,40,FEET,58,DEGREES F,,
07/13/2011,45,FEET,50,DEGREES F,,
08/15/2011,3,FEET,78,DEGREES F,,
08/15/2011,10,FEET,78,DEGREES F,,
08/15/2011,15,FEET,78,DEGREES F,,
08/15/2011,20,FEET,78,DEGREES F,,
08/15/2011,25,FEET,70,DEGREES F,,
08/15/2011,30,FEET,63,DEGREES F,,
08/15/2011,35,FEET,60,DEGREES F,,
08/15/2011,40,FEET,53,DEGREES F,,
08/15/2011,45,FEET,50,DEGREES F,,
10/18/2011,3,FEET,58,DEGREES F,,
10/18/2011,10,FEET,58,DEGREES F,,
10/18/2011,15,FEET,58,DEGREES F,,
10/18/2011,20,FEET,58,DEGREES F,,
10/18/2011,25,FEET,58,DEGREES F,,
10/18/2011,30,FEET,58,DEGREES F,,
10/18/2011,35,FEET,58,DEGREES F,,
10/18/2011,40,FEET,52,DEGREES F,,
10/18/2011,45,FEET,49,DEGREES F,,
05/01/2012,3,FEET,56,DEGREES F,,
05/01/2012,10,FEET,54,DEGREES F,,
05/01/2012,15,FEET,54,DEGREES F,,
05/01/2012,20,FEET,53,DEGREES F,,
05/01/2012,25,FEET,53,DEGREES F,,
05/01/2012,30,FEET,52,DEGREES F,,
05/01/2012,35,FEET,50,DEGREES F,,
05/01/2012,40,FEET,48,DEGREES F,,
05/01/2012,45,FEET,45,DEGREES F,,
06/13/2012,3,FEET,74,DEGREES F,,
06/13/2012,10,FEET,72,DEGREES F,,
06/13/2012,15,FEET,72,DEGREES F,,
06/13/2012,20,FEET,70,DEGREES F,,
06/13/2012,25,FEET,68,DEGREES F,,
06/13/2012,30,FEET,64,DEGREES F,,
06/13/2012,35,FEET,63,DEGREES F,,
06/13/2012,40,FEET,50,DEGREES F,,
06/13/2012,45,FEET,49,DEGREES F,,
07/02/2012,3,FEET,81,DEGREES F,,
07/02/2012,10,FEET,80,DEGREES F,,
07/02/2012,15,FEET,80,DEGREES F,,
07/02/2012,20,FEET,78,DEGREES F,,
07/02/2012,25,FEET,72,DEGREES F,,
07/02/2012,30,FEET,64,DEGREES F,,
07/02/2012,35,FEET,59,DEGREES F,,
07/02/2012,40,FEET,55,DEGREES F,,
07/02/2012,45,FEET,50,DEGREES F,,
08/07/2012,3,FEET,78,DEGREES F,,
08/07/2012,10,FEET,78,DEGREES F,,
08/07/2012,15,FEET,78,DEGREES F,,
08/07/2012,20,FEET,78,DEGREES F,,
08/07/2012,25,FEET,76,DEGREES F,,
08/07/2012,30,FEET,72,DEGREES F,,
08/07/2012,35,FEET,66,DEGREES F,,
08/07/2012,40,FEET,58,DEGREES F,,
08/07/2012,45,FEET,57,DEGREES F,,
10/16/2012,3,FEET,58,DEGREES F,,
10/16/2012,10,FEET,57,DEGREES F,,
10/16/2012,15,FEET,48,DEGREES F,,
10/16/2012,20,FEET,47,DEGREES F,,
10/16/2012,25,FEET,46,DEGREES F,,
10/16/2012,30,FEET,45,DEGREES F,,
10/16/2012,35,FEET,45,DEGREES F,,
10/16/2012,40,FEET,44,DEGREES F,,
10/16/2012,45,FEET,42,DEGREES F,,
05/08/2013,3,FEET,64,DEGREES F,,
05/08/2013,5,FEET,60,DEGREES F,,
05/08/2013,10,FEET,59,DEGREES F,,
05/08/2013,15,FEET,54,DEGREES F,,
05/08/2013,20,FEET,50,DEGREES F,,
05/08/2013,25,FEET,49,DEGREES F,,
05/08/2013,30,FEET,44,DEGREES F,,
05/08/2013,35,FEET,45,DEGREES F,,
05/08/2013,40,FEET,44,DEGREES F,,
05/08/2013,45,FEET,42,DEGREES F,,
06/18/2013,3,FEET,72,DEGREES F,,
06/18/2013,5,FEET,72,DEGREES F,,
06/18/2013,10,FEET,71,DEGREES F,,
06/18/2013,15,FEET,70,DEGREES F,,
06/18/2013,20,FEET,66,DEGREES F,,
06/18/2013,25,FEET,57,DEGREES F,,
06/18/2013,30,FEET,56,DEGREES F,,
06/18/2013,35,FEET,50,DEGREES F,,
06/18/2013,40,FEET,48,DEGREES F,,
06/18/2013,45,FEET,48,DEGREES F,,
07/17/2013,3,FEET,84,DEGREES F,,
07/17/2013,5,FEET,83,DEGREES F,,
07/17/2013,10,FEET,81,DEGREES F,,
07/17/2013,15,FEET,80,DEGREES F,,
07/17/2013,20,FEET,78,DEGREES F,,
07/17/2013,25,FEET,70,DEGREES F,,
07/17/2013,30,FEET,66,DEGREES F,,
07/17/2013,35,FEET,58,DEGREES F,,
07/17/2013,40,FEET,51,DEGREES F,,
07/17/2013,45,FEET,51,DEGREES F,,
08/20/2013,3,FEET,75,DEGREES F,,
08/20/2013,5,FEET,75,DEGREES F,,
08/20/2013,10,FEET,75,DEGREES F,,
08/20/2013,15,FEET,74,DEGREES F,,
08/20/2013,20,FEET,73,DEGREES F,,
08/20/2013,25,FEET,70,DEGREES F,,
08/20/2013,30,FEET,67,DEGREES F,,
08/20/2013,35,FEET,61,DEGREES F,,
