Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Hammil Lake,Bayfield,2467900,NO,4,,043148,NW,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
07/23/2006,15,FEET,76.8,DEGREES F,7,MG/L
07/23/2006,20,FEET,72.6,DEGREES F,,
07/23/2006,25,FEET,60,DEGREES F,7,MG/L
07/23/2006,30,FEET,52.1,DEGREES F,5,MG/L
07/23/2006,35,FEET,47.4,DEGREES F,4,MG/L
07/23/2006,40,FEET,45.6,DEGREES F,,
07/23/2006,44,FEET,44.9,DEGREES F,3,MG/L
07/23/2006,45,FEET,44.3,DEGREES F,,
08/20/2006,0,FEET,75.3,DEGREES F,,
08/20/2006,5,FEET,74.6,DEGREES F,7,MG/L
08/20/2006,10,FEET,74.1,DEGREES F,,
08/20/2006,15,FEET,73.7,DEGREES F,6,MG/L
08/20/2006,20,FEET,73.4,DEGREES F,5,MG/L
08/20/2006,25,FEET,63.6,DEGREES F,3,MG/L
08/20/2006,30,FEET,55,DEGREES F,3,MG/L
08/20/2006,35,FEET,48.9,DEGREES F,2,MG/L
08/20/2006,40,FEET,46.4,DEGREES F,,
08/20/2006,44,FEET,45.3,DEGREES F,1,MG/L
08/20/2006,45,FEET,45.1,DEGREES F,,
04/22/2007,0,FEET,47.6,DEGREES F,,
04/22/2007,5,FEET,46.7,DEGREES F,8,MG/L
04/22/2007,10,FEET,46.4,DEGREES F,,
04/22/2007,15,FEET,46.4,DEGREES F,8,MG/L
04/22/2007,20,FEET,42.8,DEGREES F,7,MG/L
04/22/2007,25,FEET,41.9,DEGREES F,7,MG/L
04/22/2007,30,FEET,41.7,DEGREES F,7,MG/L
04/22/2007,35,FEET,41,DEGREES F,7,MG/L
04/22/2007,40,FEET,40.8,DEGREES F,,
04/22/2007,43,FEET,,,7,MG/L
04/22/2007,45,FEET,40.6,DEGREES F,,
06/24/2007,0,FEET,74.1,DEGREES F,,
06/24/2007,5,FEET,73.5,DEGREES F,7,MG/L
06/24/2007,10,FEET,73.4,DEGREES F,,
06/24/2007,15,FEET,71.6,DEGREES F,7,MG/L
06/24/2007,20,FEET,63.3,DEGREES F,5.5,MG/L
06/24/2007,25,FEET,53,DEGREES F,5,MG/L
06/24/2007,30,FEET,46.4,DEGREES F,4,MG/L
06/24/2007,35,FEET,44.2,DEGREES F,1,MG/L
06/24/2007,40,FEET,43.1,DEGREES F,,
06/24/2007,43,FEET,42.8,DEGREES F,2,MG/L
06/24/2007,45,FEET,42.6,DEGREES F,,
07/22/2007,0,FEET,72.8,DEGREES F,,
07/22/2007,5,FEET,73,DEGREES F,7,MG/L
07/22/2007,10,FEET,73,DEGREES F,,
07/22/2007,15,FEET,72.8,DEGREES F,7,MG/L
07/22/2007,20,FEET,70.8,DEGREES F,6,MG/L
07/22/2007,25,FEET,57.9,DEGREES F,5,MG/L
07/22/2007,30,FEET,49.8,DEGREES F,3,MG/L
07/22/2007,35,FEET,45.1,DEGREES F,3,MG/L
07/22/2007,40,FEET,43.8,DEGREES F,,
07/22/2007,43,FEET,43.5,DEGREES F,1,MG/L
07/22/2007,44,FEET,43.1,DEGREES F,,
08/26/2007,0,FEET,70.5,DEGREES F,,
08/26/2007,5,FEET,70.5,DEGREES F,7,MG/L
08/26/2007,10,FEET,70.5,DEGREES F,,
08/26/2007,15,FEET,70.3,DEGREES F,7,MG/L
08/26/2007,20,FEET,69.8,DEGREES F,6,MG/L
08/26/2007,25,FEET,61.7,DEGREES F,4,MG/L
08/26/2007,30,FEET,51.2,DEGREES F,2,MG/L
08/26/2007,35,FEET,46.4,DEGREES F,1,MG/L
08/26/2007,40,FEET,44.4,DEGREES F,,
08/26/2007,43,FEET,44,DEGREES F,1,MG/L
08/26/2007,45,FEET,43.7,DEGREES F,,
05/13/2008,0,FEET,48.9,DEGREES F,,
05/13/2008,5,FEET,48.5,DEGREES F,8,MG/L
05/13/2008,10,FEET,48.2,DEGREES F,,
05/13/2008,15,FEET,48,DEGREES F,7,MG/L
05/13/2008,20,FEET,43.7,DEGREES F,7,MG/L
05/13/2008,25,FEET,42.8,DEGREES F,7,MG/L
05/13/2008,30,FEET,42.4,DEGREES F,7,MG/L
05/13/2008,35,FEET,41.9,DEGREES F,7,MG/L
05/13/2008,40,FEET,41.7,DEGREES F,,
05/13/2008,45,FEET,41.5,DEGREES F,7,MG/L
05/13/2008,48,FEET,41.3,DEGREES F,,
06/22/2008,0,FEET,67.1,DEGREES F,,
06/22/2008,5,FEET,66.9,DEGREES F,7,MG/L
06/22/2008,10,FEET,66.7,DEGREES F,,
06/22/2008,15,FEET,64.7,DEGREES F,6,MG/L
06/22/2008,20,FEET,56.6,DEGREES F,6,MG/L
06/22/2008,25,FEET,48.5,DEGREES F,5,MG/L
06/22/2008,30,FEET,45.3,DEGREES F,4,MG/L
06/22/2008,35,FEET,43.8,DEGREES F,1,MG/L
06/22/2008,40,FEET,43.3,DEGREES F,,
06/22/2008,43,FEET,42.8,DEGREES F,1,MG/L
06/22/2008,45,FEET,42.6,DEGREES F,,
07/20/2008,0,FEET,74.8,DEGREES F,,
07/20/2008,5,FEET,73.7,DEGREES F,7,MG/L
07/20/2008,10,FEET,73.2,DEGREES F,,
07/20/2008,15,FEET,71.4,DEGREES F,7,MG/L
07/20/2008,20,FEET,64.2,DEGREES F,7,MG/L
07/20/2008,25,FEET,52.3,DEGREES F,6,MG/L
07/20/2008,30,FEET,47.1,DEGREES F,4,MG/L
07/20/2008,35,FEET,45.3,DEGREES F,3,MG/L
07/20/2008,40,FEET,44,DEGREES F,,
07/20/2008,43,FEET,43.7,DEGREES F,2,MG/L
07/20/2008,45,FEET,43.5,DEGREES F,,
08/24/2008,0,FEET,72.3,DEGREES F,,
08/24/2008,5,FEET,72.6,DEGREES F,9,MG/L
08/24/2008,10,FEET,72.6,DEGREES F,,
08/24/2008,15,FEET,72.5,DEGREES F,7,MG/L
08/24/2008,20,FEET,67.1,DEGREES F,7,MG/L
08/24/2008,25,FEET,54.8,DEGREES F,3,MG/L
08/24/2008,30,FEET,48.2,DEGREES F,1,MG/L
08/24/2008,35,FEET,44.9,DEGREES F,0,MG/L
08/24/2008,40,FEET,44.4,DEGREES F,,
08/24/2008,42,FEET,44.1,DEGREES F,0,MG/L
08/24/2008,43,FEET,44,DEGREES F,,
05/03/2009,0,FEET,51.4,DEGREES F,11.24,MG/L
05/03/2009,5,FEET,49.9,DEGREES F,11.59,MG/L
05/03/2009,10,FEET,49.5,DEGREES F,11.63,MG/L
05/03/2009,15,FEET,49.1,DEGREES F,11.65,MG/L
05/03/2009,20,FEET,48.2,DEGREES F,11.63,MG/L
05/03/2009,25,FEET,47.1,DEGREES F,11.39,MG/L
05/03/2009,30,FEET,45.8,DEGREES F,10.17,MG/L
05/03/2009,35,FEET,45,DEGREES F,8.3,MG/L
05/03/2009,40,FEET,44.7,DEGREES F,7.58,MG/L
05/03/2009,45,FEET,43.8,DEGREES F,,
06/21/2009,0,FEET,73.5,DEGREES F,8.82,MG/L
06/21/2009,5,FEET,72.8,DEGREES F,9.01,MG/L
06/21/2009,10,FEET,67.6,DEGREES F,10.4,MG/L
06/21/2009,15,FEET,64.7,DEGREES F,10.47,MG/L
06/21/2009,20,FEET,62.5,DEGREES F,10.1,MG/L
06/21/2009,25,FEET,59.6,DEGREES F,8.29,MG/L
06/21/2009,30,FEET,53.6,DEGREES F,3.84,MG/L
06/21/2009,35,FEET,49.4,DEGREES F,.19,MG/L
06/21/2009,40,FEET,47.5,DEGREES F,.07,MG/L
06/21/2009,43,FEET,46.7,DEGREES F,.03,MG/L
06/21/2009,45,FEET,46.2,DEGREES F,.02,MG/L
07/19/2009,0,FEET,68,DEGREES F,8.69,MG/L
07/19/2009,5,FEET,67.3,DEGREES F,8.78,MG/L
07/19/2009,10,FEET,67.2,DEGREES F,8.74,MG/L
07/19/2009,15,FEET,67.1,DEGREES F,8.65,MG/L
07/19/2009,20,FEET,67,DEGREES F,8.61,MG/L
07/19/2009,25,FEET,60.2,DEGREES F,6.13,MG/L
07/19/2009,30,FEET,54.6,DEGREES F,1.07,MG/L
07/19/2009,35,FEET,50.4,DEGREES F,.16,MG/L
07/19/2009,40,FEET,48.4,DEGREES F,.07,MG/L
07/19/2009,43,FEET,47.6,DEGREES F,.04,MG/L
07/19/2009,45,FEET,47.2,DEGREES F,.03,MG/L
08/22/2009,0,FEET,71.9,DEGREES F,8.37,MG/L
08/22/2009,5,FEET,71,DEGREES F,8.43,MG/L
08/22/2009,10,FEET,70.6,DEGREES F,8.47,MG/L
08/22/2009,15,FEET,70.3,DEGREES F,8.42,MG/L
08/22/2009,20,FEET,70,DEGREES F,8.33,MG/L
08/22/2009,25,FEET,62.6,DEGREES F,2.27,MG/L
08/22/2009,30,FEET,57,DEGREES F,.4,MG/L
08/22/2009,35,FEET,51.6,DEGREES F,.1,MG/L
08/22/2009,40,FEET,49.7,DEGREES F,.06,MG/L
08/22/2009,43,FEET,48.7,DEGREES F,.03,MG/L
08/22/2009,45,FEET,48.3,DEGREES F,.02,MG/L
09/15/2009,0,FEET,70.2,DEGREES F,9.32,MG/L
09/15/2009,5,FEET,71.1,DEGREES F,9.28,MG/L
09/15/2009,10,FEET,71.2,DEGREES F,9.38,MG/L
09/15/2009,15,FEET,70.3,DEGREES F,9.16,MG/L
09/15/2009,20,FEET,68.6,DEGREES F,7.59,MG/L
09/15/2009,25,FEET,64.7,DEGREES F,2.27,MG/L
09/15/2009,30,FEET,59.1,DEGREES F,.67,MG/L
09/15/2009,35,FEET,53.1,DEGREES F,.2,MG/L
09/15/2009,40,FEET,50.2,DEGREES F,.12,MG/L
09/15/2009,43,FEET,49.1,DEGREES F,.05,MG/L
09/15/2009,45,FEET,48.6,DEGREES F,.04,MG/L
04/12/2010,0,FEET,50.7,DEGREES F,11.08,MG/L
04/12/2010,5,FEET,49.7,DEGREES F,11.34,MG/L
04/12/2010,10,FEET,48.9,DEGREES F,11.46,MG/L
04/12/2010,15,FEET,48.1,DEGREES F,11.47,MG/L
04/12/2010,20,FEET,47.5,DEGREES F,11.37,MG/L
04/12/2010,25,FEET,46.4,DEGREES F,10.84,MG/L
04/12/2010,30,FEET,44.6,DEGREES F,8.09,MG/L
04/12/2010,35,FEET,44.1,DEGREES F,7.16,MG/L
04/12/2010,40,FEET,43.7,DEGREES F,6.52,MG/L
04/12/2010,43,FEET,43.5,DEGREES F,4.91,MG/L
04/12/2010,45,FEET,43.2,DEGREES F,.15,MG/L
06/20/2010,0,FEET,71.3,DEGREES F,8.77,MG/L
06/20/2010,5,FEET,69.8,DEGREES F,8.87,MG/L
06/20/2010,10,FEET,69.3,DEGREES F,8.86,MG/L
06/20/2010,15,FEET,68.2,DEGREES F,9.02,MG/L
06/20/2010,20,FEET,63.9,DEGREES F,9.48,MG/L
06/20/2010,25,FEET,58.6,DEGREES F,8.91,MG/L
06/20/2010,30,FEET,55.1,DEGREES F,4.85,MG/L
06/20/2010,35,FEET,51.7,DEGREES F,.15,MG/L
06/20/2010,40,FEET,49.8,DEGREES F,.09,MG/L
06/20/2010,45,FEET,48.7,DEGREES F,.04,MG/L
06/20/2010,46,FEET,48.6,DEGREES F,.03,MG/L
07/25/2010,0,FEET,75.6,DEGREES F,8.55,MG/L
07/25/2010,5,FEET,75.8,DEGREES F,8.5,MG/L
07/25/2010,10,FEET,75.8,DEGREES F,8.41,MG/L
07/25/2010,15,FEET,75.8,DEGREES F,8.36,MG/L
07/25/2010,20,FEET,72.1,DEGREES F,7.42,MG/L
07/25/2010,25,FEET,63.3,DEGREES F,6.15,MG/L
07/25/2010,30,FEET,57,DEGREES F,.56,MG/L
07/25/2010,35,FEET,53,DEGREES F,.11,MG/L
07/25/2010,40,FEET,51,DEGREES F,.06,MG/L
07/25/2010,43,FEET,50.2,DEGREES F,.03,MG/L
07/25/2010,47,FEET,49.9,DEGREES F,.02,MG/L
08/22/2010,0,FEET,76.3,DEGREES F,8.55,MG/L
08/22/2010,5,FEET,73.8,DEGREES F,8.82,MG/L
08/22/2010,10,FEET,73.4,DEGREES F,8.76,MG/L
08/22/2010,15,FEET,73.1,DEGREES F,8.68,MG/L
08/22/2010,20,FEET,72.4,DEGREES F,7.4,MG/L
08/22/2010,25,FEET,66.4,DEGREES F,1.18,MG/L
08/22/2010,30,FEET,59.8,DEGREES F,.18,MG/L
08/22/2010,35,FEET,55.2,DEGREES F,.07,MG/L
08/22/2010,40,FEET,51.9,DEGREES F,.04,MG/L
08/22/2010,45,FEET,51.4,DEGREES F,.01,MG/L
08/22/2010,47,FEET,51.1,DEGREES F,0,MG/L
05/20/2011,0,FEET,58.4,DEGREES F,10.37,MG/L
05/20/2011,5,FEET,56.1,DEGREES F,11.02,MG/L
05/20/2011,10,FEET,54.6,DEGREES F,11.18,MG/L
05/20/2011,15,FEET,53.3,DEGREES F,11.47,MG/L
05/20/2011,20,FEET,51.2,DEGREES F,11.77,MG/L
05/20/2011,25,FEET,47.8,DEGREES F,11.86,MG/L
05/20/2011,30,FEET,45.8,DEGREES F,11.51,MG/L
05/20/2011,35,FEET,44.7,DEGREES F,9.56,MG/L
05/20/2011,40,FEET,44,DEGREES F,5.57,MG/L
05/20/2011,45,FEET,43.9,DEGREES F,.15,MG/L
06/19/2011,0,FEET,68.5,DEGREES F,9.21,MG/L
06/19/2011,5,FEET,67.9,DEGREES F,9.29,MG/L
06/19/2011,10,FEET,67.6,DEGREES F,9.31,MG/L
06/19/2011,15,FEET,67,DEGREES F,9.24,MG/L
06/19/2011,20,FEET,61.7,DEGREES F,10.2,MG/L
06/19/2011,25,FEET,54.1,DEGREES F,10.61,MG/L
06/19/2011,30,FEET,50.4,DEGREES F,9.95,MG/L
06/19/2011,35,FEET,47,DEGREES F,5.63,MG/L
06/19/2011,40,FEET,45.4,DEGREES F,.18,MG/L
06/19/2011,45,FEET,44.9,DEGREES F,.08,MG/L
07/24/2011,0,FEET,75.4,DEGREES F,8.49,MG/L
07/24/2011,5,FEET,75.8,DEGREES F,8.42,MG/L
07/24/2011,10,FEET,76,DEGREES F,8.34,MG/L
07/24/2011,15,FEET,74.8,DEGREES F,7.52,MG/L
07/24/2011,20,FEET,67.1,DEGREES F,5.66,MG/L
07/24/2011,25,FEET,59.2,DEGREES F,4.25,MG/L
07/24/2011,30,FEET,52.8,DEGREES F,2.39,MG/L
07/24/2011,35,FEET,48.5,DEGREES F,.11,MG/L
07/24/2011,40,FEET,47.3,DEGREES F,.06,MG/L
07/24/2011,43,FEET,46.8,DEGREES F,.05,MG/L
07/24/2011,45,FEET,46.6,DEGREES F,.02,MG/L
08/21/2011,0,FEET,73.8,DEGREES F,9.02,MG/L
08/21/2011,5,FEET,74.2,DEGREES F,8.99,MG/L
08/21/2011,10,FEET,74.3,DEGREES F,8.98,MG/L
08/21/2011,15,FEET,74.3,DEGREES F,8.95,MG/L
08/21/2011,20,FEET,70.2,DEGREES F,6.43,MG/L
08/21/2011,25,FEET,61.4,DEGREES F,.87,MG/L
08/21/2011,30,FEET,55.7,DEGREES F,.39,MG/L
08/21/2011,35,FEET,50.5,DEGREES F,.11,MG/L
08/21/2011,40,FEET,48.8,DEGREES F,.07,MG/L
08/21/2011,45,FEET,47.8,DEGREES F,.03,MG/L
04/15/2012,0,FEET,51.1,DEGREES F,10.87,MG/L
04/15/2012,5,FEET,50,DEGREES F,11.14,MG/L
04/15/2012,10,FEET,49.4,DEGREES F,11.29,MG/L
04/15/2012,15,FEET,47.9,DEGREES F,11.43,MG/L
04/15/2012,20,FEET,47.1,DEGREES F,11.46,MG/L
04/15/2012,25,FEET,46.7,DEGREES F,11.45,MG/L
04/15/2012,30,FEET,46.3,DEGREES F,11.38,MG/L
04/15/2012,35,FEET,45.7,DEGREES F,11.06,MG/L
04/15/2012,40,FEET,45.3,DEGREES F,10.47,MG/L
04/15/2012,43,FEET,44.9,DEGREES F,10.25,MG/L
04/15/2012,44,FEET,44.9,DEGREES F,.16,MG/L
06/24/2012,0,FEET,70.5,DEGREES F,8.92,MG/L
06/24/2012,5,FEET,70.8,DEGREES F,8.87,MG/L
06/24/2012,10,FEET,70.8,DEGREES F,8.8,MG/L
06/24/2012,15,FEET,70.7,DEGREES F,8.64,MG/L
06/24/2012,20,FEET,67.5,DEGREES F,8.28,MG/L
06/24/2012,25,FEET,58.5,DEGREES F,7.53,MG/L
06/24/2012,30,FEET,53.4,DEGREES F,5.72,MG/L
06/24/2012,35,FEET,50.8,DEGREES F,.4,MG/L
06/24/2012,40,FEET,49.2,DEGREES F,.11,MG/L
06/24/2012,44,FEET,48.8,DEGREES F,.07,MG/L
06/24/2012,45,FEET,48.6,DEGREES F,.05,MG/L
07/22/2012,0,FEET,77.6,DEGREES F,8.7,MG/L
07/22/2012,5,FEET,78.5,DEGREES F,8.64,MG/L
07/22/2012,10,FEET,78.6,DEGREES F,8.48,MG/L
07/22/2012,15,FEET,78.3,DEGREES F,8.5,MG/L
07/22/2012,20,FEET,73.3,DEGREES F,8.22,MG/L
07/22/2012,25,FEET,62.5,DEGREES F,4.47,MG/L
07/22/2012,30,FEET,55.2,DEGREES F,.15,MG/L
07/22/2012,35,FEET,51.8,DEGREES F,.06,MG/L
07/22/2012,40,FEET,50.1,DEGREES F,.05,MG/L
07/22/2012,45,FEET,49,DEGREES F,.04,MG/L
07/22/2012,47,FEET,48.7,DEGREES F,.02,MG/L
08/19/2012,0,FEET,71,DEGREES F,8.42,MG/L
08/19/2012,5,FEET,71.3,DEGREES F,8.35,MG/L
08/19/2012,10,FEET,71.3,DEGREES F,8.3,MG/L
08/19/2012,15,FEET,71.4,DEGREES F,8.25,MG/L
08/19/2012,20,FEET,71.4,DEGREES F,8.14,MG/L
08/19/2012,25,FEET,66.4,DEGREES F,1.53,MG/L
08/19/2012,30,FEET,57.4,DEGREES F,.18,MG/L
08/19/2012,35,FEET,52.7,DEGREES F,.07,MG/L
08/19/2012,40,FEET,50.7,DEGREES F,.05,MG/L
08/19/2012,43,FEET,49.5,DEGREES F,.04,MG/L
08/19/2012,45,FEET,49.2,DEGREES F,.02,MG/L
05/27/2013,0,FEET,58.1,DEGREES F,10.69,MG/L
05/27/2013,5,FEET,57.3,DEGREES F,10.8,MG/L
05/27/2013,10,FEET,55.7,DEGREES F,11.02,MG/L
05/27/2013,15,FEET,50,DEGREES F,11.82,MG/L
05/27/2013,20,FEET,45.7,DEGREES F,10.04,MG/L
05/27/2013,25,FEET,44.5,DEGREES F,8.23,MG/L
05/27/2013,30,FEET,43.6,DEGREES F,6.88,MG/L
05/27/2013,35,FEET,43.1,DEGREES F,6.19,MG/L
05/27/2013,40,FEET,42.8,DEGREES F,4.35,MG/L
05/27/2013,45,FEET,42.7,DEGREES F,1.94,MG/L
05/27/2013,49,FEET,42.5,DEGREES F,.15,MG/L
06/23/2013,0,FEET,68.1,DEGREES F,8.65,MG/L
06/23/2013,5,FEET,67.8,DEGREES F,8.69,MG/L
06/23/2013,10,FEET,66.4,DEGREES F,9.16,MG/L
06/23/2013,15,FEET,58.4,DEGREES F,11.5,MG/L
06/23/2013,20,FEET,51.4,DEGREES F,11.79,MG/L
06/23/2013,25,FEET,48.1,DEGREES F,11.78,MG/L
06/23/2013,30,FEET,45.4,DEGREES F,6.51,MG/L
06/23/2013,35,FEET,44.2,DEGREES F,1.94,MG/L
06/23/2013,40,FEET,43.4,DEGREES F,.13,MG/L
06/23/2013,45,FEET,43.2,DEGREES F,.08,MG/L
07/21/2013,0,FEET,76.7,DEGREES F,8.54,MG/L
07/21/2013,5,FEET,77.1,DEGREES F,8.5,MG/L
07/21/2013,10,FEET,77.2,DEGREES F,8.52,MG/L
07/21/2013,15,FEET,72.7,DEGREES F,10.24,MG/L
07/21/2013,20,FEET,59.6,DEGREES F,12.22,MG/L
07/21/2013,25,FEET,53.4,DEGREES F,11.91,MG/L
07/21/2013,30,FEET,49.9,DEGREES F,11.5,MG/L
07/21/2013,35,FEET,45.9,DEGREES F,1.66,MG/L
07/21/2013,40,FEET,44.9,DEGREES F,.31,MG/L
07/21/2013,45,FEET,44.3,DEGREES F,.15,MG/L
07/21/2013,48,FEET,44.1,DEGREES F,.1,MG/L
08/25/2013,0,FEET,75.3,DEGREES F,8.52,MG/L
08/25/2013,5,FEET,74.8,DEGREES F,8.6,MG/L
08/25/2013,10,FEET,74.5,DEGREES F,8.58,MG/L
08/25/2013,15,FEET,74.1,DEGREES F,8.68,MG/L
08/25/2013,20,FEET,66.2,DEGREES F,10.15,MG/L
08/25/2013,25,FEET,55.8,DEGREES F,8.19,MG/L
08/25/2013,30,FEET,50.4,DEGREES F,3.67,MG/L
08/25/2013,35,FEET,47.2,DEGREES F,.14,MG/L
08/25/2013,40,FEET,45.7,DEGREES F,.09,MG/L
08/25/2013,45,FEET,45.3,DEGREES F,.07,MG/L
08/25/2013,48,FEET,45.3,DEGREES F,.05,MG/L
05/25/2014,0,FEET,61.3,DEGREES F,10.17,MG/L
05/25/2014,5,FEET,60,DEGREES F,10.48,MG/L
05/25/2014,10,FEET,54.6,DEGREES F,11.05,MG/L
05/25/2014,15,FEET,51.3,DEGREES F,10.99,MG/L
05/25/2014,20,FEET,46.2,DEGREES F,9.55,MG/L
05/25/2014,25,FEET,44,DEGREES F,7.16,MG/L
05/25/2014,30,FEET,43.1,DEGREES F,5.29,MG/L
05/25/2014,35,FEET,42.4,DEGREES F,2.83,MG/L
05/25/2014,40,FEET,41.7,DEGREES F,1.17,MG/L
05/25/2014,45,FEET,41.6,DEGREES F,.52,MG/L
05/25/2014,50,FEET,41.6,DEGREES F,.08,MG/L
06/22/2014,0,FEET,70,DEGREES F,8.69,MG/L
06/22/2014,5,FEET,69.5,DEGREES F,8.77,MG/L
06/22/2014,10,FEET,68.6,DEGREES F,8.92,MG/L
06/22/2014,15,FEET,61.2,DEGREES F,11.32,MG/L
06/22/2014,20,FEET,53.5,DEGREES F,11.34,MG/L
06/22/2014,25,FEET,47.9,DEGREES F,9.5,MG/L
06/22/2014,30,FEET,44.5,DEGREES F,4.21,MG/L
06/22/2014,35,FEET,43.2,DEGREES F,.27,MG/L
06/22/2014,40,FEET,42.8,DEGREES F,.13,MG/L
06/22/2014,45,FEET,42.5,DEGREES F,.08,MG/L
06/22/2014,49,FEET,42.4,DEGREES F,.05,MG/L
07/27/2014,0,FEET,74.1,DEGREES F,8.22,MG/L
07/27/2014,5,FEET,74.2,DEGREES F,8.26,MG/L
07/27/2014,10,FEET,74.3,DEGREES F,8.24,MG/L
07/27/2014,15,FEET,72.6,DEGREES F,8.46,MG/L
07/27/2014,20,FEET,61.5,DEGREES F,11.31,MG/L
07/27/2014,25,FEET,53.3,DEGREES F,9.17,MG/L
07/27/2014,30,FEET,47.8,DEGREES F,4.07,MG/L
07/27/2014,35,FEET,44.4,DEGREES F,.13,MG/L
07/27/2014,40,FEET,43.5,DEGREES F,.09,MG/L
07/27/2014,45,FEET,43.2,DEGREES F,.07,MG/L
07/27/2014,47,FEET,43.2,DEGREES F,.05,MG/L
08/24/2014,0,FEET,72.4,DEGREES F,8.32,MG/L
08/24/2014,5,FEET,72.1,DEGREES F,8.43,MG/L
08/24/2014,10,FEET,71.9,DEGREES F,8.41,MG/L
08/24/2014,15,FEET,71.7,DEGREES F,8.24,MG/L
08/24/2014,20,FEET,66.9,DEGREES F,10.93,MG/L
08/24/2014,25,FEET,56.4,DEGREES F,8.03,MG/L
08/24/2014,30,FEET,49.4,DEGREES F,3.04,MG/L
08/24/2014,35,FEET,45.9,DEGREES F,.14,MG/L
08/24/2014,40,FEET,44.6,DEGREES F,.09,MG/L
08/24/2014,45,FEET,43.9,DEGREES F,.07,MG/L
04/14/2015,0,FEET,47.6,DEGREES F,9.71,MG/L
04/14/2015,5,FEET,46,DEGREES F,9.92,MG/L
04/14/2015,10,FEET,45.4,DEGREES F,9.99,MG/L
04/14/2015,15,FEET,45.2,DEGREES F,9.87,MG/L
04/14/2015,20,FEET,44.4,DEGREES F,9.68,MG/L
04/14/2015,25,FEET,44,DEGREES F,9.6,MG/L
04/14/2015,30,FEET,43.7,DEGREES F,9.48,MG/L
04/14/2015,35,FEET,43.4,DEGREES F,9.38,MG/L
04/14/2015,40,FEET,43.4,DEGREES F,9.27,MG/L
04/14/2015,45,FEET,43.2,DEGREES F,9.12,MG/L
04/14/2015,48,FEET,42.5,DEGREES F,.19,MG/L
06/21/2015,0,FEET,68.5,DEGREES F,8.81,MG/L
06/21/2015,5,FEET,68.5,DEGREES F,8.87,MG/L
06/21/2015,10,FEET,68.4,DEGREES F,8.79,MG/L
06/21/2015,15,FEET,67.8,DEGREES F,8.81,MG/L
06/21/2015,20,FEET,59.6,DEGREES F,10.05,MG/L
06/21/2015,25,FEET,54.2,DEGREES F,9.91,MG/L
06/21/2015,30,FEET,49.6,DEGREES F,5.28,MG/L
06/21/2015,35,FEET,47.1,DEGREES F,.18,MG/L
06/21/2015,40,FEET,46.2,DEGREES F,.1,MG/L
06/21/2015,45,FEET,45.6,DEGREES F,.08,MG/L
06/21/2015,49,FEET,45.5,DEGREES F,.05,MG/L
07/19/2015,0,FEET,74.5,DEGREES F,8.15,MG/L
07/19/2015,5,FEET,75.1,DEGREES F,8.19,MG/L
07/19/2015,10,FEET,75.1,DEGREES F,8.12,MG/L
07/19/2015,15,FEET,74.1,DEGREES F,8.01,MG/L
07/19/2015,20,FEET,65.7,DEGREES F,10.25,MG/L
07/19/2015,25,FEET,57.7,DEGREES F,6.96,MG/L
07/19/2015,30,FEET,51.2,DEGREES F,.77,MG/L
07/19/2015,35,FEET,48.3,DEGREES F,.13,MG/L
07/19/2015,40,FEET,47,DEGREES F,.08,MG/L
07/19/2015,45,FEET,46.3,DEGREES F,.06,MG/L
07/19/2015,48,FEET,46.1,DEGREES F,.04,MG/L
08/16/2015,0,FEET,77.7,DEGREES F,8.07,MG/L
08/16/2015,5,FEET,77.6,DEGREES F,8.15,MG/L
08/16/2015,10,FEET,75.8,DEGREES F,8.81,MG/L
08/16/2015,15,FEET,74.9,DEGREES F,8.63,MG/L
08/16/2015,20,FEET,70.8,DEGREES F,8.57,MG/L
08/16/2015,25,FEET,59.5,DEGREES F,4.56,MG/L
08/16/2015,30,FEET,52.9,DEGREES F,1.01,MG/L
08/16/2015,35,FEET,49.4,DEGREES F,.31,MG/L
08/16/2015,40,FEET,47.3,DEGREES F,.08,MG/L
08/16/2015,45,FEET,46.5,DEGREES F,.05,MG/L
08/16/2015,47,FEET,46.2,DEGREES F,.04,MG/L
05/08/2016,0,FEET,56.7,DEGREES F,10.96,MG/L
05/08/2016,5,FEET,55.1,DEGREES F,11.32,MG/L
05/08/2016,10,FEET,54.8,DEGREES F,11.32,MG/L
05/08/2016,15,FEET,52.2,DEGREES F,12.03,MG/L
05/08/2016,20,FEET,49.3,DEGREES F,12.04,MG/L
05/08/2016,25,FEET,47.3,DEGREES F,10.49,MG/L
05/08/2016,30,FEET,45.5,DEGREES F,8.66,MG/L
05/08/2016,35,FEET,44,DEGREES F,7.09,MG/L
05/08/2016,40,FEET,42.4,DEGREES F,3.56,MG/L
05/08/2016,45,FEET,42,DEGREES F,2.37,MG/L
05/08/2016,48,FEET,41.7,DEGREES F,.18,MG/L
06/19/2016,0,FEET,73.4,DEGREES F,9.22,MG/L
06/19/2016,5,FEET,72.4,DEGREES F,9.43,MG/L
06/19/2016,10,FEET,69.3,DEGREES F,9.81,MG/L
