Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Bills Lake,Vilas,1835500,NO,64,,643478,NE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8189706,07/24/1997,16.42,NO,5,,,37,,,HIGH,,CLEAR,GREEN,2-Very minor aesthetic problems
8191299,07/24/2012,,,,3.3,15,,49,44,,,,,
8191299,07/29/2012,11,NO,3.3,,,43,,,NORMAL,,MURKY,BLUE,2-Very minor aesthetic problems
8191299,08/06/2012,13,NO,4,,,40,,,NORMAL,,MURKY,BLUE,2-Very minor aesthetic problems
8191299,08/14/2012,13,NO,4,,,40,,,NORMAL,,MURKY,GREEN,2-Very minor aesthetic problems
8191299,08/20/2012,,,,4.26,6,,42,46,,,,,
8191299,08/22/2012,13,NO,4,,,40,,,NORMAL,,MURKY,GREEN,2-Very minor aesthetic problems
8191299,08/31/2012,12,NO,3.6,,,41,,,NORMAL,,MURKY,GREEN,2-Very minor aesthetic problems
8191299,09/06/2012,13,NO,4,,,40,,,LOW,,MURKY,GREEN,2-Very minor aesthetic problems
8191299,09/15/2012,14,NO,4.3,,,39,,,LOW,,MURKY,GREEN,2-Very minor aesthetic problems
8191299,09/24/2012,13,NO,4,,,40,,,LOW,,MURKY,GREEN,2-Very minor aesthetic problems
8191299,10/01/2012,17,NO,5.2,,,36,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8191299,05/27/2013,13,NO,4,,10.8,40,47,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,06/08/2013,13.5,NO,4.1,,,40,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,06/14/2013,12,NO,3.6,,,41,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,06/18/2013,,,,3.24,13.3,,48,44,,,,,
8191299,06/23/2013,11,NO,3.3,,,43,,,NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
8191299,06/30/2013,13,NO,4,,,40,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,07/08/2013,13,NO,4,,,40,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,07/16/2013,14,NO,4.3,,,39,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,07/23/2013,,,,4.89,7.64,,44,47,,,,,
8191299,07/24/2013,12,NO,3.6,,,41,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,08/01/2013,13,NO,4,,,40,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,08/09/2013,13,NO,4,,,40,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,08/17/2013,14,NO,4.3,,,39,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,08/19/2013,,,,3.27,7.5,,44,44,,,,,
8191299,08/25/2013,13,NO,4,,,40,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,09/03/2013,13,NO,4,,,40,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,09/11/2013,15,NO,4.6,,,38,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,09/17/2013,19,YES,5.8,,,35,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,09/26/2013,18,NO,5.5,,,35,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,05/24/2014,15,NO,4.6,,,38,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,05/31/2014,15,NO,4.6,,,38,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,06/08/2014,14,NO,4.3,,,39,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,06/17/2014,13.5,NO,4.1,2.38,10.9,40,47,41,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,06/26/2014,13,NO,4,,,40,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,07/03/2014,14,NO,4.3,,,39,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,07/10/2014,14,NO,4.3,,,39,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,07/19/2014,13,NO,4,,,40,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,07/28/2014,11,NO,3.3,4.13,12.6,43,48,46,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,08/03/2014,13,NO,4,,,40,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,08/13/2014,13,NO,4,,,40,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,08/20/2014,12,NO,3.6,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,08/24/2014,,,,4.31,15.9,,50,46,,,,,
8191299,08/28/2014,11,NO,3.3,,,43,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,09/06/2014,12,NO,3.6,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,09/13/2014,14,NO,4.3,,,39,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,09/28/2014,12,NO,3.6,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,10/07/2014,12,NO,3.6,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,05/27/2015,17,NO,5.2,,,36,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,06/05/2015,16,NO,4.9,,,37,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,06/12/2015,17,NO,5.2,,,36,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,06/21/2015,16,NO,4.9,,,37,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,06/23/2015,,,,2.93,16.6,,50,43,,,,,
8191299,06/28/2015,13,NO,4,,,40,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,07/07/2015,13,NO,4,,,40,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,07/15/2015,15,NO,4.6,,,38,,,HIGH,,,BLUE,1-Beautiful, could not be nicer
8191299,07/21/2015,13,NO,4,2.77,14,40,49,43,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,07/30/2015,13,NO,4,,,40,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,08/06/2015,11,NO,3.3,,,43,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,08/15/2015,12,NO,3.6,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,08/24/2015,,,,5.59,17.1,,50,48,,,,,
8191299,08/31/2015,11,NO,3.3,,,43,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,09/08/2015,11,NO,3.3,,,43,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,09/23/2015,12,NO,3.6,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,10/02/2015,12,NO,3.6,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,10/11/2015,14,NO,4.3,,,39,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,05/21/2016,19,NO,5.8,,,35,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,05/30/2016,14,NO,4.3,,,39,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,06/14/2016,12,NO,3.6,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,06/22/2016,12,NO,3.6,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,06/26/2016,,,,4.54,16.5,,50,46,,,,,
8191299,07/01/2016,12,NO,3.6,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,07/09/2016,13,NO,4,,,40,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,07/16/2016,13,NO,4,,,40,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,07/25/2016,12,NO,3.6,2.7,12.1,41,47,42,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,08/01/2016,12,NO,3.6,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,08/09/2016,12,NO,3.6,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,08/17/2016,11,NO,3.3,,,43,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,08/22/2016,,,,3.32,13.4,,48,44,,,,,
8191299,08/25/2016,10,NO,3,,,44,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,09/01/2016,9,NO,2.7,,,45,,,HIGH,,CLEAR,BLUE,2-Very minor aesthetic problems
8191299,09/08/2016,9,NO,2.7,,,45,,,HIGH,,CLEAR,BLUE,2-Very minor aesthetic problems
8191299,09/18/2016,11,NO,3.3,,,43,,,HIGH,,CLEAR,GREEN,2-Very minor aesthetic problems
8191299,10/04/2016,10,NO,3,,,44,,,HIGH,,CLEAR,GREEN,2-Very minor aesthetic problems
8191299,05/25/2017,10,NO,3,,,44,,,HIGH,,MURKY,BLUE,2-Very minor aesthetic problems
8191299,06/02/2017,11,NO,3.3,,,43,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,06/09/2017,12,NO,3.6,,,41,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,06/17/2017,9,NO,2.7,,,45,,,HIGH,,MURKY,BLUE,1-Beautiful, could not be nicer
8191299,06/25/2017,9,NO,2.7,8.35,23.2,45,53,51,HIGH,,MURKY,BLUE,2-Very minor aesthetic problems
8191299,07/04/2017,13,NO,4,,,40,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8191299,07/11/2017,13,NO,4,,,40,,,HIGH,,MURKY,BLUE,1-Beautiful, could not be nicer
8191299,07/17/2017,,,,5.52,21.7,,52,48,,,,,
8191299,07/19/2017,9,NO,2.7,,,45,,,HIGH,,MURKY,BROWN,2-Very minor aesthetic problems
8191299,07/27/2017,8,NO,2.4,,,47,,,HIGH,,MURKY,BLUE,2-Very minor aesthetic problems
8191299,08/12/2017,8,NO,2.4,,,47,,,HIGH,,MURKY,BLUE,2-Very minor aesthetic problems
8191299,08/20/2017,8,NO,2.4,4.75,15.2,47,49,47,HIGH,,MURKY,BLUE,2-Very minor aesthetic problems
8191299,08/29/2017,8,NO,2.4,,,47,,,HIGH,,MURKY,BLUE,2-Very minor aesthetic problems
8191299,09/13/2017,8,NO,2.4,,,47,,,HIGH,,MURKY,BLUE,2-Very minor aesthetic problems
8191299,09/21/2017,9,NO,2.7,,,45,,,HIGH,,MURKY,BLUE,2-Very minor aesthetic problems
8191299,09/29/2017,9,NO,2.7,,,45,,,HIGH,,MURKY,BLUE,2-Very minor aesthetic problems



Start Date,Depth,Depth Units,Temperature,Temperature Units,Dissolved Oxygen,Dissolved Oxygen Units
04/24/1998,1,FEET,54,DEGREES F,,
04/24/1998,20,FEET,50,DEGREES F,,
05/04/1998,1,FEET,60,DEGREES F,,
05/04/1998,20,FEET,56,DEGREES F,,
05/13/1998,1,FEET,65,DEGREES F,,
05/13/1998,17,FEET,62,DEGREES F,,
05/22/1998,1,FEET,72,DEGREES F,,
05/22/1998,20,FEET,68,DEGREES F,,
05/28/1998,1,FEET,73,DEGREES F,,
05/28/1998,20,FEET,70,DEGREES F,,
06/04/1998,1,FEET,70,DEGREES F,,
06/04/1998,17,FEET,68,DEGREES F,,
06/11/1998,1,FEET,64,DEGREES F,,
06/20/1998,1,FEET,75,DEGREES F,,
06/26/1998,1,FEET,82,DEGREES F,,
07/17/1998,1,FEET,80,DEGREES F,,
07/17/1998,20,FEET,77,DEGREES F,,
07/25/1998,1,FEET,78,DEGREES F,,
07/25/1998,20,FEET,77,DEGREES F,,
07/31/1998,1,FEET,77,DEGREES F,,
07/31/1998,20,FEET,75,DEGREES F,,
08/07/1998,1,FEET,77,DEGREES F,,
08/07/1998,20,FEET,75,DEGREES F,,
08/14/1998,1,FEET,78,DEGREES F,,
08/14/1998,20,FEET,76,DEGREES F,,
08/21/1998,1,FEET,78,DEGREES F,,
08/21/1998,20,FEET,75,DEGREES F,,
08/27/1998,1,FEET,78,DEGREES F,,
08/27/1998,20,FEET,75,DEGREES F,,
09/03/1998,1,FEET,72,DEGREES F,,
09/03/1998,20,FEET,71,DEGREES F,,
09/11/1998,1,FEET,72,DEGREES F,,
09/11/1998,20,FEET,70,DEGREES F,,
09/17/1998,1,FEET,70,DEGREES F,,
09/25/1998,1,FEET,66,DEGREES F,,
09/25/1998,20,FEET,65,DEGREES F,,
10/02/1998,1,FEET,60,DEGREES F,,
10/02/1998,20,FEET,58,DEGREES F,,
10/09/1998,1,FEET,56,DEGREES F,,
10/09/1998,20,FEET,54,DEGREES F,,
05/17/1999,1,FEET,70,DEGREES F,,
05/17/1999,20,FEET,56,DEGREES F,,
05/27/1999,1,FEET,72,DEGREES F,,
05/27/1999,20,FEET,60,DEGREES F,,
06/03/1999,1,FEET,66,DEGREES F,,
06/03/1999,10,FEET,65,DEGREES F,,
06/03/1999,20,FEET,62,DEGREES F,,
06/11/1999,1,FEET,76,DEGREES F,,
06/11/1999,10,FEET,75,DEGREES F,,
06/11/1999,20,FEET,70,DEGREES F,,
06/18/1999,1,FEET,74,DEGREES F,,
06/18/1999,10,FEET,74,DEGREES F,,
06/18/1999,20,FEET,70,DEGREES F,,
06/25/1999,1,FEET,77,DEGREES F,,
06/25/1999,10,FEET,76,DEGREES F,,
06/25/1999,20,FEET,72,DEGREES F,,
07/02/1999,1,FEET,74,DEGREES F,,
07/02/1999,10,FEET,72,DEGREES F,,
07/02/1999,20,FEET,70,DEGREES F,,
07/10/1999,1,FEET,76,DEGREES F,,
07/10/1999,10,FEET,72,DEGREES F,,
07/10/1999,20,FEET,70,DEGREES F,,
07/16/1999,1,FEET,78,DEGREES F,,
07/16/1999,10,FEET,75,DEGREES F,,
07/16/1999,20,FEET,71,DEGREES F,,
07/23/1999,1,FEET,82,DEGREES F,,
07/23/1999,10,FEET,79,DEGREES F,,
07/23/1999,20,FEET,76,DEGREES F,,
07/31/1999,1,FEET,83,DEGREES F,,
07/31/1999,10,FEET,83,DEGREES F,,
07/31/1999,20,FEET,76,DEGREES F,,
08/06/1999,1,FEET,77,DEGREES F,,
08/06/1999,10,FEET,75,DEGREES F,,
08/06/1999,20,FEET,75,DEGREES F,,
08/14/1999,1,FEET,72,DEGREES F,,
08/14/1999,10,FEET,71,DEGREES F,,
08/14/1999,20,FEET,72,DEGREES F,,
08/21/1999,1,FEET,73,DEGREES F,,
08/21/1999,10,FEET,72,DEGREES F,,
08/21/1999,20,FEET,71,DEGREES F,,
08/28/1999,1,FEET,76,DEGREES F,,
08/28/1999,10,FEET,75,DEGREES F,,
08/28/1999,20,FEET,72,DEGREES F,,
09/06/1999,1,FEET,69,DEGREES F,,
09/06/1999,10,FEET,69,DEGREES F,,
09/06/1999,20,FEET,60,DEGREES F,,
09/17/1999,1,FEET,51,DEGREES F,,
09/17/1999,10,FEET,50,DEGREES F,,
09/17/1999,20,FEET,49,DEGREES F,,
09/27/1999,1,FEET,47,DEGREES F,,
09/27/1999,10,FEET,47,DEGREES F,,
09/27/1999,20,FEET,45,DEGREES F,,
10/04/1999,1,FEET,38,DEGREES F,,
10/04/1999,10,FEET,39,DEGREES F,,
10/04/1999,20,FEET,39,DEGREES F,,
05/05/2000,1,FEET,50,DEGREES F,,
05/05/2000,10,FEET,45,DEGREES F,,
05/05/2000,20,FEET,40,DEGREES F,,
05/15/2000,1,FEET,45,DEGREES F,,
05/15/2000,10,FEET,45,DEGREES F,,
05/15/2000,20,FEET,40,DEGREES F,,
05/26/2000,1,FEET,52,DEGREES F,,
05/26/2000,10,FEET,50,DEGREES F,,
05/26/2000,20,FEET,45,DEGREES F,,
06/05/2000,1,FEET,52,DEGREES F,,
06/05/2000,10,FEET,50,DEGREES F,,
06/05/2000,20,FEET,46,DEGREES F,,
06/18/2000,1,FEET,55,DEGREES F,,
06/18/2000,10,FEET,55,DEGREES F,,
06/18/2000,20,FEET,55,DEGREES F,,
06/25/2000,1,FEET,60,DEGREES F,,
06/25/2000,10,FEET,58,DEGREES F,,
06/25/2000,20,FEET,56,DEGREES F,,
07/04/2000,1,FEET,64,DEGREES F,,
07/04/2000,10,FEET,60,DEGREES F,,
07/04/2000,20,FEET,56,DEGREES F,,
07/29/2000,1,FEET,66,DEGREES F,,
07/29/2000,10,FEET,64,DEGREES F,,
07/29/2000,20,FEET,64,DEGREES F,,
08/05/2000,1,FEET,70,DEGREES F,,
08/05/2000,10,FEET,68,DEGREES F,,
08/05/2000,20,FEET,64,DEGREES F,,
08/13/2000,1,FEET,66,DEGREES F,,
08/13/2000,10,FEET,66,DEGREES F,,
08/13/2000,20,FEET,65,DEGREES F,,
08/15/2000,3,FEET,74,DEGREES F,,
08/15/2000,6,FEET,73,DEGREES F,,
08/15/2000,9,FEET,73,DEGREES F,,
08/15/2000,12,FEET,73,DEGREES F,,
08/15/2000,18,FEET,71,DEGREES F,,
08/15/2000,20,FEET,67,DEGREES F,,
08/21/2000,1,FEET,58,DEGREES F,,
08/21/2000,10,FEET,58,DEGREES F,,
08/21/2000,20,FEET,56,DEGREES F,,
09/06/2000,1,FEET,52,DEGREES F,,
09/06/2000,10,FEET,52,DEGREES F,,
09/06/2000,20,FEET,52,DEGREES F,,
09/13/2000,1,FEET,66,DEGREES F,,
09/13/2000,10,FEET,66,DEGREES F,,
09/13/2000,20,FEET,65,DEGREES F,,
09/25/2000,1,FEET,57,DEGREES F,,
09/25/2000,10,FEET,56,DEGREES F,,
09/25/2000,20,FEET,55,DEGREES F,,
10/11/2000,3,FEET,49,DEGREES F,,
10/11/2000,6,FEET,49,DEGREES F,,
10/11/2000,9,FEET,49,DEGREES F,,
10/11/2000,12,FEET,49,DEGREES F,,
10/11/2000,15,FEET,49,DEGREES F,,
10/11/2000,18,FEET,49,DEGREES F,,
04/30/2001,3,FEET,56,DEGREES F,,
04/30/2001,6,FEET,55,DEGREES F,,
04/30/2001,9,FEET,55,DEGREES F,,
04/30/2001,12,FEET,55,DEGREES F,,
04/30/2001,15,FEET,49,DEGREES F,,
04/30/2001,18,FEET,47,DEGREES F,,
04/30/2001,21,FEET,46,DEGREES F,,
05/12/2001,3,FEET,58,DEGREES F,,
05/12/2001,6,FEET,58,DEGREES F,,
05/12/2001,9,FEET,57,DEGREES F,,
05/12/2001,12,FEET,57,DEGREES F,,
05/12/2001,15,FEET,56,DEGREES F,,
05/12/2001,18,FEET,49,DEGREES F,,
05/12/2001,21,FEET,47,DEGREES F,,
05/28/2001,3,FEET,61,DEGREES F,,
05/28/2001,6,FEET,60,DEGREES F,,
05/28/2001,9,FEET,59,DEGREES F,,
05/28/2001,12,FEET,59,DEGREES F,,
05/28/2001,15,FEET,58,DEGREES F,,
05/28/2001,18,FEET,55,DEGREES F,,
05/28/2001,21,FEET,52,DEGREES F,,
06/11/2001,3,FEET,67,DEGREES F,,
06/11/2001,6,FEET,65,DEGREES F,,
06/11/2001,9,FEET,64,DEGREES F,,
06/11/2001,12,FEET,63,DEGREES F,,
06/11/2001,15,FEET,62,DEGREES F,,
06/11/2001,18,FEET,60,DEGREES F,,
06/11/2001,21,FEET,59,DEGREES F,,
06/21/2001,3,FEET,65,DEGREES F,,
06/21/2001,6,FEET,63,DEGREES F,,
06/21/2001,9,FEET,62,DEGREES F,,
06/21/2001,12,FEET,61,DEGREES F,,
06/21/2001,15,FEET,60,DEGREES F,,
06/21/2001,18,FEET,58,DEGREES F,,
06/21/2001,21,FEET,58,DEGREES F,,
06/30/2001,3,FEET,78,DEGREES F,,
06/30/2001,6,FEET,77,DEGREES F,,
06/30/2001,9,FEET,73,DEGREES F,,
06/30/2001,12,FEET,72,DEGREES F,,
06/30/2001,15,FEET,67,DEGREES F,,
06/30/2001,18,FEET,62,DEGREES F,,
06/30/2001,21,FEET,60,DEGREES F,,
07/09/2001,3,FEET,73,DEGREES F,,
07/09/2001,6,FEET,72,DEGREES F,,
07/09/2001,9,FEET,72,DEGREES F,,
07/09/2001,12,FEET,71,DEGREES F,,
07/09/2001,15,FEET,70,DEGREES F,,
07/09/2001,18,FEET,65,DEGREES F,,
07/09/2001,21,FEET,61,DEGREES F,,
07/24/2001,3,FEET,78,DEGREES F,,
07/24/2001,6,FEET,78,DEGREES F,,
07/24/2001,9,FEET,77,DEGREES F,,
07/24/2001,12,FEET,75,DEGREES F,,
07/24/2001,15,FEET,72,DEGREES F,,
07/24/2001,18,FEET,69,DEGREES F,,
07/24/2001,21,FEET,66,DEGREES F,,
08/08/2001,3,FEET,81,DEGREES F,,
08/08/2001,6,FEET,80,DEGREES F,,
08/08/2001,9,FEET,77,DEGREES F,,
08/08/2001,12,FEET,74,DEGREES F,,
08/08/2001,15,FEET,72,DEGREES F,,
08/08/2001,18,FEET,70,DEGREES F,,
08/08/2001,21,FEET,69,DEGREES F,,
08/14/2001,3,FEET,72,DEGREES F,,
08/14/2001,6,FEET,72,DEGREES F,,
08/14/2001,9,FEET,72,DEGREES F,,
08/14/2001,12,FEET,72,DEGREES F,,
08/14/2001,15,FEET,72,DEGREES F,,
08/14/2001,18,FEET,70,DEGREES F,,
08/14/2001,21,FEET,64,DEGREES F,,
08/24/2001,3,FEET,72,DEGREES F,,
08/24/2001,6,FEET,72,DEGREES F,,
08/24/2001,9,FEET,72,DEGREES F,,
08/24/2001,12,FEET,71,DEGREES F,,
08/24/2001,15,FEET,70,DEGREES F,,
08/24/2001,18,FEET,68,DEGREES F,,
08/24/2001,21,FEET,66,DEGREES F,,
09/03/2001,3,FEET,69,DEGREES F,,
09/03/2001,6,FEET,69,DEGREES F,,
09/03/2001,9,FEET,68,DEGREES F,,
09/03/2001,12,FEET,68,DEGREES F,,
09/03/2001,15,FEET,68,DEGREES F,,
09/03/2001,18,FEET,68,DEGREES F,,
09/03/2001,21,FEET,66,DEGREES F,,
09/25/2001,3,FEET,58,DEGREES F,,
09/25/2001,6,FEET,58,DEGREES F,,
09/25/2001,9,FEET,58,DEGREES F,,
09/25/2001,12,FEET,58,DEGREES F,,
09/25/2001,15,FEET,57,DEGREES F,,
09/25/2001,18,FEET,58,DEGREES F,,
09/25/2001,21,FEET,58,DEGREES F,,
10/09/2001,3,FEET,52,DEGREES F,,
10/09/2001,6,FEET,51,DEGREES F,,
10/09/2001,9,FEET,51,DEGREES F,,
10/09/2001,12,FEET,51,DEGREES F,,
10/09/2001,15,FEET,51,DEGREES F,,
10/09/2001,18,FEET,51,DEGREES F,,
10/09/2001,21,FEET,52,DEGREES F,,
05/07/2002,3,FEET,47,DEGREES F,,
05/07/2002,6,FEET,47,DEGREES F,,
05/07/2002,9,FEET,47,DEGREES F,,
05/07/2002,12,FEET,47,DEGREES F,,
05/07/2002,15,FEET,46,DEGREES F,,
05/07/2002,18,FEET,46,DEGREES F,,
05/07/2002,21,FEET,46,DEGREES F,,
05/27/2002,3,FEET,55,DEGREES F,,
05/27/2002,6,FEET,55,DEGREES F,,
05/27/2002,9,FEET,55,DEGREES F,,
05/27/2002,12,FEET,55,DEGREES F,,
05/27/2002,15,FEET,54,DEGREES F,,
05/27/2002,18,FEET,54,DEGREES F,,
05/27/2002,21,FEET,55,DEGREES F,,
06/12/2002,3,FEET,64,DEGREES F,,
06/12/2002,6,FEET,64,DEGREES F,,
06/12/2002,9,FEET,64,DEGREES F,,
06/12/2002,12,FEET,63,DEGREES F,,
06/12/2002,15,FEET,62,DEGREES F,,
06/12/2002,18,FEET,60,DEGREES F,,
06/12/2002,21,FEET,60,DEGREES F,,
06/24/2002,3,FEET,70,DEGREES F,,
06/24/2002,6,FEET,69,DEGREES F,,
06/24/2002,9,FEET,68,DEGREES F,,
06/24/2002,12,FEET,67,DEGREES F,,
06/24/2002,15,FEET,66,DEGREES F,,
06/24/2002,18,FEET,64,DEGREES F,,
06/24/2002,21,FEET,62,DEGREES F,,
07/08/2002,3,FEET,77,DEGREES F,,
07/08/2002,6,FEET,77,DEGREES F,,
07/08/2002,9,FEET,76,DEGREES F,,
07/08/2002,12,FEET,75,DEGREES F,,
07/08/2002,15,FEET,70,DEGREES F,,
07/08/2002,18,FEET,70,DEGREES F,,
07/08/2002,21,FEET,64,DEGREES F,,
07/22/2002,3,FEET,77,DEGREES F,,
07/22/2002,6,FEET,77,DEGREES F,,
07/22/2002,9,FEET,77,DEGREES F,,
07/22/2002,12,FEET,76,DEGREES F,,
07/22/2002,15,FEET,75,DEGREES F,,
07/22/2002,18,FEET,72,DEGREES F,,
07/22/2002,21,FEET,70,DEGREES F,,
08/05/2002,3,FEET,77,DEGREES F,,
08/05/2002,6,FEET,77,DEGREES F,,
08/05/2002,9,FEET,77,DEGREES F,,
08/05/2002,12,FEET,76,DEGREES F,,
08/05/2002,15,FEET,75,DEGREES F,,
08/05/2002,18,FEET,72,DEGREES F,,
08/05/2002,21,FEET,70,DEGREES F,,
08/09/2002,3,FEET,73,DEGREES F,,
08/09/2002,6,FEET,72,DEGREES F,,
08/09/2002,9,FEET,72,DEGREES F,,
08/09/2002,12,FEET,72,DEGREES F,,
08/09/2002,15,FEET,72,DEGREES F,,
08/09/2002,18,FEET,72,DEGREES F,,
08/09/2002,21,FEET,71,DEGREES F,,
08/19/2002,3,FEET,69,DEGREES F,,
08/19/2002,6,FEET,69,DEGREES F,,
08/19/2002,9,FEET,69,DEGREES F,,
08/19/2002,12,FEET,69,DEGREES F,,
08/19/2002,15,FEET,68,DEGREES F,,
08/19/2002,18,FEET,68,DEGREES F,,
08/19/2002,21,FEET,69,DEGREES F,,
08/27/2002,3,FEET,71,DEGREES F,,
08/27/2002,6,FEET,71,DEGREES F,,
08/27/2002,9,FEET,71,DEGREES F,,
08/27/2002,12,FEET,69,DEGREES F,,
08/27/2002,15,FEET,69,DEGREES F,,
08/27/2002,18,FEET,69,DEGREES F,,
08/27/2002,21,FEET,68,DEGREES F,,
09/12/2002,3,FEET,70,DEGREES F,,
09/12/2002,6,FEET,70,DEGREES F,,
09/12/2002,9,FEET,70,DEGREES F,,
09/12/2002,12,FEET,69,DEGREES F,,
09/12/2002,15,FEET,69,DEGREES F,,
09/12/2002,18,FEET,69,DEGREES F,,
09/12/2002,21,FEET,69,DEGREES F,,
10/01/2002,3,FEET,57,DEGREES F,,
10/01/2002,6,FEET,57,DEGREES F,,
10/01/2002,9,FEET,56,DEGREES F,,
10/01/2002,12,FEET,56,DEGREES F,,
10/01/2002,15,FEET,56,DEGREES F,,
10/01/2002,18,FEET,56,DEGREES F,,
10/01/2002,21,FEET,56,DEGREES F,,
10/14/2002,0,FEET,48,DEGREES F,,
10/14/2002,3,FEET,48,DEGREES F,,
10/14/2002,6,FEET,48,DEGREES F,,
10/14/2002,9,FEET,48,DEGREES F,,
10/14/2002,12,FEET,48,DEGREES F,,
10/14/2002,15,FEET,48,DEGREES F,,
10/14/2002,18,FEET,48,DEGREES F,,
10/14/2002,21,FEET,48,DEGREES F,,
04/27/2003,0,FEET,47.3,DEGREES F,,
