Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Whitefish Lake,Douglas,2694000,NO,16,,163388,NW,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,03/04/1998,,,,,,,,,,,,,
1,04/21/1998,,,,1.08,,,,35,,,,,
1,06/10/1998,,,,1.85,,,,39,,,,,
1,07/09/1998,,,,0.8,5,,41,33,,,,,
1,08/12/1998,,,,1.01,,,,35,,,,,
1,03/03/1999,,,,,,,,,,,,,
1,04/14/1999,,,,0.53,,,,30,,,,,
08/15/2007,25,FEET,75.5,DEGREES F,10.3,MG/L
08/15/2007,30,FEET,73.9,DEGREES F,9.7,MG/L
08/15/2007,35,FEET,66.4,DEGREES F,6.5,MG/L
08/15/2007,40,FEET,63.1,DEGREES F,4.7,MG/L
08/15/2007,50,FEET,54.6,DEGREES F,3.7,MG/L
08/15/2007,55,FEET,54.5,DEGREES F,3.7,MG/L
05/21/2008,0,FEET,53.8,DEGREES F,,
05/21/2008,3,FEET,53.5,DEGREES F,,
05/21/2008,10,FEET,52.5,DEGREES F,,
05/21/2008,20,FEET,52.1,DEGREES F,,
05/21/2008,30,FEET,49.7,DEGREES F,,
05/21/2008,35,FEET,48.5,DEGREES F,,
05/21/2008,40,FEET,48,DEGREES F,,
05/21/2008,45,FEET,47.7,DEGREES F,,
05/21/2008,50,FEET,47.2,DEGREES F,,
05/21/2008,55,FEET,47.2,DEGREES F,,
06/23/2008,0,FEET,67.1,DEGREES F,8.7,MG/L
06/23/2008,3,FEET,66.7,DEGREES F,8.8,MG/L
06/23/2008,10,FEET,66.2,DEGREES F,8.7,MG/L
06/23/2008,20,FEET,63.5,DEGREES F,9.2,MG/L
06/23/2008,25,FEET,61.9,DEGREES F,9.2,MG/L
06/23/2008,30,FEET,60,DEGREES F,8.9,MG/L
06/23/2008,35,FEET,57.9,DEGREES F,7.5,MG/L
06/23/2008,40,FEET,55.6,DEGREES F,6,MG/L
06/23/2008,45,FEET,52.9,DEGREES F,2.8,MG/L
06/23/2008,50,FEET,52,DEGREES F,.1,MG/L
07/23/2008,0,FEET,73.6,DEGREES F,8.02,MG/L
07/23/2008,3,FEET,73.3,DEGREES F,8.08,MG/L
07/23/2008,10,FEET,71,DEGREES F,8.44,MG/L
07/23/2008,20,FEET,70.5,DEGREES F,8.65,MG/L
07/23/2008,25,FEET,70.1,DEGREES F,8.58,MG/L
07/23/2008,30,FEET,67.3,DEGREES F,8.83,MG/L
07/23/2008,35,FEET,60.6,DEGREES F,8.88,MG/L
07/23/2008,40,FEET,58,DEGREES F,5.02,MG/L
07/23/2008,45,FEET,55.8,DEGREES F,3.95,MG/L
07/23/2008,50,FEET,53.9,DEGREES F,3.36,MG/L
07/23/2008,55,FEET,53.4,DEGREES F,3.32,MG/L
07/23/2008,60,FEET,53.4,DEGREES F,3.18,MG/L
08/19/2008,0,FEET,74.5,DEGREES F,8.27,MG/L
08/19/2008,3,FEET,74.4,DEGREES F,8.26,MG/L
08/19/2008,10,FEET,74,DEGREES F,8.25,MG/L
08/19/2008,20,FEET,73.5,DEGREES F,8.19,MG/L
08/19/2008,25,FEET,73.3,DEGREES F,8.33,MG/L
08/19/2008,30,FEET,71.5,DEGREES F,7.83,MG/L
08/19/2008,35,FEET,63.2,DEGREES F,3.67,MG/L
08/19/2008,40,FEET,59.9,DEGREES F,1.57,MG/L
08/19/2008,45,FEET,55.8,DEGREES F,2.61,MG/L
08/19/2008,50,FEET,54.3,DEGREES F,1.96,MG/L
08/19/2008,55,FEET,53.7,DEGREES F,1.61,MG/L
05/11/2009,0,FEET,54.3,DEGREES F,10.25,MG/L
05/11/2009,3,FEET,54.1,DEGREES F,10,MG/L
05/11/2009,10,FEET,53.4,DEGREES F,10.34,MG/L
05/11/2009,20,FEET,53.2,DEGREES F,14.43,MG/L
05/11/2009,25,FEET,52.3,DEGREES F,15.41,MG/L
05/11/2009,30,FEET,51.9,DEGREES F,16.25,MG/L
05/11/2009,35,FEET,50,DEGREES F,16.39,MG/L
05/11/2009,40,FEET,49.6,DEGREES F,16.14,MG/L
05/11/2009,45,FEET,49.4,DEGREES F,15.79,MG/L
05/11/2009,50,FEET,49.3,DEGREES F,14.88,MG/L
05/11/2009,55,FEET,49.1,DEGREES F,7.77,MG/L
05/19/2010,0,FEET,64.9,DEGREES F,10.5,MG/L
05/19/2010,3,FEET,61.6,DEGREES F,10.28,MG/L
05/19/2010,10,FEET,55.7,DEGREES F,10.8,MG/L
05/19/2010,15,FEET,54.3,DEGREES F,10.84,MG/L
05/19/2010,20,FEET,53.5,DEGREES F,10.83,MG/L
05/19/2010,25,FEET,53.1,DEGREES F,10.76,MG/L
05/19/2010,30,FEET,52.9,DEGREES F,10.71,MG/L
05/19/2010,35,FEET,52.7,DEGREES F,10.45,MG/L
05/19/2010,40,FEET,52.6,DEGREES F,10.3,MG/L
05/19/2010,45,FEET,52.6,DEGREES F,10.26,MG/L
05/19/2010,50,FEET,52.3,DEGREES F,9.37,MG/L
05/19/2010,55,FEET,52.3,DEGREES F,9,MG/L
06/22/2010,0,FEET,72.1,DEGREES F,8.86,MG/L
06/22/2010,3,FEET,72.1,DEGREES F,8.82,MG/L
06/22/2010,10,FEET,69.9,DEGREES F,9.04,MG/L
06/22/2010,15,FEET,67.4,DEGREES F,9.24,MG/L
06/22/2010,20,FEET,67.3,DEGREES F,9.15,MG/L
06/22/2010,25,FEET,62.3,DEGREES F,10.5,MG/L
06/22/2010,30,FEET,56.8,DEGREES F,9.93,MG/L
06/22/2010,35,FEET,55.8,DEGREES F,7.89,MG/L
06/22/2010,40,FEET,55.3,DEGREES F,6.15,MG/L
06/22/2010,45,FEET,54.9,DEGREES F,4.52,MG/L
06/22/2010,50,FEET,54.3,DEGREES F,1,MG/L
08/02/2010,0,FEET,74.5,DEGREES F,7.56,MG/L
08/02/2010,3,FEET,74.5,DEGREES F,7.56,MG/L
08/02/2010,10,FEET,74.1,DEGREES F,7.59,MG/L
08/02/2010,15,FEET,72.9,DEGREES F,7.6,MG/L
08/02/2010,20,FEET,73.5,DEGREES F,7.57,MG/L
08/02/2010,25,FEET,73.5,DEGREES F,7.58,MG/L
08/02/2010,30,FEET,71.7,DEGREES F,7.86,MG/L
08/02/2010,35,FEET,61.5,DEGREES F,9.54,MG/L
08/02/2010,40,FEET,58.9,DEGREES F,4.85,MG/L
08/02/2010,45,FEET,55.7,DEGREES F,.16,MG/L
08/02/2010,50,FEET,54.9,DEGREES F,.13,MG/L
08/17/2010,0,FEET,74.5,DEGREES F,7.56,MG/L
08/17/2010,3,FEET,74.5,DEGREES F,7.56,MG/L
08/17/2010,10,FEET,74.1,DEGREES F,7.59,MG/L
08/17/2010,15,FEET,73.9,DEGREES F,7.6,MG/L
08/17/2010,20,FEET,73.5,DEGREES F,7.57,MG/L
08/17/2010,25,FEET,73.5,DEGREES F,7.58,MG/L
08/17/2010,30,FEET,71.7,DEGREES F,7.86,MG/L
08/17/2010,35,FEET,61.5,DEGREES F,9.54,MG/L
08/17/2010,40,FEET,61.5,DEGREES F,9.54,MG/L
08/17/2010,45,FEET,55.7,DEGREES F,.16,MG/L
08/17/2010,50,FEET,54.9,DEGREES F,.13,MG/L
07/18/2011,0,FEET,79.9,DEGREES F,7.38,MG/L
07/18/2011,3,FEET,79.2,DEGREES F,7.42,MG/L
07/18/2011,10,FEET,77.5,DEGREES F,7.66,MG/L
07/18/2011,15,FEET,75.2,DEGREES F,7.87,MG/L
07/18/2011,20,FEET,72.4,DEGREES F,8.58,MG/L
07/18/2011,25,FEET,65.7,DEGREES F,9.66,MG/L
07/18/2011,30,FEET,62.1,DEGREES F,9.9,MG/L
07/18/2011,35,FEET,57.9,DEGREES F,7.1,MG/L
07/18/2011,40,FEET,55.3,DEGREES F,2.56,MG/L
07/18/2011,50,FEET,52.8,DEGREES F,.18,MG/L
08/30/2011,0,FEET,74.2,DEGREES F,7.74,MG/L
08/30/2011,3,FEET,74.2,DEGREES F,7.75,MG/L
08/30/2011,10,FEET,74.1,DEGREES F,7.73,MG/L
08/30/2011,15,FEET,73.7,DEGREES F,7.68,MG/L
08/30/2011,20,FEET,73.5,DEGREES F,7.7,MG/L
08/30/2011,25,FEET,73.7,DEGREES F,7.61,MG/L
08/30/2011,30,FEET,69.1,DEGREES F,8.2,MG/L
08/30/2011,35,FEET,60.5,DEGREES F,4.22,MG/L
08/30/2011,40,FEET,57.3,DEGREES F,1,MG/L
08/30/2011,50,FEET,55,DEGREES F,.29,MG/L
06/26/2012,0,FEET,72.3,DEGREES F,7.95,MG/L
06/26/2012,3,FEET,72.3,DEGREES F,7.91,MG/L
06/26/2012,10,FEET,72,DEGREES F,7.9,MG/L
06/26/2012,20,FEET,70.4,DEGREES F,8.1,MG/L
06/26/2012,25,FEET,67,DEGREES F,8.52,MG/L
06/26/2012,30,FEET,65.2,DEGREES F,8.73,MG/L
06/26/2012,35,FEET,60.4,DEGREES F,8.6,MG/L
06/26/2012,40,FEET,55.5,DEGREES F,4.64,MG/L
06/26/2012,45,FEET,55.1,DEGREES F,4.16,MG/L
06/26/2012,50,FEET,53.7,DEGREES F,2.2,MG/L
08/29/2012,0,FEET,72.7,DEGREES F,7.9,MG/L
08/29/2012,3,FEET,72.4,DEGREES F,7.84,MG/L
08/29/2012,10,FEET,71.5,DEGREES F,7.88,MG/L
08/29/2012,20,FEET,71.5,DEGREES F,7.75,MG/L
08/29/2012,25,FEET,71.4,DEGREES F,7.7,MG/L
08/29/2012,30,FEET,70.7,DEGREES F,7.47,MG/L
08/29/2012,35,FEET,62.5,DEGREES F,3.45,MG/L
08/29/2012,40,FEET,58.4,DEGREES F,.38,MG/L
08/29/2012,45,FEET,55.3,DEGREES F,.18,MG/L
08/29/2012,50,FEET,54.4,DEGREES F,.15,MG/L
06/25/2013,0,FEET,73.4,DEGREES F,8.82,MG/L
06/25/2013,3,FEET,73.2,DEGREES F,8.83,MG/L
06/25/2013,10,FEET,69.7,DEGREES F,9.12,MG/L
06/25/2013,20,FEET,67.3,DEGREES F,10.15,MG/L
06/25/2013,25,FEET,55.8,DEGREES F,11.27,MG/L
06/25/2013,30,FEET,51.4,DEGREES F,11.07,MG/L
06/25/2013,35,FEET,49.4,DEGREES F,9.93,MG/L
06/25/2013,40,FEET,48.8,DEGREES F,8.66,MG/L
06/25/2013,45,FEET,48.4,DEGREES F,8.15,MG/L
06/25/2013,50,FEET,48,DEGREES F,6.65,MG/L
06/26/2013,0,FEET,72.2,DEGREES F,9,MG/L
06/26/2013,3,FEET,71.9,DEGREES F,8.97,MG/L
06/26/2013,10,FEET,69.2,DEGREES F,9.08,MG/L
06/26/2013,20,FEET,64.7,DEGREES F,9.64,MG/L
06/26/2013,25,FEET,58.8,DEGREES F,10.75,MG/L
06/26/2013,30,FEET,52.6,DEGREES F,11.64,MG/L
06/26/2013,35,FEET,50.7,DEGREES F,11.82,MG/L
06/26/2013,40,FEET,48.6,DEGREES F,11.61,MG/L
06/26/2013,50,FEET,44.8,DEGREES F,10.78,MG/L
06/26/2013,60,FEET,43.5,DEGREES F,9.87,MG/L
06/26/2013,80,FEET,42.7,DEGREES F,8.94,MG/L
06/26/2013,100,FEET,42.5,DEGREES F,.16,MG/L
06/09/2014,0,FEET,67.4,DEGREES F,9.28,MG/L
06/09/2014,3,FEET,67,DEGREES F,9.27,MG/L
06/09/2014,10,FEET,66.5,DEGREES F,9.27,MG/L
06/09/2014,20,FEET,54.4,DEGREES F,13.11,MG/L
06/09/2014,25,FEET,50.7,DEGREES F,13.75,MG/L
06/09/2014,30,FEET,47.8,DEGREES F,12.86,MG/L
06/09/2014,35,FEET,46.7,DEGREES F,10.55,MG/L
06/09/2014,40,FEET,46.3,DEGREES F,9.07,MG/L
06/09/2014,45,FEET,46.1,DEGREES F,9.66,MG/L
06/09/2014,50,FEET,45.8,DEGREES F,7.62,MG/L
06/09/2014,60,FEET,45.6,DEGREES F,5.1,MG/L
07/23/2014,0,FEET,74.3,DEGREES F,8.15,MG/L
07/23/2014,3,FEET,74.2,DEGREES F,8.15,MG/L
07/23/2014,10,FEET,74,DEGREES F,8.15,MG/L
07/23/2014,20,FEET,72.9,DEGREES F,8.2,MG/L
07/23/2014,25,FEET,68.9,DEGREES F,8.6,MG/L
07/23/2014,30,FEET,50.9,DEGREES F,8.93,MG/L
07/23/2014,35,FEET,48.8,DEGREES F,6.2,MG/L
07/23/2014,40,FEET,48.3,DEGREES F,5.54,MG/L
07/23/2014,45,FEET,47.8,DEGREES F,4.2,MG/L
07/23/2014,50,FEET,47.3,DEGREES F,1.8,MG/L
08/12/2015,0,FEET,74.5,DEGREES F,8.6,MG/L
08/12/2015,3,FEET,74.4,DEGREES F,8.32,MG/L
08/12/2015,10,FEET,74.4,DEGREES F,8.3,MG/L
08/12/2015,20,FEET,73.4,DEGREES F,8.22,MG/L
08/12/2015,25,FEET,73,DEGREES F,8.1,MG/L
08/12/2015,30,FEET,65.7,DEGREES F,9.8,MG/L
08/12/2015,35,FEET,52.3,DEGREES F,4.81,MG/L
08/12/2015,40,FEET,54.2,DEGREES F,.47,MG/L
08/12/2015,45,FEET,53.6,DEGREES F,.48,MG/L
08/12/2015,50,FEET,51.7,DEGREES F,.15,MG/L
05/18/2016,0,FEET,56.8,DEGREES F,11.28,MG/L
05/18/2016,3,FEET,54.7,DEGREES F,11.33,MG/L
05/18/2016,10,FEET,54,DEGREES F,11,MG/L
05/18/2016,20,FEET,52.6,DEGREES F,11.3,MG/L
05/18/2016,25,FEET,52,DEGREES F,11.17,MG/L
05/18/2016,30,FEET,51.7,DEGREES F,11,MG/L
05/18/2016,35,FEET,51,DEGREES F,10.39,MG/L
05/18/2016,40,FEET,50.5,DEGREES F,9.78,MG/L
05/18/2016,45,FEET,50.1,DEGREES F,9.19,MG/L
05/18/2016,50,FEET,49.5,DEGREES F,6.78,MG/L
05/18/2016,55,FEET,49.2,DEGREES F,4,MG/L
07/26/2016,0,FEET,79,DEGREES F,7.85,MG/L
07/26/2016,3,FEET,79,DEGREES F,7.69,MG/L
07/26/2016,10,FEET,78.5,DEGREES F,7.71,MG/L
07/26/2016,20,FEET,74.8,DEGREES F,8.2,MG/L
07/26/2016,25,FEET,73.2,DEGREES F,7.95,MG/L
07/26/2016,30,FEET,67.4,DEGREES F,8.08,MG/L
07/26/2016,35,FEET,58.3,DEGREES F,4.23,MG/L
07/26/2016,40,FEET,56,DEGREES F,2.05,MG/L
07/26/2016,45,FEET,54.9,DEGREES F,.57,MG/L
07/26/2016,50,FEET,53.8,DEGREES F,.19,MG/L
08/24/2016,0,FEET,74.3,DEGREES F,7.77,MG/L
08/24/2016,3,FEET,74.3,DEGREES F,7.7,MG/L
08/24/2016,10,FEET,74.3,DEGREES F,7.65,MG/L
08/24/2016,20,FEET,74.1,DEGREES F,7.54,MG/L
08/24/2016,25,FEET,73.9,DEGREES F,7.37,MG/L
08/24/2016,30,FEET,73.6,DEGREES F,7.19,MG/L
08/24/2016,35,FEET,61.2,DEGREES F,1.23,MG/L
08/24/2016,40,FEET,56.3,DEGREES F,.21,MG/L
08/24/2016,45,FEET,54.9,DEGREES F,.17,MG/L
08/24/2016,50,FEET,53.6,DEGREES F,.16,MG/L
08/24/2016,55,FEET,53.3,DEGREES F,.15,MG/L
07/31/2017,0,FEET,78.2,DEGREES F,,
07/31/2017,3,FEET,77.9,DEGREES F,,
07/31/2017,10,FEET,77.7,DEGREES F,,
07/31/2017,20,FEET,74.4,DEGREES F,,
07/31/2017,25,FEET,69.6,DEGREES F,,
07/31/2017,30,FEET,60.04,DEGREES F,,
07/31/2017,35,FEET,60.9,DEGREES F,,
07/31/2017,40,FEET,53.2,DEGREES F,,
07/31/2017,45,FEET,52,DEGREES F,,
07/31/2017,50,FEET,51.4,DEGREES F,,
07/31/2017,60,FEET,51.3,DEGREES F,,
08/16/2017,0,FEET,71.9,DEGREES F,8.46,MG/L
08/16/2017,3,FEET,72,DEGREES F,8.4,MG/L
08/16/2017,10,FEET,71.8,DEGREES F,8.43,MG/L
08/16/2017,20,FEET,71.6,DEGREES F,8.38,MG/L
08/16/2017,25,FEET,71.2,DEGREES F,8.3,MG/L
08/16/2017,30,FEET,63.4,DEGREES F,9.7,MG/L
08/16/2017,35,FEET,56.6,DEGREES F,4.63,MG/L
08/16/2017,40,FEET,53.9,DEGREES F,.13,MG/L
08/16/2017,45,FEET,52.8,DEGREES F,.07,MG/L
08/16/2017,50,FEET,51.4,DEGREES F,.05,MG/L
08/16/2017,60,FEET,51.6,DEGREES F,.05,MG/L



Start Date,Fieldwork Comment
04/14/1999,Partly cloudy. wind NW @ 5 mph. ice out 4-9-99. loons on lake.    
08/16/1999,TOP    
05/02/2000,End of rope.    
06/08/2000,TOP SAMPLE    
03/02/2001,TOP SAMPLE    
05/03/2001,TOP SAMPLE    
05/23/2001,Clear- sunny. Slight breeze. Heavy pine pollen.    
06/13/2001,TOP SAMPLE    
07/02/2001,Cloudy- windy- overcast.    
07/05/2001,Calm and sunny    
07/11/2001,Calm- overcast    
07/12/2001,TOP SAMPLE    
06/07/2002,Mirror smooth- cloudy- 6 loons- yellow pine pollen floating
on the surface.    
06/17/2002,Clear and windy.    
07/11/2002,7 inches of rain in three days.    
07/24/2002,Choppy + cloudy.  Algae in the water.    
05/27/2003,Choppy- sunny- pine pollen in water.    
08/04/2003,algae bloom in lake
    
08/12/2003,Algae bloom.    
10/10/2003,Bottom temp 55.0 F.  Bottom D.O. 7.2 mg/l.    
04/20/2005,WHITEFISH LAKE- NORTH SITE- NEAR GORDON WI    
06/15/2005,WHITEFISH LAKE- NORTH SITE- NEAR GORDON WI    
07/20/2005,WHITEFISH LAKE- NORTH SITE- NEAR GORDON WI    
08/17/2005,WHITEFISH LAKE- NORTH SITE- NEAR GORDON WI    
09/16/2005,WHITEFISH LAKE- NORTH SITE- NEAR GORDON WI    
04/25/2006,WHITEFISH LAKE- NORTH SITE- NEAR GORDON WI    
05/03/2006,Very windy day.
06/05/2006,WHITEFISH LAKE- NORTH SITE- NEAR GORDON WI    
07/05/2006,WHITEFISH LAKE- NORTH SITE- NEAR GORDON WI    
08/01/2006,WHITEFISH LAKE- NORTH SITE- NEAR GORDON WI    
08/26/2006,very cloudy and overcast + breezy
09/07/2006,WHITEFISH LAKE- NORTH SITE- NEAR GORDON WI    
10/17/2006,cloudy gray day
05/14/2007,windy + hazy
08/15/2007,hazy and choppy
05/21/2008,choppy water. clear sky
06/23/2008,cqlm qnd cler day
07/23/2008,choppy and clear
08/08/2008,choppy and clear
08/19/2008,clear and choppy
05/11/2009,Choppy and partly cloudy
05/19/2010,yellow pine pollen
06/22/2010,choppy
08/02/2010,overcast
 overcast
 
07/18/2011,Pine pollen and choppy water.    
08/30/2011,overcast and windy 
08/02/2012,clear and choppy
08/29/2012,Sunny
06/03/2013,pine pollen 
08/24/2016,overcast and cloudy
07/31/2017,calm and sunny  2 new baby loons clear and sunny clear and sunny with baby loons.  Joe and Laura McCormick assisted as well
08/16/2017,cloudy and windy




Start Date,Group Name,Project Name
03/04/1998,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
04/21/1998,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
06/10/1998,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
07/09/1998,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
08/12/1998,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
03/03/1999,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
04/14/1999,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
04/14/1999,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
05/14/1999,Audrey Pollari,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
05/26/1999,Audrey Pollari,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/02/1999,USGS,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
07/14/1999,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
07/14/1999,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/16/1999,USGS,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
03/03/2000,USGS,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
04/12/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
04/12/2000,USGS,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
05/02/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
05/04/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
05/26/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/07/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/08/2000,USGS,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
06/27/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/11/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/13/2000,USGS,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
07/22/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/10/2000,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
09/10/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
03/02/2001,USGS,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
05/03/2001,USGS,BIG SISSABAGAMA LAKE SHOREOWNERS ASSOC INC: Big Sissabagma Lake Water Quality Monitoring Check
05/03/2001,USGS,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
05/23/2001,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/07/2001,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/13/2001,USGS,ST. CROIX COUNTY: Perch Lake Land Management I-II
06/13/2001,USGS,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
07/02/2001,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/05/2001,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/11/2001,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/12/2001,USGS,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
07/18/2001,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/13/2001,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/14/2001,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
06/07/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/17/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/11/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/18/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/24/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/29/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/04/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/19/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/20/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
05/27/2003,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/09/2003,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/23/2003,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/28/2003,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/04/2003,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/12/2003,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/18/2003,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
09/09/2003,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
10/10/2003,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
05/25/2004,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/03/2004,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/15/2004,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/15/2004,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/20/2004,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/16/2004,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
09/07/2004,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
10/06/2004,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
04/20/2005,USGS,WHITEFISH LAKE CONSERVATION ORGANIZATION- IN: LMI-Whitefish Lake Diagnostic + Feasibility Study
05/10/2005,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
05/24/2005,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/15/2005,USGS,WHITEFISH LAKE CONSERVATION ORGANIZATION- IN: LMI-Whitefish Lake Diagnostic + Feasibility Study
06/20/2005,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/07/2005,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/13/2005,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/20/2005,USGS,WHITEFISH LAKE CONSERVATION ORGANIZATION- IN: LMI-Whitefish Lake Diagnostic + Feasibility Study
07/29/2005,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/01/2005,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/17/2005,USGS,WHITEFISH LAKE CONSERVATION ORGANIZATION- IN: LMI-Whitefish Lake Diagnostic + Feasibility Study
08/23/2005,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
09/16/2005,USGS,WHITEFISH LAKE CONSERVATION ORGANIZATION- IN: LMI-Whitefish Lake Diagnostic + Feasibility Study
04/25/2006,Data Collectors,WHITEFISH LAKE CONSERVATION ORGANIZATION- IN: LMI-Whitefish Lake Diagnostic + Feasibility Study
05/03/2006,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
