Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Amik Lake,Vilas,2268600,NO,64,,643220,NE,DRAINAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,07/13/1984,4.3,,1.3,15,,56,,55,,,,,
1,10/10/1985,3,,0.9,,23,62,52,,,,,,
8188672,07/16/2007,7.75,NO,2.4,,,48,,,LOW,8.5,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,07/24/2007,8,NO,2.4,,,47,,,LOW,8.5,CLEAR,BROWN,1-Beautiful, could not be nicer
8188672,08/01/2007,8.5,YES,2.6,,,46,,,LOW,8.5,CLEAR,BROWN,1-Beautiful, could not be nicer
8188672,08/09/2007,8.5,YES,2.6,,,46,,,LOW,8.5,CLEAR,BROWN,1-Beautiful, could not be nicer
8188672,08/17/2007,8.5,YES,2.6,,,46,,,LOW,8.5,CLEAR,BROWN,1-Beautiful, could not be nicer
8188672,09/02/2007,8.5,YES,2.6,,,46,,,LOW,8.5,CLEAR,BROWN,1-Beautiful, could not be nicer
18897665,09/10/2007,7.5,YES,2.3,4.05,20,48,51,45,LOW,,CLEAR,BROWN,3-Enjoyment somewhat impaired (algae)
8188672,09/18/2007,8.5,YES,2.6,,,46,,,LOW,8.5,CLEAR,BROWN,1-Beautiful, could not be nicer
8188672,10/18/2007,7.5,NO,2.3,,,48,,,NORMAL,9.5,CLEAR,BROWN,1-Beautiful, could not be nicer
18897665,05/27/2008,4.5,NO,1.4,,36,55,56,,HIGH,,CLEAR,BROWN,1-Beautiful, could not be nicer
8188672,05/31/2008,3.5,NO,1.1,,,59,,,NORMAL,9.75,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,06/08/2008,3.5,NO,1.1,,,59,,,NORMAL,9.75,MURKY,BROWN,2-Very minor aesthetic problems
8188672,06/16/2008,3.75,NO,1.1,,,58,,,NORMAL,9.5,CLEAR,BROWN,2-Very minor aesthetic problems
18897665,06/23/2008,2.9,NO,0.9,27,43,62,57,60,HIGH,,CLEAR,BROWN,1-Beautiful, could not be nicer
8188672,06/24/2008,3.75,NO,1.1,,,58,,,NORMAL,9.5,MURKY,BROWN,2-Very minor aesthetic problems
8188672,07/02/2008,3.75,NO,1.1,,,58,,,NORMAL,9.5,MURKY,BROWN,2-Very minor aesthetic problems
8188672,07/10/2008,3.75,NO,1.1,,,58,,,LOW,9,MURKY,BROWN,2-Very minor aesthetic problems
8191335,07/21/2008,,,,6.11,61,,60,48,,,,,
18897665,07/21/2008,3.3,NO,1,,,60,,,NORMAL,,CLEAR,BROWN,1-Beautiful, could not be nicer
8188672,07/22/2008,3.75,NO,1.1,,,58,,,LOW,9,MURKY,BROWN,2-Very minor aesthetic problems
8188672,07/26/2008,3,NO,0.9,,,61,,,LOW,9,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8188672,08/03/2008,3.25,NO,1,,,60,,,LOW,8.75,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8188672,08/11/2008,3.75,NO,1.1,,,58,,,LOW,8.75,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8188672,08/19/2008,4,NO,1.2,,,57,,,LOW,8.75,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
18897665,08/25/2008,4.25,NO,1.3,10.6,40,56,57,53,LOW,,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,08/27/2008,4.75,NO,1.4,,,55,,,LOW,8.75,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8188672,09/04/2008,5,NO,1.5,,,54,,,LOW,8.5,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8188672,09/12/2008,5.75,NO,1.7,,,52,,,LOW,8.5,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8188672,09/25/2008,6.25,NO,1.9,,,51,,,LOW,8.25,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,10/04/2008,7.5,NO,2.3,,,48,,,LOW,8.75,MURKY,BROWN,2-Very minor aesthetic problems
8189430,05/11/2009,6.125,NO,1.9,,,51,,,NORMAL,,CLEAR,BROWN,1-Beautiful, could not be nicer
8191335,05/11/2009,,,,,29,,54,,,,,,
8188672,05/26/2009,7.5,NO,2.3,,,48,,,NORMAL,,MURKY,BROWN,2-Very minor aesthetic problems
8189430,06/22/2009,6.6,NO,2,,,50,,,LOW,,CLEAR,BROWN,2-Very minor aesthetic problems
18897665,06/22/2009,,,,4.48,19,,51,46,,,,,
8188672,06/28/2009,6.5,NO,2,,,50,,,LOW,,MURKY,BROWN,2-Very minor aesthetic problems
8188672,07/05/2009,7.5,NO,2.3,,,48,,,LOW,9,MURKY,BROWN,2-Very minor aesthetic problems
8188672,07/13/2009,7.5,NO,2.3,,,48,,,LOW,9,MURKY,BROWN,2-Very minor aesthetic problems
8188672,07/21/2009,7,NO,2.1,,,49,,,LOW,,MURKY,BROWN,2-Very minor aesthetic problems
8189430,07/21/2009,8,YES,2.4,,,47,,,LOW,,CLEAR,BROWN,2-Very minor aesthetic problems
18897665,07/21/2009,,,,2.64,21,,52,42,,,,,
8188672,07/28/2009,7.5,NO,2.3,,,48,,,LOW,,MURKY,BROWN,2-Very minor aesthetic problems
8188672,08/06/2009,8,NO,2.4,,,47,,,LOW,8.5,CLEAR,BROWN,1-Beautiful, could not be nicer
8188672,08/14/2009,8,NO,2.4,,,47,,,LOW,8.5,CLEAR,BROWN,1-Beautiful, could not be nicer
8188672,08/22/2009,8.5,YES,2.6,,,46,,,LOW,8.5,CLEAR,BROWN,1-Beautiful, could not be nicer
8189430,08/24/2009,6.75,NO,2.1,2.16,22,50,52,41,LOW,,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,09/07/2009,9,YES,2.7,,,45,,,LOW,9.0,MURKY,BROWN,1-Beautiful, could not be nicer
8188672,09/15/2009,8.75,YES,2.7,,,46,,,LOW,8.75,CLEAR,BROWN,1-Beautiful, could not be nicer
8188672,09/23/2009,9,YES,2.7,,,45,,,LOW,9.0,CLEAR,BROWN,1-Beautiful, could not be nicer
8189430,05/17/2010,7,NO,2.1,,19,49,51,,LOW,,CLEAR,BROWN,1-Beautiful, could not be nicer
8188672,05/29/2010,8.5,YES,2.6,,,46,,,LOW,8.5,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,06/06/2010,8,NO,2.4,,,47,,,LOW,8.5,MURKY,BROWN,2-Very minor aesthetic problems
8188672,06/22/2010,6.5,NO,2,,,50,,,NORMAL,9.5,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8189430,06/25/2010,4.75,NO,1.4,5.66,27,55,54,48,HIGH,,CLEAR,BROWN,1-Beautiful, could not be nicer
8188672,06/30/2010,6,NO,1.8,,,51,,,HIGH,10.2,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8188672,07/08/2010,6.5,NO,2,,,50,,,NORMAL,9.5,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8188672,07/16/2010,4.25,NO,1.3,,,56,,,HIGH,10.25,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8188672,07/24/2010,4,NO,1.2,,,57,,,HIGH,10.0,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8189430,07/28/2010,3.6,NO,1.1,3.54,41,59,57,44,HIGH,,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,08/06/2010,2.5,NO,0.8,,,64,,,NORMAL,9.0,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8188672,08/17/2010,2.5,NO,0.8,,,64,,,HIGH,10.0,MURKY,BROWN,4-Would not swim but boating OK (algae)
8188672,08/25/2010,2,NO,0.6,,,67,,,HIGH,10.0,MURKY,BROWN,4-Would not swim but boating OK (algae)
8188672,09/02/2010,1.5,NO,0.5,,,71,,,HIGH,10.2,MURKY,BROWN,4-Would not swim but boating OK (algae)
8189430,09/04/2010,2,NO,0.6,45.9,58,67,60,64,HIGH,,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,09/10/2010,1.5,NO,0.5,,,71,,,HIGH,10.0,MURKY,BROWN,4-Would not swim but boating OK (algae)
8188672,10/09/2010,1.5,NO,0.5,,,71,,,HIGH,10.2,MURKY,BROWN,4-Would not swim but boating OK (algae)
8188672,06/03/2011,2.75,NO,0.8,,,63,,,NORMAL,9.0,MURKY,BROWN,2-Very minor aesthetic problems
8188672,06/09/2011,3.25,NO,1,,,60,,,NORMAL,9.0,MURKY,BROWN,2-Very minor aesthetic problems
8188672,06/17/2011,2.75,NO,0.8,,,63,,,NORMAL,9.5,MURKY,BROWN,2-Very minor aesthetic problems
8188672,06/25/2011,3.75,NO,1.1,,,58,,,NORMAL,9.5,MURKY,BROWN,2-Very minor aesthetic problems
8188672,07/03/2011,3.75,NO,1.1,,,58,,,NORMAL,9.0,MURKY,BROWN,2-Very minor aesthetic problems
8188672,07/11/2011,3.75,NO,1.1,,,58,,,NORMAL,9.25,MURKY,BROWN,2-Very minor aesthetic problems
8188672,07/19/2011,2.75,NO,0.8,,,63,,,NORMAL,8.75,MURKY,BROWN,2-Very minor aesthetic problems
8188672,07/27/2011,3.75,NO,1.1,,,58,,,NORMAL,9.25,MURKY,BROWN,2-Very minor aesthetic problems
8191335,08/01/2011,,,,13.6,44,,57,55,,,,,
8188672,08/04/2011,3.5,NO,1.1,,,59,,,NORMAL,9.0,MURKY,BROWN,2-Very minor aesthetic problems
8188672,08/12/2011,3.25,NO,1,,,60,,,NORMAL,8.75,MURKY,BROWN,2-Very minor aesthetic problems
8188672,08/20/2011,3.5,NO,1.1,,,59,,,NORMAL,8.75,MURKY,BROWN,2-Very minor aesthetic problems
8188672,08/28/2011,3.75,NO,1.1,,,58,,,NORMAL,9.0,MURKY,BROWN,2-Very minor aesthetic problems
8188672,09/05/2011,4,NO,1.2,,,57,,,LOW,9.5,MURKY,BROWN,2-Very minor aesthetic problems
8188672,09/13/2011,4,NO,1.2,,,57,,,LOW,8.5,MURKY,BROWN,2-Very minor aesthetic problems
8188672,09/29/2011,4.75,NO,1.4,,,55,,,LOW,8.5,MURKY,BROWN,2-Very minor aesthetic problems
8189432,05/22/2012,,,,,26,,53,,,,,,
8188672,05/26/2012,4.5,NO,1.4,,,55,,,NORMAL,9,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,06/03/2012,4.75,NO,1.4,,,55,,,NORMAL,9,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,06/19/2012,4.75,NO,1.4,,,55,,,NORMAL,9,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,06/27/2012,5.25,NO,1.6,,,53,,,LOW,9.25,CLEAR,BROWN,2-Very minor aesthetic problems
8189432,07/02/2012,,,,6.68,39,,57,49,,,,,
8188672,07/05/2012,4.5,NO,1.4,,,55,,,NORMAL,9.5,MURKY,BROWN,2-Very minor aesthetic problems
8188672,07/13/2012,4.75,NO,1.4,,,55,,,NORMAL,8.75,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,07/21/2012,4.5,NO,1.4,,,55,,,NORMAL,9.25,CLEAR,,2-Very minor aesthetic problems
8189432,07/24/2012,,,,14.8,32,,55,55,,,,,
8188672,07/29/2012,4.5,NO,1.4,,,55,,,NORMAL,9.0,MURKY,BROWN,2-Very minor aesthetic problems
8188672,08/06/2012,4.75,NO,1.4,,,55,,,LOW,9.0,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,08/22/2012,6.5,NO,2,,,50,,,LOW,8.75,MURKY,BROWN,2-Very minor aesthetic problems
8189432,08/27/2012,,,,6.38,22,,52,49,,,,,
8188672,08/30/2012,5,NO,1.5,,,54,,,LOW,8.5,MURKY,BROWN,2-Very minor aesthetic problems
8188672,09/10/2012,6.25,NO,1.9,,,51,,,NORMAL,9.0,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,09/23/2012,7.75,NO,2.4,,,48,,,LOW,9.5 today,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,09/30/2012,7.5,NO,2.3,,,48,,,LOW,9.25,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,10/01/2012,7.5,NO,2.3,,,48,,,LOW,9.25,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,05/13/2013,4,NO,1.2,,,57,,,HIGH,10.5,MURKY,BROWN,2-Very minor aesthetic problems
8188672,05/29/2013,3.25,NO,1,,,60,,,HIGH,9.5,MURKY,BROWN,2-Very minor aesthetic problems
8188672,06/06/2013,3,NO,0.9,,,61,,,HIGH,,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8188672,06/14/2013,2.75,NO,0.8,,,63,,,NORMAL,9.5,MURKY,BROWN,2-Very minor aesthetic problems
8189432,06/19/2013,3.25,NO,1,,,60,,,HIGH,,CLEAR,BROWN,1-Beautiful, could not be nicer
8188672,06/22/2013,3,NO,0.9,,,61,,,NORMAL,10.0,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,06/30/2013,3,NO,0.9,,,61,,,NORMAL,10.0,CLEAR,BROWN,2-Very minor aesthetic problems
8189432,07/01/2013,,,,15,,,,55,,,,,
8188672,07/08/2013,2.75,NO,0.8,,,63,,,NORMAL,9.5,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,07/16/2013,2.5,NO,0.8,,,64,,,NORMAL,9.0,CLEAR,BROWN,2-Very minor aesthetic problems
8189432,07/16/2013,2.6,NO,0.8,28.4,48.8,63,58,60,NORMAL,,CLEAR,BROWN,1-Beautiful, could not be nicer
8188672,07/24/2013,2.75,NO,0.8,,,63,,,LOW,8.75,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8188672,08/01/2013,2.5,NO,0.8,,,64,,,LOW,8.25,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,08/09/2013,3,NO,0.9,,,61,,,LOW,8.5,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,08/17/2013,4.25,NO,1.3,,,56,,,LOW,8.5,CLEAR,BROWN,3-Enjoyment somewhat impaired (algae)
8189432,08/19/2013,2,NO,0.6,,,67,,,NORMAL,,MURKY,BROWN,2-Very minor aesthetic problems
8188672,09/02/2013,3.75,NO,1.1,,,58,,,LOW,8.5,CLEAR,BROWN,2-Very minor aesthetic problems
8188672,09/19/2013,3.5,NO,1.1,,,59,,,NORMAL,9.0,CLEAR,BROWN,2-Very minor aesthetic problems
99925272,06/09/2014,2.5,NO,0.8,,,64,,,HIGH,9.4,MURKY,BROWN,2-Very minor aesthetic problems
8189432,06/11/2014,,,,,39.1,,57,,,,,,
8189432,06/14/2014,2.5,NO,0.8,,,64,,,HIGH,,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,06/17/2014,3,NO,0.9,,,61,,,HIGH,9.2,CLEAR,BROWN,2-Very minor aesthetic problems
99925272,06/25/2014,2.5,NO,0.8,,,64,,,HIGH,9.2,MURKY,BROWN,2-Very minor aesthetic problems
8189432,07/01/2014,2,NO,0.6,12.1,49.1,67,58,54,NORMAL,,CLEAR,BROWN,2-Very minor aesthetic problems
99925272,07/03/2014,2.5,NO,0.8,,,64,,,HIGH,9.0,MURKY,BROWN,2-Very minor aesthetic problems
99925272,07/11/2014,2.5,NO,0.8,,,64,,,HIGH,9.0,MURKY,BROWN,2-Very minor aesthetic problems
99925272,07/19/2014,2.5,NO,0.8,,,64,,,NORMAL,9.0,MURKY,BROWN,2-Very minor aesthetic problems
8189432,07/21/2014,1.5,NO,0.5,14.6,41.4,71,57,55,LOW,,CLEAR,BROWN,2-Very minor aesthetic problems
99925272,07/28/2014,2.5,NO,0.8,,,64,,,NORMAL,8.6,CLEAR,BROWN,2-Very minor aesthetic problems
99925272,08/04/2014,3,NO,0.9,,,61,,,NORMAL,8.4,CLEAR,BROWN,2-Very minor aesthetic problems
99925272,08/12/2014,2.8,NO,0.9,,,62,,,NORMAL,8.4,CLEAR,BROWN,2-Very minor aesthetic problems
99925272,08/20/2014,2.8,NO,0.9,,,62,,,LOW,8.0,CLEAR,BROWN,2-Very minor aesthetic problems
8189432,08/25/2014,2,NO,0.6,31.4,45.8,67,58,61,LOW,,CLEAR,BROWN,2-Very minor aesthetic problems
8189432,09/04/2014,2.8,NO,0.9,,,62,,,NORMAL,8.0,MURKY,BROWN,2-Very minor aesthetic problems
8189432,09/13/2014,2.2,NO,0.7,,,66,,,HIGH,9.0,MURKY,BROWN,2-Very minor aesthetic problems
99925272,09/22/2014,2.5,NO,0.8,,,64,,,HIGH,8.6,MURKY,BROWN,2-Very minor aesthetic problems
116112651,04/30/2015,2.5, ,0.8,,33.6,64,55,,NORMAL,,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,05/19/2015,1.8,NO,0.5,,,69,,,LOW,7.8,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,05/27/2015,3.2,NO,1,,,60,,,NORMAL,8.2,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,06/04/2015,3.5,NO,1.1,,,59,,,NORMAL,8.2,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,06/20/2015,3.2,NO,1,,,60,,,NORMAL,8.5,CLEAR,BROWN,1-Beautiful, could not be nicer
116112651,06/23/2015,2,NO,0.6,15.8,47.2,67,58,56,NORMAL,,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,06/28/2015,2.5,NO,0.8,,,64,,,NORMAL,8.3,CLEAR,BROWN,2-Very minor aesthetic problems
99925272,07/06/2015,3.7,NO,1.1,,,58,,,HIGH,9.0,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,07/14/2015,2.2,NO,0.7,,,66,,,NORMAL,8.2,MURKY,BROWN,2-Very minor aesthetic problems
99925272,07/22/2015,2,NO,0.6,,,67,,,NORMAL,8.0,MURKY,BROWN,2-Very minor aesthetic problems
116112651,07/22/2015,2.25,NO,0.7,27.7,54.8,65,59,60,NORMAL,,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,07/30/2015,2.1,NO,0.6,,,66,,,NORMAL,8.0,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
99925272,08/07/2015,2,NO,0.6,,,67,,,NORMAL,7.8,MURKY,BROWN,2-Very minor aesthetic problems
99925272,08/15/2015,2.5,NO,0.8,,,64,,,NORMAL,8.1,MURKY,BROWN,2-Very minor aesthetic problems
99925272,08/23/2015,2.7,NO,0.8,,,63,,,NORMAL,8.0,MURKY,BROWN,2-Very minor aesthetic problems
116112651,08/25/2015,2.75,NO,0.8,28.4,55.9,63,59,60,NORMAL,,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,08/31/2015,2.5,NO,0.8,,,64,,,NORMAL,8.0,MURKY,BROWN,2-Very minor aesthetic problems
99925272,09/08/2015,2.7,NO,0.8,,,63,,,NORMAL,8.0,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,09/16/2015,2.5,NO,0.8,,,64,,,NORMAL,7.8,CLEAR,BROWN,2-Very minor aesthetic problems
99925272,09/24/2015,2.7,NO,0.8,,,63,,,NORMAL,7.5,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,10/02/2015,3,NO,0.9,,,61,,,NORMAL,7.3,CLEAR,BROWN,1-Beautiful, could not be nicer
116112651,04/19/2016,3,NO,0.9,,31.3,61,55,,HIGH,,CLEAR,BROWN,2-Very minor aesthetic problems
99925272,05/13/2016,3.5,NO,1.1,,,59,,,HIGH,9.0,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,05/21/2016,4,NO,1.2,,,57,,,HIGH,8.5,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,05/29/2016,4.8,NO,1.5,,,55,,,HIGH,9.0,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,06/06/2016,3.5,NO,1.1,,,59,,,HIGH,9.0,CLEAR,BROWN,2-Very minor aesthetic problems
99925272,06/14/2016,2.8,NO,0.9,,,62,,,HIGH,9.0,CLEAR,BROWN,2-Very minor aesthetic problems
99925272,06/22/2016,2.8,NO,0.9,,,62,,,HIGH,9.0,CLEAR,BROWN,2-Very minor aesthetic problems
116112651,06/29/2016,1.75,NO,0.5,12.9,49.2,69,58,54,HIGH,,MURKY,BROWN,2-Very minor aesthetic problems
99925272,06/30/2016,2.5,NO,0.8,,,64,,,HIGH,9.0,CLEAR,BROWN,2-Very minor aesthetic problems
99925272,07/08/2016,2.2,NO,0.7,,,66,,,HIGH,8.7,CLEAR,BROWN,2-Very minor aesthetic problems
99925272,07/16/2016,2.5,NO,0.8,,,64,,,HIGH,9.0,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
99925272,07/24/2016,2.5,NO,0.8,,,64,,,HIGH,8.6,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
116112651,07/25/2016,2.5,NO,0.8,22.5,49.1,64,58,58,NORMAL,,CLEAR,BROWN,2-Very minor aesthetic problems
99925272,08/01/2016,2.5,NO,0.8,,,64,,,HIGH,9.0,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
99925272,08/09/2016,2.3,NO,0.7,,,65,,,NORMAL,8.4,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
99925272,08/17/2016,2.1,NO,0.6,,,66,,,HIGH,8.5,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
116112651,08/17/2016,2,NO,0.6,38.8,55.1,67,59,62,NORMAL,,MURKY,BROWN,2-Very minor aesthetic problems
99925272,08/29/2016,2.2,NO,0.7,,,66,,,HIGH,8.7,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
99925272,09/02/2016,2.6,NO,0.8,,,63,,,HIGH,8.5,MURKY,BROWN,2-Very minor aesthetic problems
116112651,04/19/2017,3.5,NO,1.1,,37.4,59,56,,HIGH,,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,05/24/2017,2.9,NO,0.9,,,62,,,HIGH,9.9,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,06/01/2017,2.9,NO,0.9,,,62,,,HIGH,9.3,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,06/09/2017,2.9,NO,0.9,,,62,,,HIGH,9.0,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,06/17/2017,2.9,NO,0.9,,,62,,,HIGH,9.7,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,06/25/2017,2.5,NO,0.8,,,64,,,HIGH,9.3,CLEAR,BROWN,1-Beautiful, could not be nicer
116112651,06/27/2017,2.5,NO,0.8,11.8,46.9,64,58,53,HIGH,,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,07/03/2017,2.4,NO,0.7,,,65,,,HIGH,9.0,CLEAR,BROWN,2-Very minor aesthetic problems
99925272,07/11/2017,2.2,NO,0.7,,,66,,,NORMAL,8.8,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
99925272,07/19/2017,2,NO,0.6,,,67,,,NORMAL,8.5,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
116112651,07/25/2017,2.25,NO,0.7,5.98,57.8,65,60,48,LOW,,CLEAR,BROWN,1-Beautiful, could not be nicer
99925272,07/27/2017,2,NO,0.6,,,67,,,NORMAL,8.5,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
99925272,08/04/2017,2,NO,0.6,,,67,,,NORMAL,8.2,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
99925272,08/12/2017,2,NO,0.6,,,67,,,NORMAL,8.2,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
99925272,08/20/2017,2.5,NO,0.8,,,64,,,NORMAL,8.2,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
116112651,08/21/2017,2.5,NO,0.8,5.26,49.7,64,58,47,LOW,,CLEAR,BROWN,2-Very minor aesthetic problems
99925272,08/28/2017,2.9,NO,0.9,,,62,,,NORMAL,8.4,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
99925272,09/05/2017,3.2,NO,1,,,60,,,HIGH,8.8,CLEAR,BROWN,2-Very minor aesthetic problems
99925272,09/13/2017,3.2,NO,1,,,60,,,NORMAL,8.5,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
99925272,09/21/2017,3.2,NO,1,,,60,,,HIGH,8.8,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)



Start Date,Depth,Depth Units,Temperature,Temperature Units,Dissolved Oxygen,Dissolved Oxygen Units
10/10/1985,,,6,C,8.8,MG/L
05/16/2000,0,FEET,60,DEGREES F,9,MG/L
05/16/2000,3,FEET,60,DEGREES F,9,MG/L
05/16/2000,6,FEET,59,DEGREES F,9,MG/L
05/16/2000,8,FEET,57,DEGREES F,9,MG/L
06/12/2000,0,FEET,72,DEGREES F,,
06/12/2000,3,FEET,70,DEGREES F,,
06/12/2000,6,FEET,68,DEGREES F,,
06/12/2000,8,FEET,66,DEGREES F,,
07/17/2000,0,FEET,76,DEGREES F,8,MG/L
07/17/2000,3,FEET,76,DEGREES F,8,MG/L
07/17/2000,6,FEET,75,DEGREES F,8,MG/L
08/21/2000,0,FEET,68,DEGREES F,6,MG/L
08/21/2000,3,FEET,68,DEGREES F,6,MG/L
08/21/2000,6,FEET,66,DEGREES F,5,MG/L
10/09/2000,0,FEET,45,DEGREES F,10,MG/L
10/09/2000,3,FEET,45,DEGREES F,10,MG/L
10/09/2000,6,FEET,44,DEGREES F,10,MG/L
10/09/2000,8,FEET,44,DEGREES F,10,MG/L
05/30/2001,0,FEET,65,DEGREES F,,
05/30/2001,3,FEET,61,DEGREES F,,
05/30/2001,6,FEET,60,DEGREES F,,
05/30/2001,8,FEET,59,DEGREES F,,
06/25/2001,0,FEET,,,7,MG/L
06/25/2001,3,FEET,73,DEGREES F,7,MG/L
06/25/2001,6,FEET,72,DEGREES F,7,MG/L
06/25/2001,8,FEET,67,DEGREES F,7,MG/L
07/11/2001,0,FEET,75,DEGREES F,7,MG/L
07/11/2001,3,FEET,75,DEGREES F,7,MG/L
07/11/2001,6,FEET,71,DEGREES F,4,MG/L
07/11/2001,8,FEET,66,DEGREES F,,
08/20/2001,0,FEET,71,DEGREES F,7,MG/L
08/20/2001,3,FEET,69,DEGREES F,7,MG/L
08/20/2001,6,FEET,68,DEGREES F,6,MG/L
08/20/2001,8,FEET,67,DEGREES F,6,MG/L
09/18/2001,0,FEET,62,DEGREES F,7,MG/L
09/18/2001,3,FEET,62,DEGREES F,7,MG/L
09/18/2001,6,FEET,62,DEGREES F,6,MG/L
05/27/2002,0,FEET,59,DEGREES F,8,MG/L
05/27/2002,3,FEET,57,DEGREES F,8,MG/L
05/27/2002,6,FEET,57,DEGREES F,8,MG/L
06/07/2002,0,FEET,65,DEGREES F,,
06/07/2002,1,FEET,64,DEGREES F,,
06/07/2002,2,FEET,64,DEGREES F,,
06/07/2002,3,FEET,64,DEGREES F,,
06/07/2002,4,FEET,64,DEGREES F,,
06/07/2002,5,FEET,64,DEGREES F,,
06/07/2002,6,FEET,64,DEGREES F,,
06/07/2002,7,FEET,64,DEGREES F,,
06/07/2002,8,FEET,63,DEGREES F,,
06/15/2002,0,FEET,65,DEGREES F,,
06/15/2002,1,FEET,65,DEGREES F,,
06/15/2002,2,FEET,65,DEGREES F,,
06/15/2002,3,FEET,65,DEGREES F,,
06/15/2002,4,FEET,65,DEGREES F,,
06/15/2002,5,FEET,65,DEGREES F,,
06/15/2002,6,FEET,65,DEGREES F,,
06/15/2002,7,FEET,65,DEGREES F,,
06/15/2002,8,FEET,64,DEGREES F,,
06/25/2002,0,FEET,76,DEGREES F,,
06/25/2002,1,FEET,76,DEGREES F,,
06/25/2002,2,FEET,76,DEGREES F,,
06/25/2002,3,FEET,76,DEGREES F,,
06/25/2002,4,FEET,76,DEGREES F,,
