Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Hills Lake,Waushara,182100,NE,70,,703097,CE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8190653,05/10/1987,16,NO,4.9,,,37,,,,,CLEAR,BLUE,
8190653,05/24/1987,15.5,NO,4.7,,,38,,,,,CLEAR,BLUE,
8190653,07/01/1987,12,NO,3.6,,,41,,,,,,GREEN,
8190653,07/31/1987,12,NO,3.6,,,41,,,,,,GREEN,
8190653,08/11/1987,8.5,NO,2.6,,,46,,,,,,GREEN,
8190653,09/06/1987,9,NO,2.7,,,45,,,,,,GREEN,
8190653,09/26/1987,9,NO,2.7,,,45,,,,,,GREEN,
8190653,11/14/1987,14.5,NO,4.4,,,39,,,,,CLEAR,BLUE,
8190653,05/15/1988,14.75,NO,4.5,,,38,,,,,CLEAR,BLUE,
8190653,05/30/1988,17,NO,5.2,,,36,,,,,CLEAR,BLUE,
8190653,07/17/1988,12.5,NO,3.8,,,41,,,,,,GREEN,2-Very minor aesthetic problems
8190653,07/31/1988,12.25,NO,3.7,,,41,,,,,,GREEN,2-Very minor aesthetic problems
8190653,08/07/1988,9.25,NO,2.8,,,45,,,LOW,,,GREEN,2-Very minor aesthetic problems
8190653,08/14/1988,9,NO,2.7,,,45,,,LOW,,,GREEN,2-Very minor aesthetic problems
8190653,10/15/1988,12.75,NO,3.9,,,40,,,LOW,,,GREEN,2-Very minor aesthetic problems
8190653,05/14/1989,14.5,NO,4.4,,,39,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8190653,06/17/1989,14,NO,4.3,,,39,,,LOW,,,GREEN,
8190653,07/16/1989,12,NO,3.6,,,41,,,LOW,,,GREEN,2-Very minor aesthetic problems
8190653,07/29/1989,15.5,NO,4.7,,,38,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8190653,08/05/1989,15.25,NO,4.6,,,38,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8190653,10/23/1989,17.75,YES,5.4,,,36,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8190653,05/28/1990,15.5,NO,4.7,,,38,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8190653,07/08/1990,12.75,NO,3.9,,,40,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8190653,07/25/1990,13.75,NO,4.2,,,39,,,LOW,,,SLIGHT GREEN,2-Very minor aesthetic problems
8190653,08/12/1990,13,NO,4,,,40,,,LOW,,,SLT. GREEN,2-Very minor aesthetic problems
8190653,06/20/2015,13.25, ,4,,,40,,,NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
8190653,07/25/2015,16, ,4.9,,,37,,,NORMAL,8.8,,BLUE,1-Beautiful, could not be nicer
8190653,08/06/2015,10.75,NO,3.3,,,43,,,NORMAL,8.95,CLEAR,GREEN,2-Very minor aesthetic problems
8190653,08/15/2015,12.75, ,3.9,,,40,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190653,09/04/2015,15, ,4.6,,,38,,,NORMAL,9.15,CLEAR,BLUE,1-Beautiful, could not be nicer
8190653,09/24/2015,13.75,NO,4.2,,,39,,,,8.85,CLEAR,BLUE,1-Beautiful, could not be nicer
8190653,10/25/2015,18,YES,5.5,,,35,,,NORMAL,8.6,CLEAR,BLUE,1-Beautiful, could not be nicer
8190653,05/13/2016,19.5,YES,5.9,,,34,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190653,06/18/2016,18.5,NO,5.6,,,35,,,NORMAL,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190653,07/06/2016,8,NO,2.4,,,47,,,NORMAL,,MURKY,GREEN,2-Very minor aesthetic problems
8190653,08/07/2016,8.75,NO,2.7,,,46,,,NORMAL,,MURKY,BROWN,2-Very minor aesthetic problems
8190653,08/29/2016,8.25,NO,2.5,,,47,,,NORMAL,,MURKY,BROWN,2-Very minor aesthetic problems
8190653,09/11/2016,7.5,NO,2.3,,,48,,,NORMAL,,MURKY,BROWN,2-Very minor aesthetic problems
8190653,05/21/2017,15.5,NO,4.7,,,38,,,HIGH,,CLEAR,BLUE,1-Beautiful, could not be nicer
8190653,06/17/2017,14.5,NO,4.4,,,39,,,HIGH,,CLEAR,BLUE,2-Very minor aesthetic problems
8190653,07/05/2017,8,NO,2.4,,,47,,,HIGH,,MURKY,BROWN,2-Very minor aesthetic problems
8190653,08/13/2017,8,NO,2.4,,,47,,,HIGH,,MURKY,BROWN,2-Very minor aesthetic problems
8190653,09/04/2017,5.25,NO,1.6,,,53,,,HIGH,,MURKY,BROWN,2-Very minor aesthetic problems
8190653,09/13/2017,6.75,NO,2.1,,,50,,,HIGH,,MURKY,BROWN,2-Very minor aesthetic problems
8190653,09/30/2017,6,NO,1.8,,,51,,,HIGH,,MURKY,BROWN,2-Very minor aesthetic problems
8190653,10/08/2017,6,NO,1.8,,,51,,,HIGH,,MURKY,BROWN,2-Very minor aesthetic problems
8190653,10/20/2017,8,NO,2.4,,,47,,,HIGH,,MURKY,BROWN,2-Very minor aesthetic problems



Start Date,Depth,Depth Units,Temperature,Temperature Units,Dissolved Oxygen,Dissolved Oxygen Units
06/25/2014,,,21.1,C,,
07/02/2014,,,20.6,C,,
07/16/2014,,,21.1,C,,
07/23/2014,,,23.3,C,,
07/30/2014,,,20.6,C,,
08/06/2014,,,25.8,C,,



Start Date,Fieldwork Comment
07/01/1987,Slight algae bloom.    
07/31/1987,Algae blooms.    
08/11/1987,Algae blooms.    
09/06/1987,Algae blooms.    
09/26/1987,Slight algae blooms.    
05/15/1988,Tree pollution.    
07/17/1988,Slight algae blooms.    
07/31/1988,Slight algae bloom.    
08/07/1988,Mild algae bloom.    
08/14/1988,Algae blooms.    
07/16/1989,Slight algae bloom.    
07/29/1989,Very slight algae bloom.  Week of little speed boat activity.    
08/05/1989,Slight algae blooms.    
10/23/1989,Disc hit bottom in both ways could still see disc.    
05/28/1990,First busy weekend of boating.    
07/08/1990,Heavy boat traffic- lake churned up.    
07/25/1990,Slight algae bloom.    
08/12/1990,Slight algae bloom.    
05/31/1992,Heavy floating pollen + cottonwood cotton.    
08/16/1992,Slight algae bloom- heavy boat traffic.    
07/10/1993,Heavy boat traffic that weekend.    
08/28/1993,Slight algal bloom.    
07/05/1994,Heavy July 4th boat traffic.    
07/07/1995,Windy the last several days- rain 7/6- moderate boat activity.    
07/13/1995,Very hot and humid (100 degrees) .  Water is very warm.    
07/21/1995,Moderate to heavy boat traffic-windy.    
07/15/1998,Slight algae bloom.    
08/16/1998,Slight algae bloom. Churned up.    
09/30/1998,Slight algae bloom. Churned up.    
06/17/2000,Heavy floating and suspended pollen.    
08/04/2000,Algae bloom.    
06/17/2001,Floating and suspended pollen (heavy).    
07/08/2001,Heavy boat traffic.    
07/06/2003,Heavy boat traffic.    
06/12/2004,Milfoil treated within the last 3 weeks    
05/27/2005,Heavy pollen in the water.    
06/18/2006,Heavy pollen in water
07/09/2006,Heavy boat traffic- lake level low- sediment churned up
06/15/2007,heavy boat traffic
06/30/2007,heavy boat traffic 
07/08/2007,heavy boat traffic
07/21/2007,heavy boat traffic- algae bloom
08/11/2007,heavy boat traffic- algae bloom
09/01/2007,heavy boat traffic- algae bloom
09/15/2007,heavy boat traffic 
08/21/2010,Heavy Boat -Algae Bloom
08/07/2011,Heavy boat traffic- algae bloom
08/28/2011,Heavy boat traffic- algae bloom
07/06/2016,Heavy boat traffic over the 4th of July! lake is very stirred up-
08/07/2016,Heavy boat traffic and algae bloom Heavy boat traffic and algae bloom Heavy boat traffic and algae bloom




Start Date,Group Name,Project Name
05/10/1987,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/24/1987,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/01/1987,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/31/1987,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/11/1987,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/06/1987,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/26/1987,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
11/14/1987,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/15/1988,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/30/1988,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/17/1988,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/31/1988,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/07/1988,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/14/1988,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
10/15/1988,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/14/1989,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/17/1989,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/16/1989,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/29/1989,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/05/1989,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
10/23/1989,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/28/1990,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/08/1990,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/25/1990,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/12/1990,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/16/1991,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/29/1991,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/02/1991,Ken Syring,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/15/1991,Ken Syring,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/02/1991,Ken Syring,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
10/13/1991,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/31/1992,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/20/1992,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/16/1992,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/29/1993,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/03/1993,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/10/1993,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/21/1993,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/21/1993,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/28/1993,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/05/1994,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/30/1994,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/07/1995,Margaret Fulton,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/13/1995,Margaret Fulton,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/21/1995,Margaret Fulton,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/29/1995,Margaret Fulton,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/14/1995,Margaret Fulton,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/22/1995,Margaret Fulton And Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/26/1995,Margaret Fulton And Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/03/1995,Margaret Fulton And Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/08/1995,Margaret Fulton And Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/03/1996,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/13/1996,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/13/1996,Margaret Fulton,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/24/1996,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/02/1996,Margaret Fulton,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/16/1996,Margaret Fulton,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/28/1997,Margaret Fulton,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/10/1998,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/31/1998,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/21/1998,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/15/1998,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/16/1998,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/30/1998,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
04/24/1999,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/22/1999,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/30/1999,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/26/1999,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/03/1999,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/07/1999,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/20/1999,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/17/2000,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/25/2000,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/04/2000,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/04/2000,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/19/2000,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/04/2000,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
10/21/2000,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/17/2001,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/30/2001,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/08/2001,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/20/2001,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/29/2001,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/12/2001,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/08/2001,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
10/06/2001,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/09/2002,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/01/2002,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/07/2002,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/13/2002,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/21/2002,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/02/2002,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/18/2002,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/01/2002,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/15/2002,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/24/2003,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/31/2003,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/21/2003,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/26/2003,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/06/2003,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/14/2003,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/19/2003,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/16/2003,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/01/2003,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/20/2003,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
10/10/2003,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/19/2004,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/12/2004,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/26/2004,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/04/2004,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/16/2004,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/24/2004,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/27/2004,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/17/2004,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
10/09/2004,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
04/09/2005,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/21/2005,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/27/2005,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/17/2005,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/02/2005,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/09/2005,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/14/2005,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/11/2005,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/24/2005,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
10/16/2005,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
10/29/2005,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
04/22/2006,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/13/2006,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/28/2006,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/10/2006,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/18/2006,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/24/2006,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/04/2006,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/09/2006,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/27/2006,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/09/2006,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/27/2006,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/08/2006,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/15/2006,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
10/01/2006,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
04/15/2007,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
04/28/2007,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/12/2007,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/27/2007,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/15/2007,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/30/2007,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/08/2007,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/21/2007,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/11/2007,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/01/2007,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/15/2007,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
10/13/2007,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/18/2008,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/26/2008,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/26/2008,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/03/2008,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/22/2008,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/27/2008,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/09/2008,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/24/2008,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/01/2008,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/19/2008,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
10/04/2008,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/23/2010,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/18/2010,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/27/2010,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/09/2010,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/23/2010,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/01/2010,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/21/2010,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/05/2010,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/24/2010,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/29/2011,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/02/2011,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/17/2011,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/08/2011,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/14/2011,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/22/2011,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/29/2011,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/07/2011,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/28/2011,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
10/22/2011,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
04/28/2012,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/25/2012,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/14/2012,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/27/2012,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/20/2012,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/27/2012,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/03/2012,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/10/2012,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/25/2012,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/02/2012,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/23/2012,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/26/2013,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/03/2013,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/04/2013,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/18/2013,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/02/2013,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/12/2013,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/22/2013,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/29/2013,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/10/2013,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
10/06/2013,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/11/2014,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/22/2014,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/30/2014,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/05/2014,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
