Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Blue Lake,Oneida,1538600,NO,44,,443060,NE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,07/16/1979,,,,,,,,,,,,,
1,06/11/1993,,,,,10,,46,,,,,,
07/15/2001,3,FEET,74,DEGREES F,9,MG/L
07/15/2001,15,FEET,73,DEGREES F,8,MG/L
07/15/2001,20,FEET,72,DEGREES F,8,MG/L
07/15/2001,40,FEET,54,DEGREES F,5,MG/L
08/19/2001,3,FEET,72,DEGREES F,10,MG/L
08/19/2001,15,FEET,72,DEGREES F,10,MG/L
08/19/2001,20,FEET,68,DEGREES F,9,MG/L
08/19/2001,40,FEET,56,DEGREES F,5,MG/L
10/15/2001,3,FEET,54,DEGREES F,13,MG/L
10/15/2001,15,FEET,54,DEGREES F,8,MG/L
10/15/2001,20,FEET,54,DEGREES F,9,MG/L
10/15/2001,40,FEET,54,DEGREES F,9,MG/L
06/18/2002,3,FEET,68,DEGREES F,22,MG/L
06/18/2002,15,FEET,62,DEGREES F,24,MG/L
06/18/2002,20,FEET,60,DEGREES F,24,MG/L
06/18/2002,40,FEET,54,DEGREES F,23,MG/L
07/16/2002,3,FEET,79,DEGREES F,12,MG/L
07/16/2002,15,FEET,78,DEGREES F,16,MG/L
07/16/2002,20,FEET,74,DEGREES F,16,MG/L
07/16/2002,40,FEET,54,DEGREES F,8,MG/L
08/14/2002,3,FEET,75,DEGREES F,10,MG/L
08/14/2002,15,FEET,73,DEGREES F,9,MG/L
08/14/2002,20,FEET,69,DEGREES F,9,MG/L
08/14/2002,40,FEET,58,DEGREES F,8,MG/L
07/06/2003,3,FEET,75,DEGREES F,7.9,MG/L
07/06/2003,15,FEET,72,DEGREES F,8,MG/L
07/06/2003,20,FEET,64,DEGREES F,8.2,MG/L
07/06/2003,40,FEET,54,DEGREES F,6,MG/L
08/10/2003,3,FEET,75,DEGREES F,6.8,MG/L
08/10/2003,15,FEET,74,DEGREES F,6.8,MG/L
08/10/2003,20,FEET,74,DEGREES F,7.4,MG/L
08/10/2003,40,FEET,56,DEGREES F,5.8,MG/L
10/07/2003,3,FEET,54,DEGREES F,8.9,MG/L
10/07/2003,15,FEET,54,DEGREES F,7.2,MG/L
10/07/2003,20,FEET,54,DEGREES F,8.8,MG/L
10/07/2003,40,FEET,54,DEGREES F,11,MG/L
06/28/2004,5,FEET,54,DEGREES F,8,MG/L
06/28/2004,15,FEET,52,DEGREES F,6.2,MG/L
06/28/2004,20,FEET,52,DEGREES F,6.8,MG/L
06/28/2004,40,FEET,50,DEGREES F,5.2,MG/L
07/25/2004,5,FEET,76,DEGREES F,10.1,MG/L
07/25/2004,15,FEET,72,DEGREES F,8.1,MG/L
07/25/2004,20,FEET,71,DEGREES F,8.1,MG/L
07/25/2004,40,FEET,52,DEGREES F,5,MG/L
08/31/2004,5,FEET,75,DEGREES F,8,MG/L
08/31/2004,15,FEET,72,DEGREES F,9.2,MG/L
08/31/2004,20,FEET,72,DEGREES F,9.2,MG/L
08/31/2004,40,FEET,53,DEGREES F,2,MG/L
10/05/2004,5,FEET,58,DEGREES F,8.1,MG/L
10/05/2004,15,FEET,58,DEGREES F,9.4,MG/L
10/05/2004,20,FEET,58,DEGREES F,10,MG/L
10/05/2004,40,FEET,58,DEGREES F,8.2,MG/L
08/01/2006,5,FEET,78,DEGREES F,8.2,MG/L
08/01/2006,15,FEET,78,DEGREES F,8.2,MG/L
08/01/2006,20,FEET,78,DEGREES F,8.2,MG/L
08/01/2006,40,FEET,58,DEGREES F,9,MG/L
08/27/2006,5,FEET,72,DEGREES F,8.1,MG/L
08/27/2006,15,FEET,71,DEGREES F,8.2,MG/L
08/27/2006,20,FEET,71,DEGREES F,8.4,MG/L
08/27/2006,40,FEET,56,DEGREES F,2.8,MG/L
07/04/2008,3,FEET,70.8,DEGREES F,,
07/04/2008,15,FEET,70.5,DEGREES F,,
07/04/2008,20,FEET,69.8,DEGREES F,,
07/04/2008,40,FEET,52,DEGREES F,,
07/05/2008,3,FEET,71.0,DEGREES F,8.4,MG/L
07/05/2008,15,FEET,70.0,DEGREES F,8.1,MG/L
07/05/2008,20,FEET,70.0,DEGREES F,8.4,MG/L
07/05/2008,40,FEET,54.0,DEGREES F,6.5,MG/L
07/31/2008,3,FEET,73.7,DEGREES F,,
07/31/2008,15,FEET,72.4,DEGREES F,,
07/31/2008,20,FEET,72.4,DEGREES F,,
07/31/2008,40,FEET,53,DEGREES F,,
08/23/2008,3,FEET,72.8,DEGREES F,,
08/23/2008,15,FEET,72.6,DEGREES F,,
08/23/2008,20,FEET,71.9,DEGREES F,,
08/23/2008,40,FEET,52.2,DEGREES F,,
06/26/2009,3,FEET,75,DEGREES F,,
06/26/2009,15,FEET,65.6,DEGREES F,,
06/26/2009,20,FEET,62.9,DEGREES F,,
06/26/2009,40,FEET,56.3,DEGREES F,,
07/23/2009,3,FEET,68.5,DEGREES F,,
07/23/2009,15,FEET,67.8,DEGREES F,,
07/23/2009,20,FEET,67.6,DEGREES F,,
07/23/2009,40,FEET,58.2,DEGREES F,,
08/26/2009,3,FEET,69.6,DEGREES F,,
08/26/2009,15,FEET,69,DEGREES F,,
08/26/2009,20,FEET,68.7,DEGREES F,,
08/26/2009,40,FEET,60.8,DEGREES F,,
06/21/2010,3,FEET,69.6,DEGREES F,,
06/21/2010,15,FEET,67.8,DEGREES F,,
06/21/2010,20,FEET,66.2,DEGREES F,,
06/21/2010,40,FEET,56.4,DEGREES F,,
06/30/2010,3,FEET,70.1,DEGREES F,8.83,MG/L
06/30/2010,15,FEET,69.5,DEGREES F,8.84,MG/L
06/30/2010,20,FEET,66.4,DEGREES F,10.06,MG/L
06/30/2010,40,FEET,57.7,DEGREES F,6.86,MG/L
07/28/2010,3,FEET,75,DEGREES F,,
07/28/2010,15,FEET,74.8,DEGREES F,,
07/28/2010,20,FEET,74.4,DEGREES F,,
07/28/2010,40,FEET,58.4,DEGREES F,,
08/27/2010,3,FEET,72.3,DEGREES F,,
08/27/2010,15,FEET,72,DEGREES F,,
08/27/2010,20,FEET,71.9,DEGREES F,,
08/27/2010,40,FEET,60.6,DEGREES F,,
06/30/2011,3,FEET,69,DEGREES F,9.82,MG/L
06/30/2011,15,FEET,67.2,DEGREES F,9.95,MG/L
06/30/2011,20,FEET,65.1,DEGREES F,10.5,MG/L
06/30/2011,40,FEET,46.4,DEGREES F,7.84,MG/L
07/21/2011,3,FEET,77.3,DEGREES F,,
07/21/2011,15,FEET,76.8,DEGREES F,,
07/21/2011,20,FEET,70.8,DEGREES F,,
07/21/2011,40,FEET,49.2,DEGREES F,,
08/20/2011,3,FEET,74.3,DEGREES F,,
08/20/2011,15,FEET,74.1,DEGREES F,,
08/20/2011,20,FEET,74.1,DEGREES F,,
08/20/2011,40,FEET,49.4,DEGREES F,,
05/21/2012,3,FEET,61.5,DEGREES F,,
05/21/2012,15,FEET,61.1,DEGREES F,,
05/21/2012,20,FEET,61.1,DEGREES F,,
05/21/2012,40,FEET,50,DEGREES F,,
06/26/2012,3,FEET,70.8,DEGREES F,,
06/26/2012,15,FEET,70.5,DEGREES F,,
06/26/2012,20,FEET,70.3,DEGREES F,,
06/26/2012,40,FEET,53,DEGREES F,,
07/21/2012,3,FEET,78.2,DEGREES F,7.68,MG/L
07/21/2012,6,FEET,78.6,DEGREES F,7.69,MG/L
07/21/2012,9,FEET,78.4,DEGREES F,7.7,MG/L
07/21/2012,12,FEET,78.3,DEGREES F,7.7,MG/L
07/21/2012,15,FEET,78,DEGREES F,7.71,MG/L
07/21/2012,18,FEET,78.2,DEGREES F,7.71,MG/L
07/21/2012,20,FEET,77.5,DEGREES F,7.72,MG/L
07/21/2012,21,FEET,77.8,DEGREES F,7.74,MG/L
07/21/2012,24,FEET,71.9,DEGREES F,10.81,MG/L
07/21/2012,27,FEET,67,DEGREES F,11.42,MG/L
07/21/2012,30,FEET,63.3,DEGREES F,9.05,MG/L
07/21/2012,33,FEET,59.9,DEGREES F,9.42,MG/L
07/21/2012,36,FEET,57.3,DEGREES F,9.71,MG/L
07/21/2012,39,FEET,55.3,DEGREES F,6.45,MG/L
07/21/2012,40,FEET,54.6,DEGREES F,5.65,MG/L
07/21/2012,42,FEET,54.5,DEGREES F,4.95,MG/L
08/25/2012,3,FEET,71.6,DEGREES F,,
08/25/2012,15,FEET,71.4,DEGREES F,,
08/25/2012,20,FEET,70.7,DEGREES F,,
08/25/2012,40,FEET,55.7,DEGREES F,,
06/27/2013,3,FEET,73.2,DEGREES F,,
06/27/2013,15,FEET,67.1,DEGREES F,,
06/27/2013,20,FEET,57.7,DEGREES F,,
06/27/2013,40,FEET,45.8,DEGREES F,,
07/25/2013,3,FEET,72.8,DEGREES F,,
07/25/2013,15,FEET,72.6,DEGREES F,,
07/25/2013,20,FEET,68.7,DEGREES F,,
07/25/2013,40,FEET,48.5,DEGREES F,,
08/01/2013,3,FEET,69.6,DEGREES F,8.49,MG/L
08/01/2013,6,FEET,69.5,DEGREES F,8.5,MG/L
08/01/2013,9,FEET,69.3,DEGREES F,8.51,MG/L
08/01/2013,12,FEET,69.3,DEGREES F,8.55,MG/L
08/01/2013,15,FEET,69.2,DEGREES F,8.53,MG/L
08/01/2013,18,FEET,69.2,DEGREES F,8.53,MG/L
08/01/2013,21,FEET,69.1,DEGREES F,8.51,MG/L
08/01/2013,24,FEET,60.1,DEGREES F,12.11,MG/L
08/01/2013,27,FEET,56.8,DEGREES F,11.99,MG/L
08/01/2013,30,FEET,53.1,DEGREES F,12,MG/L
08/01/2013,33,FEET,50.8,DEGREES F,11.63,MG/L
08/01/2013,36,FEET,49.2,DEGREES F,9.7,MG/L
08/01/2013,39,FEET,48.7,DEGREES F,8.18,MG/L
08/01/2013,42,FEET,48.3,DEGREES F,6.09,MG/L
06/16/2014,3,FEET,63.5,DEGREES F,,
06/16/2014,15,FEET,62.9,DEGREES F,,
06/16/2014,20,FEET,50.7,DEGREES F,,
06/16/2014,40,FEET,44.9,DEGREES F,,
07/21/2014,3,FEET,71,DEGREES F,,
07/21/2014,15,FEET,69.9,DEGREES F,,
07/21/2014,20,FEET,68.2,DEGREES F,,
07/21/2014,40,FEET,47.6,DEGREES F,,
08/21/2014,1,FEET,69.9,DEGREES F,9.14,MG/L
08/21/2014,2,FEET,70.3,DEGREES F,9.04,MG/L
08/21/2014,3,FEET,70.4,DEGREES F,9.02,MG/L
08/21/2014,4,FEET,70.5,DEGREES F,9,MG/L
08/21/2014,5,FEET,70.5,DEGREES F,8.99,MG/L
08/21/2014,6,FEET,70.6,DEGREES F,8.98,MG/L
08/21/2014,7,FEET,70.6,DEGREES F,8.97,MG/L
08/21/2014,8,FEET,70.7,DEGREES F,8.96,MG/L
08/21/2014,9,FEET,70.7,DEGREES F,8.95,MG/L
08/21/2014,10,FEET,70.8,DEGREES F,8.93,MG/L
08/21/2014,11,FEET,70.8,DEGREES F,8.92,MG/L
08/21/2014,12,FEET,70.8,DEGREES F,8.91,MG/L
08/21/2014,13,FEET,70.8,DEGREES F,8.9,MG/L
08/21/2014,14,FEET,70.8,DEGREES F,8.89,MG/L
08/21/2014,15,FEET,70.8,DEGREES F,8.89,MG/L
08/21/2014,16,FEET,70.8,DEGREES F,8.89,MG/L
08/21/2014,17,FEET,70.8,DEGREES F,8.88,MG/L
08/21/2014,18,FEET,70.8,DEGREES F,8.88,MG/L
08/21/2014,19,FEET,70.8,DEGREES F,8.87,MG/L
08/21/2014,20,FEET,70.8,DEGREES F,8.85,MG/L
08/21/2014,21,FEET,70.7,DEGREES F,8.85,MG/L
08/21/2014,22,FEET,70.7,DEGREES F,8.85,MG/L
08/21/2014,23,FEET,69.7,DEGREES F,10.01,MG/L
08/21/2014,24,FEET,67.5,DEGREES F,11.8,MG/L
08/21/2014,25,FEET,65.4,DEGREES F,12.37,MG/L
08/21/2014,26,FEET,62.2,DEGREES F,12.55,MG/L
08/21/2014,27,FEET,59.9,DEGREES F,12.38,MG/L
08/21/2014,28,FEET,58.6,DEGREES F,12.17,MG/L
08/21/2014,29,FEET,57.1,DEGREES F,11.98,MG/L
08/21/2014,30,FEET,55.4,DEGREES F,11.89,MG/L
08/21/2014,31,FEET,54.4,DEGREES F,11.63,MG/L
08/21/2014,32,FEET,53.8,DEGREES F,11.45,MG/L
08/21/2014,33,FEET,52.7,DEGREES F,11.08,MG/L
08/21/2014,34,FEET,51.9,DEGREES F,10.73,MG/L
08/21/2014,35,FEET,51.3,DEGREES F,9.61,MG/L
08/21/2014,36,FEET,50.8,DEGREES F,8.65,MG/L
08/21/2014,37,FEET,50.4,DEGREES F,8.47,MG/L
08/21/2014,38,FEET,50.1,DEGREES F,7.58,MG/L
08/21/2014,39,FEET,49.9,DEGREES F,7.08,MG/L
08/21/2014,40,FEET,49.5,DEGREES F,6.19,MG/L
08/21/2014,41,FEET,49.3,DEGREES F,5.2,MG/L
08/21/2014,42,FEET,49.1,DEGREES F,4.9,MG/L
08/21/2014,43,FEET,48.9,DEGREES F,4.56,MG/L
08/21/2014,44,FEET,48.7,DEGREES F,3.17,MG/L
08/25/2014,3,FEET,71.4,DEGREES F,,
08/25/2014,15,FEET,71,DEGREES F,,
08/25/2014,20,FEET,70.5,DEGREES F,,
08/25/2014,40,FEET,49.2,DEGREES F,,
05/27/2015,3,FEET,60.6,DEGREES F,,
05/27/2015,10,FEET,60.2,DEGREES F,,
05/27/2015,15,FEET,60,DEGREES F,,
05/27/2015,20,FEET,55.7,DEGREES F,,
05/27/2015,40,FEET,45.3,DEGREES F,,
06/28/2015,3,FEET,70.8,DEGREES F,,
06/28/2015,15,FEET,68.7,DEGREES F,,
06/28/2015,20,FEET,66.9,DEGREES F,,
06/28/2015,40,FEET,48.2,DEGREES F,,
07/23/2015,3,FEET,74.4,DEGREES F,,
07/23/2015,10,FEET,73.7,DEGREES F,,
07/23/2015,15,FEET,73.2,DEGREES F,,
07/23/2015,20,FEET,72.6,DEGREES F,,
07/23/2015,25,FEET,60,DEGREES F,,
07/23/2015,30,FEET,53,DEGREES F,,
07/23/2015,35,FEET,50.3,DEGREES F,,
07/23/2015,40,FEET,49.4,DEGREES F,,
07/30/2015,2,FEET,75.1,DEGREES F,7.99,MG/L
07/30/2015,4,FEET,75,DEGREES F,7.98,MG/L
07/30/2015,6,FEET,75,DEGREES F,7.98,MG/L
07/30/2015,8,FEET,75,DEGREES F,7.98,MG/L
07/30/2015,10,FEET,75,DEGREES F,7.96,MG/L
07/30/2015,12,FEET,75,DEGREES F,7.96,MG/L
07/30/2015,14,FEET,75,DEGREES F,7.95,MG/L
07/30/2015,16,FEET,74.9,DEGREES F,7.97,MG/L
07/30/2015,18,FEET,74.8,DEGREES F,7.96,MG/L
07/30/2015,20,FEET,74.8,DEGREES F,7.98,MG/L
07/30/2015,22,FEET,74.3,DEGREES F,8.1,MG/L
07/30/2015,24,FEET,69.3,DEGREES F,11.3,MG/L
07/30/2015,26,FEET,64.3,DEGREES F,12.15,MG/L
07/30/2015,28,FEET,60.6,DEGREES F,12.03,MG/L
07/30/2015,30,FEET,57.1,DEGREES F,11.75,MG/L
07/30/2015,32,FEET,54.9,DEGREES F,11.32,MG/L
07/30/2015,34,FEET,52.6,DEGREES F,10.75,MG/L
07/30/2015,36,FEET,51.5,DEGREES F,9.11,MG/L
07/30/2015,38,FEET,50.7,DEGREES F,9.71,MG/L
07/30/2015,40,FEET,50.3,DEGREES F,8.05,MG/L
07/30/2015,42,FEET,49.9,DEGREES F,7.13,MG/L
07/30/2015,44,FEET,49.5,DEGREES F,5.41,MG/L
08/27/2015,3,FEET,66.9,DEGREES F,,
08/27/2015,15,FEET,66.5,DEGREES F,,
08/27/2015,20,FEET,63.3,DEGREES F,,
08/27/2015,40,FEET,51,DEGREES F,,
08/27/2015,48,FEET,49.6,DEGREES F,,
05/02/2016,3,FEET,48,DEGREES F,,
05/02/2016,15,FEET,47.4,DEGREES F,,
05/02/2016,20,FEET,46.7,DEGREES F,,
05/02/2016,40,FEET,41.3,DEGREES F,,
06/19/2016,3,FEET,72.6,DEGREES F,,
06/19/2016,15,FEET,67.6,DEGREES F,,
06/19/2016,20,FEET,62.9,DEGREES F,,
06/19/2016,40,FEET,47.1,DEGREES F,,
07/25/2016,3,FEET,76.6,DEGREES F,,
07/25/2016,15,FEET,76.4,DEGREES F,,
07/25/2016,20,FEET,72.6,DEGREES F,,
07/25/2016,40,FEET,49.2,DEGREES F,,
07/30/2016,3,FEET,76,DEGREES F,8.34,MG/L
07/30/2016,6,FEET,75.9,DEGREES F,8.36,MG/L
07/30/2016,9,FEET,75.8,DEGREES F,8.35,MG/L
07/30/2016,12,FEET,75.7,DEGREES F,8.36,MG/L
07/30/2016,15,FEET,75.6,DEGREES F,8.34,MG/L
07/30/2016,18,FEET,75.1,DEGREES F,8.32,MG/L
07/30/2016,21,FEET,73.5,DEGREES F,9,MG/L
07/30/2016,24,FEET,66.9,DEGREES F,11.67,MG/L
07/30/2016,27,FEET,60.7,DEGREES F,11.94,MG/L
07/30/2016,30,FEET,57.1,DEGREES F,11.85,MG/L
07/30/2016,33,FEET,53.7,DEGREES F,10.99,MG/L
07/30/2016,36,FEET,51.6,DEGREES F,8.48,MG/L
07/30/2016,39,FEET,50.3,DEGREES F,5.17,MG/L
07/30/2016,42,FEET,48.9,DEGREES F,2.1,MG/L
07/30/2016,45,FEET,48.3,DEGREES F,.26,MG/L
07/30/2016,48,FEET,48.2,DEGREES F,.11,MG/L
08/15/2016,3,FEET,76.6,DEGREES F,8.63,MG/L
08/15/2016,6,FEET,76.1,DEGREES F,8.68,MG/L
08/15/2016,9,FEET,76,DEGREES F,8.66,MG/L
08/15/2016,12,FEET,75.9,DEGREES F,8.63,MG/L
08/15/2016,15,FEET,75.7,DEGREES F,8.59,MG/L
08/15/2016,18,FEET,75.6,DEGREES F,8.59,MG/L
08/15/2016,21,FEET,74.7,DEGREES F,8.83,MG/L
08/15/2016,24,FEET,70.6,DEGREES F,11.25,MG/L
08/15/2016,27,FEET,63,DEGREES F,12.47,MG/L
08/15/2016,30,FEET,57.9,DEGREES F,12.2,MG/L
08/15/2016,33,FEET,55,DEGREES F,11.71,MG/L
08/15/2016,36,FEET,52.7,DEGREES F,9.05,MG/L
08/15/2016,39,FEET,51,DEGREES F,5.86,MG/L
08/15/2016,42,FEET,50.1,DEGREES F,3.17,MG/L
08/15/2016,45,FEET,49.2,DEGREES F,.42,MG/L
08/21/2016,3,FEET,73.2,DEGREES F,,
08/21/2016,15,FEET,73.4,DEGREES F,,
08/21/2016,20,FEET,73.2,DEGREES F,,
08/21/2016,40,FEET,50.7,DEGREES F,,
04/21/2017,3,FEET,45.3,DEGREES F,,
04/21/2017,15,FEET,44.7,DEGREES F,,
04/21/2017,20,FEET,44.6,DEGREES F,,
04/21/2017,40,FEET,44.2,DEGREES F,,
06/25/2017,3,FEET,67.3,DEGREES F,,
06/25/2017,15,FEET,67.2,DEGREES F,,
06/25/2017,20,FEET,62,DEGREES F,,
06/25/2017,40,FEET,48.7,DEGREES F,,
07/03/2017,3,FEET,70.2,DEGREES F,9.63,MG/L
07/03/2017,6,FEET,69.8,DEGREES F,9.68,MG/L
07/03/2017,9,FEET,69.3,DEGREES F,9.73,MG/L
07/03/2017,12,FEET,69,DEGREES F,9.73,MG/L
07/03/2017,15,FEET,68.6,DEGREES F,9.71,MG/L
07/03/2017,18,FEET,66.8,DEGREES F,9.88,MG/L
07/03/2017,21,FEET,62.2,DEGREES F,11.43,MG/L
07/03/2017,24,FEET,57.6,DEGREES F,11.4,MG/L
07/03/2017,27,FEET,54.9,DEGREES F,11.11,MG/L
07/03/2017,30,FEET,52.6,DEGREES F,10.1,MG/L
07/03/2017,33,FEET,51.1,DEGREES F,9.25,MG/L
07/03/2017,36,FEET,50.2,DEGREES F,9.51,MG/L
07/03/2017,39,FEET,49.4,DEGREES F,4.45,MG/L
07/03/2017,42,FEET,49.1,DEGREES F,4.6,MG/L
07/20/2017,3,FEET,76.2,DEGREES F,,
07/20/2017,15,FEET,75.2,DEGREES F,,
07/20/2017,20,FEET,69,DEGREES F,,
07/20/2017,40,FEET,51.8,DEGREES F,,
08/20/2017,0,FEET,71.9,DEGREES F,9.2,MG/L
08/20/2017,3,FEET,71.7,DEGREES F,9.25,MG/L
08/20/2017,6,FEET,71.4,DEGREES F,9.25,MG/L
08/20/2017,9,FEET,71.2,DEGREES F,9.28,MG/L
08/20/2017,12,FEET,71.2,DEGREES F,9.28,MG/L
08/20/2017,15,FEET,70.8,DEGREES F,9.32,MG/L
08/20/2017,18,FEET,70.5,DEGREES F,9.35,MG/L
08/20/2017,21,FEET,70.3,DEGREES F,9.26,MG/L
08/20/2017,24,FEET,67.9,DEGREES F,10.68,MG/L
08/20/2017,27,FEET,60.6,DEGREES F,12.57,MG/L
08/20/2017,30,FEET,56.9,DEGREES F,11.54,MG/L
08/20/2017,33,FEET,54.3,DEGREES F,9.16,MG/L
08/20/2017,36,FEET,52.4,DEGREES F,4.99,MG/L
08/20/2017,39,FEET,51.3,DEGREES F,1.36,MG/L
08/20/2017,42,FEET,50.5,DEGREES F,.26,MG/L
08/20/2017,45,FEET,49.9,DEGREES F,.08,MG/L



Start Date,Fieldwork Comment
07/16/1979,Migrated from EPA STORET Legacy Database- originally reported by Wisconsin DNR    
06/11/1993,Most unusual experience: we were approached by a loon who was very anxious about the Van Dorn bottle he dived under the boat and went down to follow the secchi disk.    
06/22/1993,Cloudy with a bright sky.  The temperature is very warm at 80 degrees.    
08/10/1993,Temp 85 F- lots of boats and waves/wake from boats- etc.)    
08/11/1993,partly cloudy.  Honor to have with today- Vernon Buckheit Myers- Doctorate in Limnology- who works with the 
Environmental Protection Agency
09/15/1993,Had to use two different dates because of weather.    
10/06/1993,The temperature is 11 degrees C at 10 feet.  Measuring now depends on the weather- sun and wind.    
06/27/1994,Beautiful day- then a storm hit.    
07/20/1994,Blue sky (first in a week) cumulus clouds.    
07/28/1994,Pair of gulls- herring    
10/21/1994,Weather is very cold now- this will be our last grab for the season in 94.    
05/30/1995,Saw four small mouth bass at 4' depth.  Lake level: very high    
06/18/1995,Still- clear-great day.  Merganser family babies on female's back!    
08/22/1995,Hot- bright and windy.    
09/27/1995,Immature loons.    
10/12/1995,Water dark.  Windy- difficult to hold boat.  Next year may sample with algae net and s-r counting.  Chamber for phytoplankton.    
06/25/1996,Baby ducks- mergansers.  Water rushing through outlet- erosion on some shores- sort of undercutting.  Is this due to wake of large boats   Large rocks are being put in.    
07/26/1996,Soaring eagles and two immature eagles.    
08/16/1996,Sea gulls (herring)- no wind- very clear- we need more live.    
08/26/1996,Water racing out of outlet.    
10/01/1996,Sunny + wavy.    
10/12/1996,Beautiful day-turnover complete-a little murky yet.    
05/25/1997,Choppy waves.    
07/20/1997,LAKE SAMPLE    
08/24/1997,LAKE SAMPLE    
09/21/1997,LAKE SAMPLE    
10/05/1997,LAKE SAMPLE    
06/30/1998,LAKE SAMPLE    
07/26/1998,LAKE SAMPLE    
08/26/1998,LAKE SAMPLE    
08/27/1998,LAKE SAMPLE    
09/28/1998,LAKE SAMPLE    
05/30/1999,LAKE SAMPLE    
05/31/1999,LAKE SAMPLE    
05/30/2000,Saw eagle.    
06/27/2000,Winds high    
07/30/2000,Eagle- four herring- and gulls.    
09/24/2000,Immature bald eagle.    
05/12/2001,Windy and cold.  Three loons are back.  West basin not turned over yet.    
06/12/2001,WEST BASIN    
07/15/2001,The water is low. Had trouble getting through to Madison.    
08/19/2001,WEST BASIN    
10/15/2001,Baby loon left behind.  Cold.    
05/27/2002,Mostly sunny-slight breeze-saw two loons

    
06/18/2002,Eagle and nest.    
07/03/2002,Eagle and fledgling on nest

    
07/16/2002,3 eagles and nest.    
08/14/2002,more plants in both basins    
06/04/2003,WEST BASIN - 6FT INTEGRATED SAMPLE    
07/06/2003,loons. Eagles in nest - no young.    
08/10/2003,eagle fishing
loons    
10/07/2003,West basin is stratified and turnover recent.  It appears a bit murky.    
06/28/2004,WEST BASIN - 6FT INTEGRATED SAMPLE    
07/25/2004,WEST BASIN - 6FT INTEGRATED SAMPLE    
08/29/2004,WEST BASIN - 6FT INTEGRATED SAMPLE    
10/12/2004,WEST BASIN - 6FT INTEGRATED SAMPLE    
06/26/2005,WEST BASIN - INTEGRATED SAMPLE    
08/09/2005,WEST BASIN - INTEGRATED SAMPLE    
09/11/2005,WEST BASIN - INTEGRATED SAMPLE    
08/26/2007,Water too low--coud not go through channel
07/31/2008,Filtered sunlight
three hooligan Loons
one Loon with young
08/23/2008,assisted by Dan Pagel
06/26/2009,clear blue sky
only light breeze
need to add Dan Pagel as data collector
07/23/2009,clear sky light breeze
06/21/2010,partly cloudy
lots of loons 
06/30/2010,sunny slight wind
06/30/2011,wind SSE 10-15mph
partly cloudy
07/21/2012,sunny - little breeze
05/24/2013,51degrees but a beautiful day
08/20/2017,Meter:  ORION 
SN 0910176




Start Date,Group Name,Project Name
07/16/1979,Data Collectors,Migrated from STORET Legacy
06/11/1993,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/11/1993,Data Collectors,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/22/1993,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/12/1993,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/12/1993,Data Collectors,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/27/1993,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/10/1993,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/11/1993,Richard Johnson- Janine Myers- Dan and Sue Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/25/1993,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
09/15/1993,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
10/06/1993,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
10/20/1993,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
10/20/1993,Data Collectors,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
10/23/1993,Data Collectors,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/27/1994,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/20/1994,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/28/1994,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/11/1994,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/18/1994,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/25/1994,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/26/1994,Betty Myers,
09/24/1994,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
10/05/1994,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
10/21/1994,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
05/30/1995,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/18/1995,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/14/1995,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
