Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Crystal Lake,Langlade,184200,NO,34,,213044,NE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8190318,06/08/1986,22,NO,6.7,,,33,,,,,CLEAR,BLUE,
8190318,06/21/1986,18,NO,5.5,,,35,,,,,CLEAR,BLUE,
8190318,07/13/1986,21,NO,6.4,,,33,,,,,CLEAR,BLUE,
8190318,07/28/1986,19.5,NO,5.9,,,34,,,,,CLEAR,BLUE,
8190318,08/03/1986,19.5,NO,5.9,,,34,,,,,CLEAR,BLUE,
8190318,08/17/1986,22.75,NO,6.9,,,32,,,,,CLEAR,BLUE,
8190318,08/31/1986,24.5,NO,7.4,,,31,,,,,CLEAR,BLUE,
8190318,09/28/1986,16.5,NO,5,,,37,,,,,CLEAR,BLUE,
8190318,10/25/1986,16,NO,4.9,,,37,,,,,CLEAR,BLUE,
8190318,04/12/1987,18.5,NO,5.6,,,35,,,,,CLEAR,BLUE,
8190318,04/25/1987,18,NO,5.5,,,35,,,,,CLEAR,BLUE,
8190318,05/09/1987,16.25,NO,4.9,,,37,,,,,,GREEN,
8190318,05/17/1987,14.5,NO,4.4,,,39,,,,,,GREEN,
8190318,06/16/1987,13,NO,4,,,40,,,,,,GREEN,
8190318,06/21/1987,12,NO,3.6,,,41,,,,,,GREEN,
8190318,07/06/1987,13,NO,4,,,40,,,,,,GREEN,
8190318,07/19/1987,11,NO,3.3,,,43,,,,,,GREEN,
8190318,07/26/1987,9.5,NO,2.9,,,45,,,,,,GREEN,
8190318,08/02/1987,13,NO,4,,,40,,,,,,GREEN,
8190318,08/08/1987,16.5,NO,5,,,37,,,,,CLEAR,BLUE,
8190318,08/15/1987,19,NO,5.8,,,35,,,,,CLEAR,BLUE,
8190318,08/23/1987,16.5,NO,5,,,37,,,,,CLEAR,BLUE,
8190318,08/29/1987,20.5,NO,6.2,,,34,,,,,CLEAR,BLUE,
8190318,09/05/1987,20.25,NO,6.2,,,34,,,,,CLEAR,BLUE,
8190318,10/04/1987,14.5,NO,4.4,,,39,,,,,CLEAR,BLUE,
8190318,05/01/1988,10.5,NO,3.2,,,43,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
08/21/1999,20,FEET,72,DEGREES F,8,MG/L
08/21/1999,25,FEET,64,DEGREES F,2,MG/L
08/21/1999,30,FEET,56,DEGREES F,1,MG/L
08/21/1999,35,FEET,56,DEGREES F,0,MG/L
10/17/1999,3,FEET,53,DEGREES F,,
10/17/1999,6,FEET,53,DEGREES F,,
10/17/1999,9,FEET,53,DEGREES F,,
10/17/1999,12,FEET,53,DEGREES F,,
10/17/1999,15,FEET,53,DEGREES F,,
10/17/1999,20,FEET,53,DEGREES F,,
10/17/1999,25,FEET,53,DEGREES F,,
10/17/1999,30,FEET,53,DEGREES F,,
10/17/1999,35,FEET,53,DEGREES F,,
05/08/2006,3,FEET,54.1,DEGREES F,,
05/08/2006,6,FEET,53.4,DEGREES F,,
05/08/2006,9,FEET,52.8,DEGREES F,,
05/08/2006,12,FEET,52.7,DEGREES F,,
05/08/2006,15,FEET,52.5,DEGREES F,,
05/08/2006,20,FEET,51.6,DEGREES F,,
05/08/2006,25,FEET,45.3,DEGREES F,,
05/08/2006,30,FEET,44,DEGREES F,,
07/04/2006,3,FEET,72.6,DEGREES F,,
07/04/2006,6,FEET,72.6,DEGREES F,,
07/04/2006,9,FEET,72.5,DEGREES F,,
07/04/2006,12,FEET,72.3,DEGREES F,,
07/04/2006,15,FEET,71.9,DEGREES F,,
07/04/2006,20,FEET,62.4,DEGREES F,,
07/04/2006,25,FEET,56.6,DEGREES F,,
07/04/2006,30,FEET,52.5,DEGREES F,,
09/30/2006,3,FEET,59,DEGREES F,7.9,MG/L
09/30/2006,6,FEET,59,DEGREES F,8.5,MG/L
09/30/2006,9,FEET,58.8,DEGREES F,8.2,MG/L
09/30/2006,12,FEET,58.8,DEGREES F,8,MG/L
09/30/2006,15,FEET,58.8,DEGREES F,8.1,MG/L
09/30/2006,20,FEET,58.4,DEGREES F,8.3,MG/L
09/30/2006,25,FEET,58.2,DEGREES F,8.4,MG/L
09/30/2006,30,FEET,58.1,DEGREES F,8.3,MG/L
09/30/2006,35,FEET,56.4,DEGREES F,6.9,MG/L
08/31/2008,3,FEET,73.2,DEGREES F,,
08/31/2008,6,FEET,72.6,DEGREES F,,
08/31/2008,9,FEET,72.3,DEGREES F,,
08/31/2008,12,FEET,72.1,DEGREES F,,
08/31/2008,15,FEET,71.6,DEGREES F,,
08/31/2008,20,FEET,20.7,DEGREES F,,
08/31/2008,25,FEET,65.1,DEGREES F,,
08/31/2008,30,FEET,54.6,DEGREES F,,
08/31/2008,35,FEET,51.2,DEGREES F,,



Start Date,Fieldwork Comment
06/21/1986,Dissolved Oxygen. and temp profile taken    
07/28/1986,Do/ temp profile taken    
10/25/1986,Last sample for 1986.    
04/12/1987,Ice out two days prior.    
05/09/1987,Planktonic algae growth becoming quite noticeable.    
05/17/1987,Dissolved oxygen and temp. profile taken at 2' intervals - surface Dissolved Oxygen. about 8.5-9.0 mg/l- @ 32 feet Dissolved Oxygen. = 5.2 mg/l- temp. = 6.4c.    
06/16/1987,Planktonic algal bloom continues.    
06/21/1987,Planktonic algae continues.    
07/06/1987,Planktonic algal bloom continues.    
07/26/1987,Plankton crop thickens.    
08/02/1987,Noticeable improvement (lessening) in plankton density since last sampling on 7/26.    
08/08/1987,Plankton population diminishing.    
08/23/1987,Cloudy skies.    
08/29/1987,Noticeable lack of phytoplankton- much improved clarity.    
09/05/1987,Sunny- calm.    
10/04/1987,Sunny- breezy.    
05/01/1988,Ice off 4/13- clear- 75 F- ripple waves- plankton algal bloom evident.    
05/21/1988,70 F- clear- skies calm.    
05/22/1988,68 F- winds N 6-12 mph- DO- temp.- pH- and condition. data in file.    
05/28/1988,Sunny- calm- 70 F- no rain for a wk    
06/13/1988,Overcast- breezy    
06/28/1988,Sunny- breezy    
07/17/1988,Sunny- calm    
07/24/1988,Sunny- calm    
08/26/1988,Do- temp.- pH- condition. profile taken- plus alkalinity and chloride @ 4 depths    
06/10/1989,More periphyton than previous years    
07/05/1989,Calm- sunny    
08/12/1989,Sunny- breezy    
05/13/1990,Sunny- light wind- water slightly green    
06/02/1990,Partly cloudy- lt. wind    
06/09/1990,Sunny- lt. wind    
07/01/1990,Sunny- light wind    
07/14/1990,Sunny- light wind    
07/21/1990,Sunny- light winds    
08/04/1990,Partly sunny- breezy    
08/26/1990,Sunny- windy    
09/09/1990,Partly cloudy- lt. Winds.  Lake level: Rising    
09/30/1990,Sunny- calm.  Lake level: Rising    
04/28/1991,Ice off: 4/17- water up 8-10" over last fall    
05/27/1991,Sunny- light winds.  Lake level: Rising    
06/16/1991,Sunny- light winds.  Lake level: steady    
08/17/1991,Sunny- small waves    
08/31/1991,Sunny- ripples    
10/13/1991,Ripples on the water- overcast    
08/09/1992,Sunny- small waves.    
08/16/1992,Sunny- ripple waves    
06/03/1993,Clear- calm- high water levels- 1st sample of season    
08/08/1993,Sunny- small waves    
05/22/1994,Sunny- small waves- no rain for the past 7 days- first sample of the season- ice off on 4/15/94. Water level: Very high!    
05/28/1994,Sunny- ripple waves.    
06/04/1994,Sunny- nearly calm- 75 degrees.    
06/19/1994,Sunny- nearly calm- 80 degree air temp.- water temp. 78 degrees!  noticeable increase in phytoplankton since previous sampling.    
07/09/1994,Sunny- calm- (sampling date coincides with dip-in).    
07/30/1994,Small waves- partly sunny- 75 degrees air temp    
08/28/1994,Sunny- very windy- 1.5-2" of rain and severe storms last night- very clear water    
07/30/1995,Sunny- 10-15 mph winds- 85 degrees- hot!    
08/13/1995,Sunny- calm- many boats!    
08/27/1995,Overcast- calm.    
09/04/1995,Sunny- small- moderate waves.    
10/08/1995,Calm and sunny.    
07/27/1996,Sunny- small waves- lake level remains quite high.    
08/10/1996,Sunny- small waves- heavy wind/rain 4 days ago.    
08/25/1996,High clouds- small waves- lake level is still quite high.    
10/14/1996,Partly sunny- small waves.    
05/26/1997,LAKE SAMPLE    
07/20/1997,Hazy- sun- calm.    
08/31/1997,High water persists.  Down about 6 inches from spring level.    
05/16/1998,Sunny small waves.    
05/24/1998,Sunny small waves    
07/03/1998,Sunny small waves.    
07/19/1998,Sunny and breezy.    
09/06/1998,Partly sunny small waves.    
06/13/1999,Sunny- ripple waves- broken water thermometer!    
07/04/1999,1999 Dip-in.    
07/25/1999,Sunny- calm.    
08/08/1999,Sunny- small waves- green water color!    
08/21/1999,Sunny- calm- very green water - algae bloom!    
09/11/1999,Very green water. sunny. calm.    
10/17/1999,Cloudy- small waves.    
05/07/2000,Green algae plankton visible against the secchi disk- sunny- moderate waves- and the air temperature is 75 degrees F.    
05/29/2000,Very clear water- overcast- calm- and the air temperature is 60 degrees F.    
07/04/2005,Cloudy- small waves
07/17/2005,DEEP HOLE - INTEGRATED SAMPLE    
05/08/2006,partly sunny- very small waves- ice out on April 13- 2006
07/04/2006,Sunny- small waves- lake level has dropped 5 inches since May 28- 2006
09/10/2006,sunny- calm- lake level continues to drop
09/30/2006,Partly sunny- small waves- lake level same as on Sept. 10- 2006
08/31/2008,sunny- small waves- lake level continues to lower sunny- small waves- lake level continues to lower
08/07/2012,Sunny- light breeze- small ripples
09/15/2012,Sunny- slight breeze.  Water level has dropped approximately 5 inches in the last six weeks.
06/19/2013,Calm 
08/17/2013,Sunny- calm
06/30/2014,Partly cloudy- windy.  Small waves.
08/13/2014,Partly cloudy- breezy




Start Date,Group Name,Project Name
06/08/1986,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/21/1986,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/13/1986,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/28/1986,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/03/1986,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/17/1986,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/31/1986,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
09/28/1986,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
10/25/1986,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
04/12/1987,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
04/25/1987,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
05/09/1987,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
05/17/1987,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/16/1987,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/21/1987,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/06/1987,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/19/1987,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/26/1987,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/02/1987,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/08/1987,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/15/1987,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/23/1987,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/29/1987,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
09/05/1987,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
10/04/1987,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
05/01/1988,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
05/21/1988,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
05/22/1988,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
05/28/1988,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/05/1988,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/13/1988,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/28/1988,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/17/1988,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/24/1988,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/30/1988,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/07/1988,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/13/1988,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/20/1988,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/26/1988,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
05/28/1989,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/04/1989,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/10/1989,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/05/1989,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/21/1989,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/05/1989,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/12/1989,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
05/13/1990,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/02/1990,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/09/1990,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/01/1990,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/14/1990,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/21/1990,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/04/1990,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/26/1990,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
09/09/1990,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
09/30/1990,Bob Kirschner,Statewide Lakes TP 1990
10/21/1990,Data Collectors,Statewide Lakes TP 1990
04/28/1991,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
05/11/1991,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
05/27/1991,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/16/1991,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/03/1991,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/16/1991,Bob Kirschner,
08/17/1991,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/31/1991,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
10/13/1991,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
10/13/1991,Data Collectors,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/30/1992,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/09/1992,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/16/1992,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/03/1993,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/08/1993,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/08/1993,Data Collectors,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
10/10/1993,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
10/10/1993,Data Collectors,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
05/22/1994,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
05/28/1994,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/04/1994,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/19/1994,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/09/1994,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/30/1994,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/28/1994,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/30/1995,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/30/1995,Mike Werdeo,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/13/1995,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/27/1995,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
09/04/1995,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
09/04/1995,Data Collectors,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
10/08/1995,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/27/1996,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/10/1996,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/25/1996,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
10/14/1996,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
05/26/1997,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/20/1997,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/09/1997,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/31/1997,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
05/16/1998,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
05/24/1998,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/03/1998,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/19/1998,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
09/06/1998,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/13/1999,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/04/1999,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/25/1999,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/08/1999,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/21/1999,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
09/11/1999,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
10/17/1999,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
05/07/2000,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
05/29/2000,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/04/2005,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/17/2005,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
05/08/2006,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/04/2006,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
09/10/2006,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
09/30/2006,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/31/2008,Bob Kirschner,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/21/2012,Mike Werdeo,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/07/2012,Mike Werdeo,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
09/15/2012,Mike Werdeo,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/19/2013,Mike Werdeo,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/18/2013,Mike Werdeo,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/17/2013,Mike Werdeo,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/30/2014,Mike Werdeo,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/13/2014,Mike Werdeo,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/08/2015,Mike Werdeo,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/27/2015,Mike Werdeo,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/11/2015,Mike Werdeo,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
09/26/2015,Mike Werdeo,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
06/26/2016,Mike Werdeo,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/22/2016,Mike Werdeo,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/10/2016,Mike Werdeo,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
07/21/2017,Mike Werdeo,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
08/12/2017,Mike Werdeo,Citizen Lake Monitoring - Water Quality - Crystal Lake (184200); Deep Hole
