Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Clear Lake,Burnett,2457600,NO,7,,073051,NW,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8190471,07/09/1993,12.5,NO,3.8,,,41,,,HIGH,,CLEAR,BLUE,2-Very minor aesthetic problems
8190471,07/21/1993,13.75,NO,4.2,,,39,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8190471,08/04/1993,12.25,NO,3.7,,,41,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8190471,08/24/1993,6.25,NO,1.9,,,51,,,,,,GREEN,3-Enjoyment somewhat impaired (algae)
8190471,09/17/1993,8.5,NO,2.6,,,46,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8190471,09/25/1993,10.75,NO,3.3,,,43,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
09/25/1998,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/12/1999,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/29/1999,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/12/1999,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/04/1999,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/28/1999,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
09/11/1999,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/10/2000,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/25/2000,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/09/2000,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/23/2000,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/13/2000,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/27/2000,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
09/12/2000,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/09/2001,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/24/2001,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/07/2001,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/14/2001,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/28/2001,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/15/2001,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/17/2001,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/31/2001,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
09/15/2001,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/02/2002,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/16/2002,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/05/2002,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/13/2002,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/27/2002,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/11/2002,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/25/2002,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/15/2003,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/05/2003,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/27/2003,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/02/2003,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/17/2003,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/30/2003,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/04/2004,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/18/2004,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/03/2004,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/17/2004,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/31/2004,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/11/2004,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/30/2004,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/02/2005,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/16/2005,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/05/2005,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/22/2005,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/05/2005,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/30/2005,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/11/2006,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/29/2006,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/12/2006,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/01/2006,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/14/2006,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/30/2006,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/05/2007,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/21/2007,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/09/2007,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/23/2007,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/08/2007,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/24/2007,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/15/2008,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/23/2008,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/09/2008,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/26/2008,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/10/2008,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/27/2008,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/10/2009,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/26/2009,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/12/2009,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/28/2009,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/13/2009,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/29/2009,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/13/2010,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/29/2010,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/15/2010,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/31/2010,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/16/2010,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
09/09/2010,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/08/2011,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/24/2011,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/10/2011,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/26/2011,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/11/2011,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/27/2011,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/02/2012,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
06/18/2012,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/21/2012,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/24/2012,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/07/2013,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/23/2013,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/15/2013,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/25/2013,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/10/2014,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/26/2014,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/19/2014,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/27/2014,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/13/2015,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/31/2015,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/14/2015,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/30/2015,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/15/2016,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/23/2016,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/31/2016,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/16/2016,Ralph Severson,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/16/2017,Dayna Rethlake,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/20/2017,Dayna Rethlake,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
07/30/2017,Dayna Rethlake,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/04/2017,Dayna Rethlake,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
08/12/2017,Dayna Rethlake,Citizen Lake Monitoring - Water Quality - Clear Lake; North Central
