Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Beaver Dam Lake,Barron,2081200,NO,3,,033132,NW,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,05/27/1992,9.5,,2.89,4,7,45,43,45,,,,,
1,06/24/1992,10.5,,3.2,39,40,43,57,62,,,,,
8190878,06/30/1992,12,NO,3.6,,,41,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8190878,07/16/1992,11.5,NO,3.5,,,42,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
1,08/11/1992,,,,4.85,63,,60,47,,,,,
8190878,08/19/1992,12,NO,3.6,,,41,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8190018,05/16/1994,11.5,NO,3.5,,,42,,,,,CLEAR,GREEN,2-Very minor aesthetic problems
1,05/17/1994,,,,,,,,,,,,,
8190018,06/03/1994,13.75,NO,4.2,,,39,,,,,CLEAR,GREEN,2-Very minor aesthetic problems
1,06/21/1994,,,,,,,,,,,,,
1,08/16/1994,,,,,,,,,,,,,
1,09/20/1994,,,,,,,,,,,,,
8190018,06/12/1995,15,NO,4.6,,,38,,,,,,,2-Very minor aesthetic problems
8190018,07/07/1995,14.5,NO,4.4,,,39,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
06/30/2010,5,FEET,72.5,DEGREES F,8.96,MG/L
06/30/2010,10,FEET,72.1,DEGREES F,8.88,MG/L
06/30/2010,20,FEET,61.2,DEGREES F,12.19,MG/L
06/30/2010,30,FEET,52.7,DEGREES F,10.12,MG/L
06/30/2010,35,FEET,50.1,DEGREES F,6.87,MG/L
06/30/2010,40,FEET,48.2,DEGREES F,5.35,MG/L
06/30/2010,50,FEET,44.3,DEGREES F,4.43,MG/L
06/30/2010,55,FEET,41.8,DEGREES F,2.34,MG/L
06/30/2010,60,FEET,41.3,DEGREES F,1.6,MG/L
06/30/2010,70,FEET,40.8,DEGREES F,.21,MG/L
08/06/2010,5,FEET,78,DEGREES F,9.16,MG/L
08/06/2010,10,FEET,77.6,DEGREES F,9.21,MG/L
08/06/2010,20,FEET,71,DEGREES F,8.98,MG/L
08/06/2010,25,FEET,59.3,DEGREES F,9.42,MG/L
08/06/2010,30,FEET,54.2,DEGREES F,8.6,MG/L
08/06/2010,40,FEET,48.7,DEGREES F,3,MG/L
08/06/2010,50,FEET,44.6,DEGREES F,1.81,MG/L
08/06/2010,60,FEET,42.4,DEGREES F,.93,MG/L
08/06/2010,70,FEET,41.4,DEGREES F,.11,MG/L
08/06/2010,80,FEET,41.1,DEGREES F,.09,MG/L
09/12/2010,5,FEET,66.3,DEGREES F,9.05,MG/L
09/12/2010,10,FEET,66.2,DEGREES F,9.08,MG/L
09/12/2010,20,FEET,65.6,DEGREES F,9.04,MG/L
09/12/2010,25,FEET,65.1,DEGREES F,8.75,MG/L
09/12/2010,30,FEET,54.7,DEGREES F,2.65,MG/L
09/12/2010,35,FEET,51.4,DEGREES F,.6,MG/L
09/12/2010,40,FEET,48,DEGREES F,.15,MG/L
09/12/2010,45,FEET,45.9,DEGREES F,.22,MG/L
09/12/2010,50,FEET,45.1,DEGREES F,.22,MG/L
09/12/2010,60,FEET,43.5,DEGREES F,.08,MG/L
10/05/2010,5,FEET,58.5,DEGREES F,8.97,MG/L
10/05/2010,10,FEET,58.4,DEGREES F,8.98,MG/L
10/05/2010,15,FEET,58.4,DEGREES F,9,MG/L
10/05/2010,20,FEET,58.2,DEGREES F,9,MG/L
10/05/2010,25,FEET,57.6,DEGREES F,8.82,MG/L
10/05/2010,30,FEET,57.3,DEGREES F,8.4,MG/L
10/05/2010,35,FEET,55.7,DEGREES F,4.62,MG/L
10/05/2010,40,FEET,48.8,DEGREES F,.18,MG/L
10/05/2010,45,FEET,46.8,DEGREES F,.11,MG/L
10/05/2010,50,FEET,44.6,DEGREES F,.1,MG/L
10/05/2010,60,FEET,42.8,DEGREES F,.09,MG/L
06/30/2011,5,FEET,74.1,DEGREES F,9.09,MG/L
06/30/2011,10,FEET,71.3,DEGREES F,9.3,MG/L
06/30/2011,20,FEET,63.7,DEGREES F,8.1,MG/L
06/30/2011,30,FEET,48.5,DEGREES F,7.61,MG/L
06/30/2011,40,FEET,44.1,DEGREES F,7.91,MG/L
06/30/2011,50,FEET,43,DEGREES F,8.08,MG/L
06/30/2011,60,FEET,42.6,DEGREES F,8.6,MG/L
06/30/2011,70,FEET,41.8,DEGREES F,7.52,MG/L
06/30/2011,80,FEET,41.5,DEGREES F,4.85,MG/L
06/30/2011,90,FEET,41.6,DEGREES F,.22,MG/L
06/30/2011,95,FEET,41.6,DEGREES F,.2,MG/L
07/25/2011,5,FEET,78.8,DEGREES F,7.88,MG/L
07/25/2011,10,FEET,78.7,DEGREES F,7.87,MG/L
07/25/2011,20,FEET,66.1,DEGREES F,6.7,MG/L
07/25/2011,30,FEET,50.3,DEGREES F,6.75,MG/L
07/25/2011,40,FEET,45,DEGREES F,5.75,MG/L
07/25/2011,50,FEET,43.1,DEGREES F,6.22,MG/L
07/25/2011,60,FEET,42.1,DEGREES F,7.04,MG/L
07/25/2011,70,FEET,41.8,DEGREES F,5.83,MG/L
07/25/2011,80,FEET,41.5,DEGREES F,2.6,MG/L
07/25/2011,90,FEET,41.4,DEGREES F,.18,MG/L
09/07/2011,5,FEET,70.5,DEGREES F,9.92,MG/L
09/07/2011,10,FEET,70.1,DEGREES F,9.83,MG/L
09/07/2011,20,FEET,69.7,DEGREES F,8.9,MG/L
09/07/2011,25,FEET,58.3,DEGREES F,2.1,MG/L
09/07/2011,30,FEET,51,DEGREES F,2.42,MG/L
09/07/2011,40,FEET,44.8,DEGREES F,4.32,MG/L
09/07/2011,50,FEET,43.3,DEGREES F,5.16,MG/L
09/07/2011,60,FEET,42.5,DEGREES F,4.3,MG/L
09/07/2011,70,FEET,41.9,DEGREES F,2.2,MG/L
09/07/2011,80,FEET,41.5,DEGREES F,.17,MG/L
10/05/2011,5,FEET,60.3,DEGREES F,11.35,MG/L
10/05/2011,10,FEET,59.5,DEGREES F,11.36,MG/L
10/05/2011,20,FEET,58,DEGREES F,10.5,MG/L
10/05/2011,30,FEET,57,DEGREES F,8.8,MG/L
10/05/2011,35,FEET,48.2,DEGREES F,.85,MG/L
10/05/2011,40,FEET,45.5,DEGREES F,1.9,MG/L
10/05/2011,50,FEET,43.3,DEGREES F,4.13,MG/L
10/05/2011,60,FEET,42.2,DEGREES F,2.3,MG/L
10/05/2011,70,FEET,41.8,DEGREES F,.17,MG/L
10/05/2011,80,FEET,41.7,DEGREES F,.15,MG/L
06/05/2012,5,FEET,69.7,DEGREES F,9.75,MG/L
06/05/2012,10,FEET,67.2,DEGREES F,10.15,MG/L
06/05/2012,20,FEET,60.8,DEGREES F,9.25,MG/L
06/05/2012,30,FEET,48.4,DEGREES F,9.35,MG/L
06/05/2012,40,FEET,45.6,DEGREES F,8.15,MG/L
06/05/2012,50,FEET,44.8,DEGREES F,7.64,MG/L
06/05/2012,60,FEET,44.3,DEGREES F,6.94,MG/L
06/05/2012,70,FEET,43.9,DEGREES F,5.98,MG/L
06/05/2012,80,FEET,43.8,DEGREES F,4.96,MG/L
06/05/2012,90,FEET,43.6,DEGREES F,2.8,MG/L
06/05/2012,94,FEET,43.6,DEGREES F,.4,MG/L
07/19/2012,5,FEET,79.5,DEGREES F,6.7,MG/L
07/19/2012,10,FEET,79,DEGREES F,6.5,MG/L
07/19/2012,20,FEET,65.4,DEGREES F,7.1,MG/L
07/19/2012,30,FEET,50.3,DEGREES F,6.5,MG/L
07/19/2012,40,FEET,46.5,DEGREES F,5.22,MG/L
07/19/2012,50,FEET,45,DEGREES F,4.5,MG/L
07/19/2012,60,FEET,44.3,DEGREES F,3.4,MG/L
07/19/2012,70,FEET,44,DEGREES F,1.8,MG/L
07/19/2012,80,FEET,43.8,DEGREES F,.17,MG/L
07/19/2012,90,FEET,43.7,DEGREES F,.16,MG/L
09/29/2012,5,FEET,60.4,DEGREES F,8.58,MG/L
09/29/2012,10,FEET,60.2,DEGREES F,8.55,MG/L
09/29/2012,20,FEET,58.8,DEGREES F,8,MG/L
09/29/2012,30,FEET,57.1,DEGREES F,5.57,MG/L
09/29/2012,40,FEET,46.8,DEGREES F,.6,MG/L
09/29/2012,50,FEET,45,DEGREES F,.28,MG/L
09/29/2012,60,FEET,44.3,DEGREES F,.09,MG/L
09/29/2012,70,FEET,44,DEGREES F,.08,MG/L
09/29/2012,80,FEET,43.8,DEGREES F,.07,MG/L
09/29/2012,90,FEET,43.6,DEGREES F,.07,MG/L
07/03/2013,5,FEET,74.7,DEGREES F,8.8,MG/L
07/03/2013,10,FEET,74,DEGREES F,8.9,MG/L
07/03/2013,15,FEET,65.3,DEGREES F,7.7,MG/L
07/03/2013,20,FEET,55.1,DEGREES F,8.23,MG/L
07/03/2013,30,FEET,45.3,DEGREES F,7.15,MG/L
07/03/2013,40,FEET,42.5,DEGREES F,6.15,MG/L
07/03/2013,50,FEET,41,DEGREES F,5,MG/L
07/03/2013,60,FEET,40.5,DEGREES F,2.95,MG/L
07/03/2013,70,FEET,40.6,DEGREES F,.18,MG/L
07/31/2013,5,FEET,70.2,DEGREES F,8.72,MG/L
07/31/2013,10,FEET,70.1,DEGREES F,8.75,MG/L
07/31/2013,15,FEET,68.8,DEGREES F,8.2,MG/L
07/31/2013,20,FEET,58,DEGREES F,6.05,MG/L
07/31/2013,30,FEET,45.6,DEGREES F,6.29,MG/L
07/31/2013,50,FEET,41.4,DEGREES F,4.54,MG/L
07/31/2013,60,FEET,40.8,DEGREES F,3.08,MG/L
07/31/2013,70,FEET,4.5,DEGREES F,.55,MG/L
07/31/2013,80,FEET,40.5,DEGREES F,.07,MG/L
09/04/2013,5,FEET,73.3,DEGREES F,11.3,MG/L
09/04/2013,10,FEET,73.3,DEGREES F,11.2,MG/L
09/04/2013,20,FEET,63.6,DEGREES F,8.85,MG/L
09/04/2013,30,FEET,47.1,DEGREES F,7.8,MG/L
09/04/2013,40,FEET,43.1,DEGREES F,6.66,MG/L
09/04/2013,50,FEET,41.7,DEGREES F,5.57,MG/L
09/04/2013,60,FEET,41,DEGREES F,3.58,MG/L
09/04/2013,70,FEET,40.9,DEGREES F,2.03,MG/L
09/04/2013,80,FEET,40.6,DEGREES F,1.84,MG/L
09/04/2013,90,FEET,40.6,DEGREES F,1.66,MG/L
09/25/2013,5,FEET,64.2,DEGREES F,13.11,MG/L
09/25/2013,10,FEET,64,DEGREES F,13.1,MG/L
09/25/2013,20,FEET,62.9,DEGREES F,12.62,MG/L
09/25/2013,25,FEET,55.7,DEGREES F,6.78,MG/L
09/25/2013,30,FEET,47.5,DEGREES F,6,MG/L
09/25/2013,40,FEET,43.5,DEGREES F,4.6,MG/L
09/25/2013,50,FEET,42,DEGREES F,3.26,MG/L
09/25/2013,60,FEET,41.1,DEGREES F,2.45,MG/L
09/25/2013,70,FEET,40.8,DEGREES F,1.43,MG/L
09/25/2013,80,FEET,40.6,DEGREES F,1.3,MG/L
09/25/2013,90,FEET,40.6,DEGREES F,1.21,MG/L
06/21/2014,5,FEET,70.4,DEGREES F,8.78,MG/L
06/21/2014,10,FEET,65.6,DEGREES F,8.9,MG/L
06/21/2014,20,FEET,55.1,DEGREES F,6.7,MG/L
06/21/2014,30,FEET,45.9,DEGREES F,7.58,MG/L
06/21/2014,40,FEET,43.3,DEGREES F,6.78,MG/L
06/21/2014,50,FEET,41.5,DEGREES F,7.54,MG/L
06/21/2014,60,FEET,40.8,DEGREES F,7.45,MG/L
06/21/2014,70,FEET,40.9,DEGREES F,6.4,MG/L
06/21/2014,80,FEET,40.1,DEGREES F,3.4,MG/L
07/17/2014,5,FEET,72.8,DEGREES F,8.55,MG/L
07/17/2014,10,FEET,72.2,DEGREES F,8.7,MG/L
07/17/2014,20,FEET,53,DEGREES F,6.25,MG/L
07/17/2014,30,FEET,44.6,DEGREES F,6.19,MG/L
07/17/2014,40,FEET,42.7,DEGREES F,5.91,MG/L
07/17/2014,50,FEET,41.7,DEGREES F,6.26,MG/L
07/17/2014,60,FEET,41.2,DEGREES F,6.2,MG/L
07/17/2014,70,FEET,40.9,DEGREES F,6.24,MG/L
07/17/2014,80,FEET,40.7,DEGREES F,5.2,MG/L
07/17/2014,90,FEET,40.6,DEGREES F,.15,MG/L
08/09/2014,5,FEET,77,DEGREES F,8.5,MG/L
08/09/2014,10,FEET,76.6,DEGREES F,8.54,MG/L
08/09/2014,15,FEET,72.3,DEGREES F,7.52,MG/L
08/09/2014,20,FEET,56.8,DEGREES F,5.35,MG/L
08/09/2014,30,FEET,45.6,DEGREES F,4.88,MG/L
08/09/2014,40,FEET,42.5,DEGREES F,4.58,MG/L
08/09/2014,50,FEET,41.1,DEGREES F,5.33,MG/L
08/09/2014,60,FEET,40.7,DEGREES F,5.1,MG/L
08/22/2014,5,FEET,70.5,DEGREES F,8,MG/L
08/22/2014,10,FEET,70.4,DEGREES F,7.98,MG/L
08/22/2014,20,FEET,66.4,DEGREES F,6.35,MG/L
08/22/2014,30,FEET,45.6,DEGREES F,3.84,MG/L
08/22/2014,40,FEET,42.4,DEGREES F,2.96,MG/L
08/22/2014,50,FEET,41.2,DEGREES F,4.55,MG/L
08/22/2014,60,FEET,40.7,DEGREES F,4.05,MG/L
08/22/2014,70,FEET,40.8,DEGREES F,.13,MG/L
08/22/2014,80,FEET,40.8,DEGREES F,.09,MG/L
06/14/2015,5,FEET,66.9,DEGREES F,11.1,MG/L
06/14/2015,10,FEET,65.8,DEGREES F,11.12,MG/L
06/14/2015,15,FEET,63.9,DEGREES F,10.7,MG/L
06/14/2015,20,FEET,54.8,DEGREES F,11.67,MG/L
06/14/2015,25,FEET,47.7,DEGREES F,11.9,MG/L
06/14/2015,30,FEET,43.6,DEGREES F,10.55,MG/L
06/14/2015,40,FEET,40.9,DEGREES F,8.97,MG/L
06/14/2015,50,FEET,40.1,DEGREES F,8.31,MG/L
06/14/2015,60,FEET,39.6,DEGREES F,7.7,MG/L
06/14/2015,70,FEET,39.2,DEGREES F,5.8,MG/L
06/14/2015,80,FEET,39.1,DEGREES F,4.4,MG/L
06/14/2015,90,FEET,38.9,DEGREES F,1.82,MG/L
07/10/2015,5,FEET,71.3,DEGREES F,10.5,MG/L
07/10/2015,10,FEET,70.1,DEGREES F,11,MG/L
07/10/2015,20,FEET,56.7,DEGREES F,10.85,MG/L
07/10/2015,30,FEET,44.4,DEGREES F,9,MG/L
07/10/2015,40,FEET,40.5,DEGREES F,8.45,MG/L
07/10/2015,50,FEET,39.7,DEGREES F,7.5,MG/L
07/10/2015,60,FEET,39.1,DEGREES F,6.35,MG/L
07/10/2015,70,FEET,38.7,DEGREES F,4.55,MG/L
07/10/2015,80,FEET,38.8,DEGREES F,.23,MG/L
07/10/2015,90,FEET,38.8,DEGREES F,.16,MG/L
07/23/2015,5,FEET,72,DEGREES F,10.3,MG/L
07/23/2015,10,FEET,71.5,DEGREES F,10.37,MG/L
07/23/2015,20,FEET,61,DEGREES F,9.44,MG/L
07/23/2015,30,FEET,43.8,DEGREES F,7.9,MG/L
07/23/2015,40,FEET,41.2,DEGREES F,7.13,MG/L
07/23/2015,50,FEET,39.6,DEGREES F,6.68,MG/L
07/23/2015,60,FEET,38.8,DEGREES F,4.7,MG/L
07/23/2015,70,FEET,39,DEGREES F,.2,MG/L
07/23/2015,80,FEET,39.2,DEGREES F,.12,MG/L
09/07/2015,5,FEET,68.7,DEGREES F,11.1,MG/L
09/07/2015,10,FEET,68.2,DEGREES F,11.15,MG/L
09/07/2015,20,FEET,61.5,DEGREES F,9.7,MG/L
09/07/2015,30,FEET,46,DEGREES F,3.3,MG/L
09/07/2015,40,FEET,40.7,DEGREES F,2.7,MG/L
09/07/2015,50,FEET,39.4,DEGREES F,2.6,MG/L
09/07/2015,60,FEET,38,DEGREES F,1.42,MG/L
09/07/2015,70,FEET,37.5,DEGREES F,.11,MG/L
09/07/2015,80,FEET,37.5,DEGREES F,.08,MG/L
07/05/2016,5,FEET,70.3,DEGREES F,8.88,MG/L
07/05/2016,10,FEET,68.9,DEGREES F,9.05,MG/L
07/05/2016,20,FEET,53.5,DEGREES F,12.51,MG/L
07/05/2016,30,FEET,43.1,DEGREES F,9.7,MG/L
07/05/2016,40,FEET,37.6,DEGREES F,8.73,MG/L
07/05/2016,50,FEET,36.1,DEGREES F,3.99,MG/L
07/05/2016,60,FEET,36.2,DEGREES F,.12,MG/L
07/05/2016,70,FEET,36.2,DEGREES F,.1,MG/L
08/01/2016,5,FEET,70.9,DEGREES F,9.7,MG/L
08/01/2016,10,FEET,70.2,DEGREES F,9.7,MG/L
08/01/2016,20,FEET,59.8,DEGREES F,12.32,MG/L
08/01/2016,30,FEET,4.3,DEGREES F,9.75,MG/L
08/01/2016,40,FEET,38.3,DEGREES F,8,MG/L
08/01/2016,50,FEET,36,DEGREES F,9.9,MG/L
08/01/2016,60,FEET,35.4,DEGREES F,8.9,MG/L
08/01/2016,70,FEET,35.7,DEGREES F,.23,MG/L
08/07/2016,5,FEET,71.5,DEGREES F,9.65,MG/L
08/07/2016,10,FEET,70.8,DEGREES F,9.65,MG/L
08/07/2016,20,FEET,61.4,DEGREES F,11.1,MG/L
08/07/2016,30,FEET,50,DEGREES F,.12,MG/L
08/07/2016,40,FEET,49.5,DEGREES F,.08,MG/L
08/07/2016,50,FEET,48.5,DEGREES F,.08,MG/L
09/18/2016,5,FEET,62.4,DEGREES F,10.48,MG/L
09/18/2016,10,FEET,62.2,DEGREES F,10.5,MG/L
09/18/2016,20,FEET,61.3,DEGREES F,10.32,MG/L
09/18/2016,30,FEET,45,DEGREES F,5.45,MG/L
09/18/2016,40,FEET,38.5,DEGREES F,3.8,MG/L
09/18/2016,50,FEET,36.4,DEGREES F,5.8,MG/L
09/18/2016,60,FEET,36.1,DEGREES F,.23,MG/L
09/18/2016,70,FEET,36.2,DEGREES F,.15,MG/L



Start Date,Fieldwork Comment
05/27/1992,IF TP  more than  0.2 RUN AT HIGH LEVEL    
06/30/1992,Slight ripple- sunny- sighted one loon.    
07/16/1992,North chop- sunny- sighted one bald eagle.    
08/11/1992,IF TP  more than  0.2 RUN AT HIGH LEVEL    
08/19/1992,Some algae blooms.    
05/16/1994,Clear-slight ripple.    
06/21/1994,LAKE SAMPLE    
07/07/1995,Clear blue sky.    
05/30/1997,First nice day.  Lots of boat traffic.    
06/26/1997,Some algae blooms by the shore. Very little breeze.    
06/26/2000,Did not take a secchi reading on 6/6 because it was too windy.    
07/11/2000,Recent heavy rain at 4.5 inches.    
07/31/2000,Another recent heavy rain.    
05/29/2007,Zach + Dave helpers
06/20/2007,Very windy- again!!
07/25/2007,Zach- Austin- + Dave helpers.
08/22/2007,Still- clear-warm. Zach B. helper.
08/06/2010,Recent heavy rains
06/21/2014,Lots of boat traffic.....boat rocking.




Start Date,Group Name,Project Name
05/27/1992,Data Collectors,LAKE MGT PROJECTS
06/24/1992,Data Collectors,LAKE MGT PROJECTS
06/30/1992,Meryl Hubbard,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/16/1992,Meryl Hubbard,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/11/1992,Data Collectors,LAKE MGT PROJECTS
08/19/1992,Meryl Hubbard,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
05/16/1994,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
05/17/1994,Data Collectors,LAKE MANAGEMENT PROJ - 1994
06/03/1994,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/21/1994,Data Collectors,LAKE MANAGEMENT PROJ - 1994
08/16/1994,Data Collectors,LAKE MANAGEMENT PROJECTS
09/20/1994,Data Collectors,LAKE MANAGEMENT PROJECTS
06/12/1995,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/07/1995,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/26/1995,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/23/1995,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
09/05/1995,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/13/1996,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/22/1996,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/02/1996,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
09/18/1996,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
05/30/1997,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/26/1997,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/28/1997,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
05/26/1998,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/09/1998,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/30/1998,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/31/1998,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/31/1998,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/26/2000,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/11/2000,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/31/2000,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/29/2000,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
10/18/2000,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/28/2001,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/14/2001,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/03/2001,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
09/06/2001,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
10/01/2001,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/05/2002,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/19/2002,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/17/2002,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/31/2002,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/27/2002,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/03/2004,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/17/2004,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/29/2004,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/19/2004,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
09/11/2004,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
10/10/2004,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
05/19/2005,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/10/2005,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/28/2005,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/14/2005,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/04/2005,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/23/2005,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
05/29/2007,Nancy Bentz,Beaver Dam Lake Comprehensive Water Quality Study 2007
06/20/2007,Nancy Bentz,Beaver Dam Lake Comprehensive Water Quality Study 2007
06/28/2007,Nancy Bentz,Beaver Dam Lake Comprehensive Water Quality Study 2007
06/28/2007,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/17/2007,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/25/2007,Nancy Bentz,Beaver Dam Lake Comprehensive Water Quality Study 2007
07/25/2007,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/06/2007,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/22/2007,Nancy Bentz,Beaver Dam Lake Comprehensive Water Quality Study 2007
08/22/2007,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
09/16/2007,Nancy Bentz,Beaver Dam Lake Comprehensive Water Quality Study 2007
09/16/2007,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
09/26/2007,Nancy Bentz,Beaver Dam Lake Comprehensive Water Quality Study 2007
09/26/2007,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; P O Access Bay
09/26/2007,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/28/2008,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/29/2008,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
09/17/2008,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/04/2009,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/07/2009,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/09/2009,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
09/03/2009,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
09/15/2009,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/30/2010,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
