Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Whitefish Lake,Douglas,2694000,NO,16,,163389,NW,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,03/04/1998,,,,,,,,,,,,,
1,04/21/1998,,,,1.13,,,,36,,,,,
1,06/10/1998,,,,1.9,,,,40,,,,,
1,07/09/1998,,,,1.17,5,,41,36,,,,,
1,08/12/1998,,,,1.57,,,,38,,,,,
05/27/2003,60,FEET,41.7,DEGREES F,,
05/27/2003,80,FEET,40.8,DEGREES F,,
05/27/2003,100,FEET,40.6,DEGREES F,,
06/23/2003,0,FEET,70.5,DEGREES F,9,MG/L
06/23/2003,3,FEET,69.5,DEGREES F,8.9,MG/L
06/23/2003,10,FEET,69.4,DEGREES F,9,MG/L
06/23/2003,20,FEET,65.6,DEGREES F,9.1,MG/L
06/23/2003,30,FEET,61.1,DEGREES F,10.4,MG/L
06/23/2003,35,FEET,55.2,DEGREES F,11,MG/L
06/23/2003,40,FEET,52.5,DEGREES F,11.3,MG/L
06/23/2003,50,FEET,46.5,DEGREES F,11.2,MG/L
06/23/2003,60,FEET,43.8,DEGREES F,10.7,MG/L
06/23/2003,80,FEET,41.5,DEGREES F,9,MG/L
06/23/2003,100,FEET,41,DEGREES F,1.8,MG/L
07/28/2003,0,FEET,75.4,DEGREES F,8.7,MG/L
07/28/2003,3,FEET,75.2,DEGREES F,8.5,MG/L
07/28/2003,10,FEET,74.6,DEGREES F,8.6,MG/L
07/28/2003,20,FEET,73.3,DEGREES F,8.8,MG/L
07/28/2003,30,FEET,67.7,DEGREES F,9.7,MG/L
07/28/2003,35,FEET,60,DEGREES F,10.5,MG/L
07/28/2003,40,FEET,54.4,DEGREES F,11.2,MG/L
07/28/2003,50,FEET,47.8,DEGREES F,9.9,MG/L
07/28/2003,60,FEET,44.3,DEGREES F,8,MG/L
07/28/2003,80,FEET,42.4,DEGREES F,5.8,MG/L
07/28/2003,100,FEET,42.3,DEGREES F,1.9,MG/L
08/19/2003,0,FEET,78.1,DEGREES F,9,MG/L
08/19/2003,3,FEET,78,DEGREES F,8.9,MG/L
08/19/2003,10,FEET,77.6,DEGREES F,8.9,MG/L
08/19/2003,20,FEET,76.3,DEGREES F,9,MG/L
08/19/2003,30,FEET,70.8,DEGREES F,9.1,MG/L
08/19/2003,35,FEET,61,DEGREES F,10.5,MG/L
08/19/2003,40,FEET,54.7,DEGREES F,10.6,MG/L
08/19/2003,50,FEET,48.1,DEGREES F,9.4,MG/L
08/19/2003,60,FEET,44.7,DEGREES F,8.1,MG/L
08/19/2003,80,FEET,43,DEGREES F,5.5,MG/L
08/19/2003,100,FEET,42.6,DEGREES F,2.9,MG/L
09/09/2003,3,FEET,71.9,DEGREES F,9.2,MG/L
09/09/2003,10,FEET,71.7,DEGREES F,9.2,MG/L
09/09/2003,20,FEET,70.8,DEGREES F,9.2,MG/L
09/09/2003,30,FEET,69.7,DEGREES F,8.7,MG/L
09/09/2003,35,FEET,68.9,DEGREES F,8.5,MG/L
09/09/2003,40,FEET,57.2,DEGREES F,9.2,MG/L
09/09/2003,50,FEET,47.9,DEGREES F,8.1,MG/L
09/09/2003,60,FEET,44.7,DEGREES F,6.8,MG/L
09/09/2003,80,FEET,43,DEGREES F,3.4,MG/L
09/09/2003,100,FEET,42.6,DEGREES F,3,MG/L
10/05/2003,3,FEET,55,DEGREES F,10.3,MG/L
10/05/2003,10,FEET,54.8,DEGREES F,10.3,MG/L
10/05/2003,20,FEET,54.7,DEGREES F,10.3,MG/L
10/05/2003,30,FEET,54.7,DEGREES F,10.3,MG/L
10/05/2003,35,FEET,54.7,DEGREES F,10.4,MG/L
10/05/2003,40,FEET,54.7,DEGREES F,10.4,MG/L
10/05/2003,50,FEET,54.1,DEGREES F,9.9,MG/L
10/05/2003,60,FEET,45.3,DEGREES F,5.1,MG/L
10/05/2003,80,FEET,43,DEGREES F,1.9,MG/L
10/05/2003,100,FEET,42.7,DEGREES F,1.8,MG/L
05/18/2004,0,FEET,,,11.1,MG/L
05/18/2004,,,12.4,C,11.1,MG/L
05/25/2004,1,FEET,53.3,DEGREES F,10.7,MG/L
05/25/2004,3,FEET,53.2,DEGREES F,10.5,MG/L
05/25/2004,10,FEET,53.2,DEGREES F,10.5,MG/L
05/25/2004,20,FEET,53.1,DEGREES F,10.4,MG/L
05/25/2004,30,FEET,53.1,DEGREES F,10.4,MG/L
05/25/2004,35,FEET,52.9,DEGREES F,10.4,MG/L
05/25/2004,40,FEET,51.7,DEGREES F,10.5,MG/L
05/25/2004,50,FEET,48.9,DEGREES F,10.8,MG/L
05/25/2004,60,FEET,45.7,DEGREES F,10.1,MG/L
05/25/2004,80,FEET,45,DEGREES F,9.3,MG/L
05/25/2004,100,FEET,44.7,DEGREES F,7.3,MG/L
06/15/2004,1,FEET,66.2,DEGREES F,9.1,MG/L
06/15/2004,3,FEET,65.3,DEGREES F,9.1,MG/L
06/15/2004,10,FEET,64.8,DEGREES F,9.2,MG/L
06/15/2004,20,FEET,66.3,DEGREES F,9.3,MG/L
06/15/2004,30,FEET,59.2,DEGREES F,9.9,MG/L
06/15/2004,35,FEET,57.5,DEGREES F,10,MG/L
06/15/2004,40,FEET,55.4,DEGREES F,10,MG/L
06/15/2004,50,FEET,51.2,DEGREES F,9.8,MG/L
06/15/2004,60,FEET,47,DEGREES F,9,MG/L
06/15/2004,80,FEET,45.7,DEGREES F,7.7,MG/L
06/15/2004,100,FEET,45.1,DEGREES F,2,MG/L
07/10/2004,1,FEET,75,DEGREES F,8.7,MG/L
07/10/2004,3,FEET,74.3,DEGREES F,8.5,MG/L
07/10/2004,10,FEET,73.9,DEGREES F,8.4,MG/L
07/10/2004,20,FEET,71,DEGREES F,9.2,MG/L
07/10/2004,30,FEET,66.2,DEGREES F,9.4,MG/L
07/10/2004,35,FEET,61.4,DEGREES F,9.3,MG/L
07/10/2004,40,FEET,58.1,DEGREES F,9.9,MG/L
07/10/2004,50,FEET,52,DEGREES F,8.8,MG/L
07/10/2004,60,FEET,48.1,DEGREES F,7,MG/L
07/10/2004,80,FEET,45.8,DEGREES F,4,MG/L
07/10/2004,100,FEET,45,DEGREES F,.8,MG/L
09/07/2004,1,FEET,67.4,DEGREES F,8.8,MG/L
09/07/2004,3,FEET,67.4,DEGREES F,8.6,MG/L
09/07/2004,10,FEET,67.4,DEGREES F,8.6,MG/L
09/07/2004,20,FEET,67.4,DEGREES F,8.6,MG/L
09/07/2004,30,FEET,67.4,DEGREES F,8.6,MG/L
09/07/2004,35,FEET,66.3,DEGREES F,8.1,MG/L
09/07/2004,40,FEET,55.2,DEGREES F,7.6,MG/L
09/07/2004,50,FEET,53,DEGREES F,6,MG/L
09/07/2004,60,FEET,48.6,DEGREES F,3.5,MG/L
09/07/2004,80,FEET,46,DEGREES F,1,MG/L
09/07/2004,100,FEET,45.6,DEGREES F,.6,MG/L
10/06/2004,1,FEET,58.4,DEGREES F,9.5,MG/L
10/06/2004,3,FEET,58.3,DEGREES F,9.3,MG/L
10/06/2004,10,FEET,58.3,DEGREES F,9.2,MG/L
10/06/2004,20,FEET,58.2,DEGREES F,9.1,MG/L
10/06/2004,30,FEET,58.2,DEGREES F,9.1,MG/L
10/06/2004,35,FEET,58.2,DEGREES F,9,MG/L
10/06/2004,40,FEET,58.2,DEGREES F,9,MG/L
10/06/2004,50,FEET,58.2,DEGREES F,8.9,MG/L
10/06/2004,60,FEET,57.9,DEGREES F,8.6,MG/L
10/06/2004,65,FEET,58.2,DEGREES F,8.6,MG/L
10/06/2004,80,FEET,46.3,DEGREES F,.8,MG/L
10/06/2004,100,FEET,45.7,DEGREES F,.6,MG/L
05/10/2005,0,FEET,52.4,DEGREES F,11.4,MG/L
05/10/2005,3,FEET,53.3,DEGREES F,11.5,MG/L
05/10/2005,10,FEET,53.2,DEGREES F,11.5,MG/L
05/10/2005,20,FEET,48.7,DEGREES F,12,MG/L
05/10/2005,25,FEET,47.8,DEGREES F,12.1,MG/L
05/10/2005,30,FEET,47.1,DEGREES F,12.1,MG/L
05/10/2005,35,FEET,46.8,DEGREES F,12,MG/L
05/10/2005,40,FEET,46.6,DEGREES F,11.9,MG/L
05/10/2005,45,FEET,46.2,DEGREES F,11.9,MG/L
05/10/2005,50,FEET,45.8,DEGREES F,11.7,MG/L
05/10/2005,60,FEET,45.4,DEGREES F,11.5,MG/L
05/10/2005,80,FEET,44.2,DEGREES F,10.8,MG/L
05/10/2005,100,FEET,44.5,DEGREES F,1.1,MG/L
06/20/2005,0,FEET,71.1,DEGREES F,9.6,MG/L
06/20/2005,3,FEET,70.8,DEGREES F,9.4,MG/L
06/20/2005,10,FEET,69.9,DEGREES F,9.3,MG/L
06/20/2005,20,FEET,65.2,DEGREES F,9.8,MG/L
06/20/2005,25,FEET,60.1,DEGREES F,10.6,MG/L
06/20/2005,30,FEET,57.5,DEGREES F,10.7,MG/L
06/20/2005,35,FEET,54.6,DEGREES F,10.7,MG/L
06/20/2005,40,FEET,52.3,DEGREES F,10.7,MG/L
06/20/2005,45,FEET,49,DEGREES F,10.7,MG/L
06/20/2005,50,FEET,46.8,DEGREES F,9.5,MG/L
06/20/2005,60,FEET,49.9,DEGREES F,8.9,MG/L
06/20/2005,80,FEET,44.7,DEGREES F,5.8,MG/L
06/20/2005,100,FEET,44.5,DEGREES F,1.1,MG/L
07/12/2005,0,FEET,77.6,DEGREES F,9.9,MG/L
07/12/2005,3,FEET,76.4,DEGREES F,9.2,MG/L
07/12/2005,10,FEET,75.7,DEGREES F,9.1,MG/L
07/12/2005,20,FEET,71.8,DEGREES F,9.4,MG/L
07/12/2005,25,FEET,70.1,DEGREES F,9.4,MG/L
07/12/2005,30,FEET,64.2,DEGREES F,10,MG/L
07/12/2005,35,FEET,57.4,DEGREES F,10.2,MG/L
07/12/2005,40,FEET,54.8,DEGREES F,10.2,MG/L
07/12/2005,45,FEET,50.6,DEGREES F,10.1,MG/L
07/12/2005,50,FEET,49.1,DEGREES F,9.5,MG/L
07/12/2005,60,FEET,46.8,DEGREES F,8.2,MG/L
07/12/2005,80,FEET,45.1,DEGREES F,3.9,MG/L
07/12/2005,100,FEET,44.7,DEGREES F,1.2,MG/L
08/24/2005,0,FEET,71.3,DEGREES F,11.1,MG/L
08/24/2005,3,FEET,71.2,DEGREES F,10.3,MG/L
08/24/2005,10,FEET,71.2,DEGREES F,9.9,MG/L
08/24/2005,20,FEET,70.9,DEGREES F,9.6,MG/L
08/24/2005,25,FEET,70.7,DEGREES F,9.5,MG/L
08/24/2005,30,FEET,70.3,DEGREES F,9.1,MG/L
08/24/2005,35,FEET,66.9,DEGREES F,8.6,MG/L
08/24/2005,40,FEET,55.8,DEGREES F,9.1,MG/L
08/24/2005,45,FEET,53,DEGREES F,8.7,MG/L
08/24/2005,50,FEET,49.9,DEGREES F,7.6,MG/L
08/24/2005,60,FEET,46.8,DEGREES F,4.1,MG/L
08/24/2005,80,FEET,45.4,DEGREES F,1.8,MG/L
08/24/2005,100,FEET,45,DEGREES F,1.5,MG/L
05/03/2006,0,FEET,52.3,DEGREES F,12.2,MG/L
05/03/2006,3,FEET,52.3,DEGREES F,12.1,MG/L
05/03/2006,10,FEET,52.3,DEGREES F,12.1,MG/L
05/03/2006,20,FEET,52.2,DEGREES F,12,MG/L
05/03/2006,25,FEET,52.2,DEGREES F,11.9,MG/L
05/03/2006,30,FEET,52.2,DEGREES F,11.9,MG/L
05/03/2006,35,FEET,52,DEGREES F,11.8,MG/L
05/03/2006,40,FEET,51.7,DEGREES F,11.8,MG/L
05/03/2006,45,FEET,52.2,DEGREES F,11.7,MG/L
05/03/2006,50,FEET,49.7,DEGREES F,11.8,MG/L
05/03/2006,60,FEET,46.5,DEGREES F,11.8,MG/L
05/03/2006,80,FEET,42.5,DEGREES F,10,MG/L
05/03/2006,100,FEET,42,DEGREES F,9.6,MG/L
06/10/2006,0,FEET,68.4,DEGREES F,,
06/10/2006,3,FEET,68.4,DEGREES F,,
06/10/2006,10,FEET,68.4,DEGREES F,,
06/10/2006,20,FEET,68.4,DEGREES F,,
06/10/2006,25,FEET,60.7,DEGREES F,,
06/10/2006,30,FEET,58.8,DEGREES F,,
06/10/2006,35,FEET,56,DEGREES F,,
06/10/2006,40,FEET,53.6,DEGREES F,,
06/10/2006,50,FEET,49.3,DEGREES F,,
06/10/2006,60,FEET,47.8,DEGREES F,,
06/10/2006,80,FEET,42.6,DEGREES F,,
06/10/2006,90,FEET,42.2,DEGREES F,,
06/27/2006,0,FEET,71.3,DEGREES F,10.4,MG/L
06/27/2006,3,FEET,71.4,DEGREES F,9.8,MG/L
06/27/2006,10,FEET,71.4,DEGREES F,9.7,MG/L
06/27/2006,15,FEET,71.4,DEGREES F,9.5,MG/L
06/27/2006,20,FEET,71.1,DEGREES F,9.3,MG/L
06/27/2006,30,FEET,60.2,DEGREES F,11,MG/L
06/27/2006,35,FEET,57.1,DEGREES F,10.2,MG/L
06/27/2006,40,FEET,54.4,DEGREES F,10.1,MG/L
06/27/2006,50,FEET,48,DEGREES F,8,MG/L
06/27/2006,60,FEET,45.1,DEGREES F,7.1,MG/L
06/27/2006,80,FEET,43.2,DEGREES F,5.3,MG/L
06/27/2006,100,FEET,42.5,DEGREES F,1.7,MG/L
07/17/2006,0,FEET,77.6,DEGREES F,9.1,MG/L
07/17/2006,3,FEET,77.6,DEGREES F,8.9,MG/L
07/17/2006,10,FEET,77.6,DEGREES F,8.7,MG/L
07/17/2006,15,FEET,77.5,DEGREES F,8.6,MG/L
07/17/2006,20,FEET,77.3,DEGREES F,8.6,MG/L
07/17/2006,30,FEET,65.9,DEGREES F,10.9,MG/L
07/17/2006,35,FEET,61.3,DEGREES F,10.6,MG/L
07/17/2006,40,FEET,58,DEGREES F,10.1,MG/L
07/17/2006,50,FEET,51.5,DEGREES F,8.6,MG/L
07/17/2006,60,FEET,45.6,DEGREES F,5.8,MG/L
07/17/2006,80,FEET,43.1,DEGREES F,3.2,MG/L
07/17/2006,95,FEET,42.6,DEGREES F,1.5,MG/L
07/17/2006,100,FEET,42.6,DEGREES F,1.5,MG/L
08/16/2006,0,FEET,74.5,DEGREES F,9.1,MG/L
08/16/2006,3,FEET,74.4,DEGREES F,8.9,MG/L
08/16/2006,10,FEET,74.4,DEGREES F,8.6,MG/L
08/16/2006,15,FEET,74.2,DEGREES F,8.7,MG/L
08/16/2006,20,FEET,74,DEGREES F,8.6,MG/L
08/16/2006,30,FEET,73,DEGREES F,8.3,MG/L
08/16/2006,35,FEET,66.9,DEGREES F,8.3,MG/L
08/16/2006,40,FEET,59.9,DEGREES F,8.2,MG/L
08/16/2006,50,FEET,49.5,DEGREES F,5.9,MG/L
08/16/2006,60,FEET,45.5,DEGREES F,3.6,MG/L
08/16/2006,80,FEET,43.4,DEGREES F,1.4,MG/L
08/16/2006,95,FEET,42.9,DEGREES F,1.2,MG/L
10/17/2006,0,FEET,50.6,DEGREES F,10.4,MG/L
10/17/2006,3,FEET,50.6,DEGREES F,10,MG/L
10/17/2006,10,FEET,50.5,DEGREES F,9.9,MG/L
10/17/2006,15,FEET,550.5,DEGREES F,9.4,MG/L
10/17/2006,20,FEET,50.5,DEGREES F,9.1,MG/L
10/17/2006,30,FEET,50.5,DEGREES F,9.2,MG/L
10/17/2006,35,FEET,50.5,DEGREES F,9.3,MG/L
10/17/2006,40,FEET,50.5,DEGREES F,9.4,MG/L
10/17/2006,50,FEET,50.5,DEGREES F,9.1,MG/L
10/17/2006,60,FEET,50.4,DEGREES F,9,MG/L
10/17/2006,70,FEET,48.2,DEGREES F,5.2,MG/L
10/17/2006,80,FEET,43.5,DEGREES F,.8,MG/L
10/17/2006,100,FEET,43.2,DEGREES F,.7,MG/L
05/14/2007,0,FEET,59,DEGREES F,12.1,MG/L
05/14/2007,3,FEET,58.8,DEGREES F,11,MG/L
06/20/2007,0,FEET,69.8,DEGREES F,10.3,MG/L
06/20/2007,3,FEET,69.7,DEGREES F,10.1,MG/L
06/20/2007,10,FEET,69.7,DEGREES F,9.8,MG/L
06/20/2007,20,FEET,69.7,DEGREES F,9.7,MG/L
06/20/2007,25,FEET,66.2,DEGREES F,10.5,MG/L
06/20/2007,30,FEET,63.9,DEGREES F,10.8,MG/L
06/20/2007,35,FEET,61.4,DEGREES F,11,MG/L
06/20/2007,40,FEET,55.8,DEGREES F,11.4,MG/L
06/20/2007,50,FEET,45.8,DEGREES F,12.5,MG/L
06/20/2007,60,FEET,43.4,DEGREES F,11.3,MG/L
06/20/2007,80,FEET,42.6,DEGREES F,9.1,MG/L
06/20/2007,95,FEET,42.5,DEGREES F,4.3,MG/L
07/16/2007,0,FEET,72.4,DEGREES F,11.4,MG/L
07/16/2007,3,FEET,72.1,DEGREES F,11.2,MG/L
07/16/2007,10,FEET,69.7,DEGREES F,11.2,MG/L
07/16/2007,20,FEET,70.7,DEGREES F,10.9,MG/L
07/16/2007,25,FEET,70.5,DEGREES F,10.8,MG/L
07/16/2007,30,FEET,69.9,DEGREES F,9.9,MG/L
07/16/2007,35,FEET,65.6,DEGREES F,10.7,MG/L
07/16/2007,40,FEET,55.4,DEGREES F,10.9,MG/L
07/16/2007,50,FEET,46.6,DEGREES F,10.5,MG/L
07/16/2007,60,FEET,44.2,DEGREES F,9.6,MG/L
07/16/2007,80,FEET,42.7,DEGREES F,6.2,MG/L
07/16/2007,100,FEET,42.5,DEGREES F,4.8,MG/L
08/15/2007,0,FEET,75.9,DEGREES F,9.9,MG/L
08/15/2007,3,FEET,75.9,DEGREES F,9.8,MG/L
08/15/2007,10,FEET,75.6,DEGREES F,9.5,MG/L
08/15/2007,20,FEET,75.5,DEGREES F,9.4,MG/L
08/15/2007,25,FEET,75.4,DEGREES F,9.2,MG/L
08/15/2007,30,FEET,73.9,DEGREES F,8.6,MG/L
08/15/2007,35,FEET,67.2,DEGREES F,8,MG/L
08/15/2007,40,FEET,58.3,DEGREES F,8.8,MG/L
08/15/2007,50,FEET,47.7,DEGREES F,7.4,MG/L
08/15/2007,60,FEET,44.6,DEGREES F,6,MG/L
08/15/2007,80,FEET,43,DEGREES F,4,MG/L
08/15/2007,100,FEET,42.8,DEGREES F,4.1,MG/L
05/21/2008,0,FEET,52.8,DEGREES F,,
05/21/2008,3,FEET,52.6,DEGREES F,,
05/21/2008,10,FEET,52.4,DEGREES F,,
05/21/2008,20,FEET,51.9,DEGREES F,,
05/21/2008,25,FEET,51.8,DEGREES F,,
05/21/2008,30,FEET,51.8,DEGREES F,,
05/21/2008,35,FEET,50.8,DEGREES F,,
05/21/2008,40,FEET,48.4,DEGREES F,,
05/21/2008,45,FEET,46.7,DEGREES F,,
05/21/2008,50,FEET,45.4,DEGREES F,,
05/21/2008,60,FEET,43.8,DEGREES F,,
05/21/2008,80,FEET,43.2,DEGREES F,,
05/21/2008,100,FEET,43,DEGREES F,,
06/23/2008,0,FEET,68.9,DEGREES F,8.7,MG/L
06/23/2008,3,FEET,67.1,DEGREES F,8.7,MG/L
06/23/2008,10,FEET,66.4,DEGREES F,8.7,MG/L
06/23/2008,20,FEET,63.7,DEGREES F,9,MG/L
06/23/2008,25,FEET,62.6,DEGREES F,9.2,MG/L
06/23/2008,30,FEET,60.6,DEGREES F,9,MG/L
06/23/2008,35,FEET,58.3,DEGREES F,9.2,MG/L
06/23/2008,40,FEET,54.1,DEGREES F,10.2,MG/L
06/23/2008,45,FEET,49.3,DEGREES F,10.4,MG/L
06/23/2008,50,FEET,46.2,DEGREES F,9.3,MG/L
06/23/2008,60,FEET,44.8,DEGREES F,8.1,MG/L
06/23/2008,80,FEET,43.9,DEGREES F,6.4,MG/L
06/23/2008,100,FEET,43.5,DEGREES F,.2,MG/L
07/15/2008,0,FEET,72.5,DEGREES F,9.05,MG/L
07/15/2008,3,FEET,72.3,DEGREES F,8.88,MG/L
07/15/2008,10,FEET,71.4,DEGREES F,8.87,MG/L
07/15/2008,20,FEET,70.2,DEGREES F,8.87,MG/L
07/15/2008,25,FEET,69.8,DEGREES F,8.71,MG/L
07/15/2008,30,FEET,68.4,DEGREES F,8.59,MG/L
07/15/2008,35,FEET,66.1,DEGREES F,8.75,MG/L
07/15/2008,40,FEET,54.4,DEGREES F,11.05,MG/L
07/15/2008,45,FEET,51.1,DEGREES F,12.45,MG/L
07/15/2008,50,FEET,48.8,DEGREES F,12.82,MG/L
07/15/2008,60,FEET,45.5,DEGREES F,9.7,MG/L
07/15/2008,80,FEET,44,DEGREES F,6.5,MG/L
07/15/2008,100,FEET,43.7,DEGREES F,3.54,MG/L
08/19/2008,0,FEET,74.7,DEGREES F,8.32,MG/L
08/19/2008,3,FEET,74.7,DEGREES F,8.29,MG/L
08/19/2008,10,FEET,73.9,DEGREES F,8.26,MG/L
08/19/2008,20,FEET,73.4,DEGREES F,8.21,MG/L
08/19/2008,25,FEET,73,DEGREES F,8.06,MG/L
08/19/2008,30,FEET,72.4,DEGREES F,7.95,MG/L
08/19/2008,35,FEET,67.6,DEGREES F,9.3,MG/L
08/19/2008,45,FEET,52.6,DEGREES F,11.2,MG/L
08/19/2008,50,FEET,49.4,DEGREES F,8.48,MG/L
08/19/2008,60,FEET,45.2,DEGREES F,4.35,MG/L
08/19/2008,80,FEET,44.2,DEGREES F,2.1,MG/L
08/19/2008,100,FEET,43.9,DEGREES F,1.5,MG/L
05/11/2009,0,FEET,53.6,DEGREES F,,
05/11/2009,3,FEET,53.6,DEGREES F,,
05/11/2009,10,FEET,52.9,DEGREES F,,
05/11/2009,20,FEET,52.7,DEGREES F,,
05/11/2009,25,FEET,51.9,DEGREES F,,
05/11/2009,30,FEET,51.6,DEGREES F,,
05/11/2009,35,FEET,50.5,DEGREES F,,
05/11/2009,40,FEET,49.3,DEGREES F,,
05/11/2009,45,FEET,48.2,DEGREES F,,
05/11/2009,50,FEET,47.2,DEGREES F,,
05/11/2009,60,FEET,45.9,DEGREES F,,
05/11/2009,80,FEET,45.2,DEGREES F,,
05/11/2009,100,FEET,44.9,DEGREES F,,
06/24/2009,0,FEET,75.9,DEGREES F,,
06/24/2009,3,FEET,74.6,DEGREES F,,
06/24/2009,10,FEET,72.9,DEGREES F,,
06/24/2009,20,FEET,62.7,DEGREES F,,
06/24/2009,25,FEET,61.7,DEGREES F,,
06/24/2009,30,FEET,60.3,DEGREES F,,
06/24/2009,35,FEET,59.7,DEGREES F,,
06/24/2009,40,FEET,58.6,DEGREES F,,
06/24/2009,45,FEET,57,DEGREES F,,
06/24/2009,50,FEET,54.8,DEGREES F,,
06/24/2009,60,FEET,49.6,DEGREES F,,
06/24/2009,80,FEET,46.3,DEGREES F,,
06/24/2009,100,FEET,45.6,DEGREES F,,
05/19/2010,0,FEET,62.1,DEGREES F,10.3,MG/L
05/19/2010,3,FEET,59.8,DEGREES F,10.67,MG/L
05/19/2010,10,FEET,56.1,DEGREES F,11.8,MG/L
05/19/2010,20,FEET,53.4,DEGREES F,11.35,MG/L
05/19/2010,25,FEET,52.9,DEGREES F,11.37,MG/L
05/19/2010,30,FEET,52.6,DEGREES F,11.16,MG/L
05/19/2010,35,FEET,52.2,DEGREES F,11.13,MG/L
05/19/2010,40,FEET,51.9,DEGREES F,11.03,MG/L
05/19/2010,45,FEET,51.5,DEGREES F,10.86,MG/L
05/19/2010,50,FEET,51,DEGREES F,10.58,MG/L
05/19/2010,60,FEET,48.3,DEGREES F,9.5,MG/L
05/19/2010,80,FEET,44.4,DEGREES F,7.5,MG/L
05/19/2010,90,FEET,44,DEGREES F,.3,MG/L
06/22/2010,0,FEET,72,DEGREES F,8.94,MG/L
06/22/2010,3,FEET,71.5,DEGREES F,8.95,MG/L
06/22/2010,10,FEET,68.3,DEGREES F,9.26,MG/L
06/22/2010,20,FEET,66.1,DEGREES F,9.72,MG/L
06/22/2010,25,FEET,61.5,DEGREES F,10,MG/L
06/22/2010,30,FEET,57.5,DEGREES F,10.78,MG/L
06/22/2010,35,FEET,56.1,DEGREES F,10.23,MG/L
06/22/2010,40,FEET,54.7,DEGREES F,10.43,MG/L
06/22/2010,45,FEET,52.6,DEGREES F,9.29,MG/L
06/22/2010,50,FEET,50.8,DEGREES F,8.38,MG/L
06/22/2010,60,FEET,48.6,DEGREES F,7.07,MG/L
06/22/2010,80,FEET,45.4,DEGREES F,3.77,MG/L
06/22/2010,90,FEET,44.8,DEGREES F,2.02,MG/L
08/17/2010,0,FEET,73.8,DEGREES F,7.71,MG/L
08/17/2010,3,FEET,73.8,DEGREES F,7.72,MG/L
08/17/2010,10,FEET,73.7,DEGREES F,7.72,MG/L
08/17/2010,20,FEET,73.2,DEGREES F,7.68,MG/L
08/17/2010,25,FEET,73.1,DEGREES F,7.7,MG/L
08/17/2010,30,FEET,70.4,DEGREES F,8.05,MG/L
08/17/2010,35,FEET,60.8,DEGREES F,9.49,MG/L
08/17/2010,40,FEET,56.6,DEGREES F,7.94,MG/L
08/17/2010,45,FEET,53.7,DEGREES F,5.48,MG/L
08/17/2010,50,FEET,51.8,DEGREES F,5,MG/L
08/17/2010,60,FEET,48.8,DEGREES F,1.94,MG/L
08/17/2010,80,FEET,45.9,DEGREES F,.16,MG/L
08/17/2010,90,FEET,45.6,DEGREES F,.12,MG/L
06/08/2011,0,FEET,68,DEGREES F,8.96,MG/L
06/08/2011,3,FEET,67.9,DEGREES F,9.01,MG/L
06/08/2011,10,FEET,65.7,DEGREES F,9.01,MG/L
06/08/2011,20,FEET,60.8,DEGREES F,10.02,MG/L
06/08/2011,25,FEET,58.3,DEGREES F,10.21,MG/L
06/08/2011,30,FEET,56.9,DEGREES F,10.13,MG/L
06/08/2011,35,FEET,55.9,DEGREES F,10.31,MG/L
06/08/2011,40,FEET,50.5,DEGREES F,11.07,MG/L
06/08/2011,45,FEET,49.6,DEGREES F,11.04,MG/L
06/08/2011,50,FEET,48.8,DEGREES F,10.79,MG/L
06/08/2011,60,FEET,44.2,DEGREES F,9.52,MG/L
06/08/2011,80,FEET,43.3,DEGREES F,8.25,MG/L
06/08/2011,100,FEET,43.4,DEGREES F,,
07/18/2011,0,FEET,78.8,DEGREES F,7.4,MG/L
07/18/2011,3,FEET,77.8,DEGREES F,7.61,MG/L
07/18/2011,10,FEET,76.2,DEGREES F,7.83,MG/L
07/18/2011,20,FEET,71.6,DEGREES F,8.75,MG/L
07/18/2011,25,FEET,66.9,DEGREES F,9.33,MG/L
07/18/2011,30,FEET,63.2,DEGREES F,8.24,MG/L
07/18/2011,35,FEET,56.6,DEGREES F,8.96,MG/L
07/18/2011,40,FEET,53.3,DEGREES F,9.25,MG/L
07/18/2011,45,FEET,50,DEGREES F,8.27,MG/L
07/18/2011,50,FEET,47.9,DEGREES F,7.72,MG/L
07/18/2011,60,FEET,46.1,DEGREES F,7.44,MG/L
07/18/2011,80,FEET,44,DEGREES F,4.73,MG/L
07/18/2011,100,FEET,43.7,DEGREES F,.22,MG/L
08/30/2011,0,FEET,73.7,DEGREES F,7.84,MG/L
08/30/2011,3,FEET,73.7,DEGREES F,7.79,MG/L
08/30/2011,10,FEET,73.5,DEGREES F,7.81,MG/L
08/30/2011,20,FEET,73.3,DEGREES F,7.71,MG/L
08/30/2011,25,FEET,73,DEGREES F,7.56,MG/L
08/30/2011,30,FEET,71.7,DEGREES F,7.16,MG/L
08/30/2011,35,FEET,62.8,DEGREES F,6.13,MG/L
08/30/2011,40,FEET,56.3,DEGREES F,6.29,MG/L
08/30/2011,45,FEET,51.5,DEGREES F,6.17,MG/L
