Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Two Sisters Lake,Oneida,1588200,NO,44,,443147,NE,SPRING



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,08/10/1973,,,,,20,,51,,,,,,
1,11/12/1973,,,,,70,,61,,,,,,
1,03/14/1974,,,,,20,,51,,,,,,
1,05/07/1974,,,,,40,,57,,,,,,
1,08/10/1974,,,,,20,,51,,,,,,
1,10/18/1974,,,,,90,,63,,,,,,
1,01/27/1975,,,,,10,,46,,,,,,
8190289,05/31/1986,23,NO,7,,,32,,,,,CLEAR,BLUE,
8190289,06/28/1986,19.75,NO,6,,,34,,,,,CLEAR,BLUE,
8190289,07/20/1986,16.25,NO,4.9,,,37,,,,,CLEAR,BLUE,
8190289,07/26/1986,17,NO,5.2,,,36,,,,,CLEAR,BLUE,
8190289,08/03/1986,14.75,NO,4.5,,,38,,,,,CLEAR,BLUE,
8190289,08/09/1986,15.5,NO,4.7,,,38,,,,,CLEAR,BLUE,
8190289,09/13/1986,14.25,NO,4.3,,,39,,,,,,BROWN,
8190289,05/02/1987,10,NO,3,,,44,,,LOW,,,GREEN,
8190289,06/07/1987,20.25,NO,6.2,,,34,,,,,CLEAR,BLUE,
8190289,06/28/1987,22.5,NO,6.8,,,32,,,,,CLEAR,BLUE,
8190289,07/18/1987,23.25,NO,7.1,,,32,,,,,CLEAR,BLUE,
8190289,07/26/1987,22.5,NO,6.8,,,32,,,,,CLEAR,BLUE,
8190289,08/08/1987,23.5,NO,7.1,,,32,,,,,CLEAR,BLUE,
8190289,09/05/1987,20.25,NO,6.2,,,34,,,,,CLEAR,BLUE,
8190289,09/27/1987,20.75,NO,6.3,,,33,,,,,CLEAR,BLUE,
25932773,06/22/2016,12.9,NO,3.9,,,40,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,06/22/2016,,,,2.14,11.9,,47,41,,,,,
25932773,07/18/2016,19.1,NO,5.8,,,35,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,07/18/2016,,,,1.49,12,,47,38,,,,,
25932773,08/31/2016,16.1,NO,4.9,,,37,,,HIGH,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,08/31/2016,,,,1.43,14.2,,49,38,,,,,
25933083,04/22/2017,11.5,NO,3.5,,17.9,42,50,,NORMAL,,CLEAR,GREEN,
118828591,06/27/2017,12,NO,3.6,1.95,12.6,41,48,40,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,07/17/2017,,,,1.6,14.3,,49,38,,,,,
132791604,07/17/2017,15.5,NO,4.7,,,38,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
25933083,08/24/2017,,,,2.05,7.64,,44,40,,,,,
132791604,08/24/2017,16,NO,4.9,,,37,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer



Start Date,Depth,Depth Units,Temperature,Temperature Units,Dissolved Oxygen,Dissolved Oxygen Units
08/10/1973,,,11.7778,C,0,MG/L
11/12/1973,,,41.5,C,10.5,MG/L
03/14/1974,,,1.11111,C,10.2,MG/L
05/07/1974,,,41,C,11.4,MG/L
08/10/1974,,,11.1111,C,.8,MG/L
10/18/1974,,,47.5,C,9.1,MG/L
01/27/1975,,,-.277778,C,13.5,MG/L
08/29/1990,3,FEET,73,DEGREES F,8,MG/L
08/29/1990,9,FEET,73,DEGREES F,8,MG/L
08/29/1990,15,FEET,72,DEGREES F,8,MG/L
08/29/1990,20,FEET,72,DEGREES F,9,MG/L
08/29/1990,25,FEET,71,DEGREES F,9,MG/L
08/29/1990,30,FEET,63,DEGREES F,10,MG/L
08/29/1990,35,FEET,58,DEGREES F,8,MG/L
08/29/1990,40,FEET,53,DEGREES F,6,MG/L
08/29/1990,45,FEET,51,DEGREES F,4,MG/L
08/29/1990,61,FEET,50,DEGREES F,5,MG/L
08/05/1991,3,FEET,74,DEGREES F,8,MG/L
08/05/1991,9,FEET,71,DEGREES F,9,MG/L
08/05/1991,15,FEET,71,DEGREES F,9,MG/L
08/05/1991,20,FEET,70,DEGREES F,9,MG/L
08/05/1991,25,FEET,59,DEGREES F,10,MG/L
08/05/1991,30,FEET,55,DEGREES F,10,MG/L
08/05/1991,35,FEET,54,DEGREES F,9,MG/L
08/05/1991,40,FEET,51,DEGREES F,7,MG/L
08/05/1991,45,FEET,50,DEGREES F,6,MG/L
08/05/1991,62,FEET,49,DEGREES F,3,MG/L
09/04/1991,3,FEET,71,DEGREES F,10,MG/L
09/04/1991,9,FEET,71,DEGREES F,10,MG/L
09/04/1991,15,FEET,70,DEGREES F,10,MG/L
09/04/1991,20,FEET,70,DEGREES F,10,MG/L
09/04/1991,25,FEET,64,DEGREES F,13,MG/L
09/04/1991,30,FEET,56,DEGREES F,12,MG/L
09/04/1991,35,FEET,53,DEGREES F,6,MG/L
09/04/1991,40,FEET,52,DEGREES F,3,MG/L
09/04/1991,45,FEET,50,DEGREES F,0,MG/L
09/04/1991,62,FEET,50,DEGREES F,0,MG/L
10/02/1991,3,FEET,57,DEGREES F,9,MG/L
10/02/1991,9,FEET,57,DEGREES F,9,MG/L
10/02/1991,15,FEET,56,DEGREES F,9,MG/L
10/02/1991,20,FEET,56,DEGREES F,9,MG/L
10/02/1991,25,FEET,56,DEGREES F,9,MG/L
10/02/1991,30,FEET,55,DEGREES F,9,MG/L
10/02/1991,35,FEET,55,DEGREES F,9,MG/L
10/02/1991,40,FEET,52,DEGREES F,5,MG/L
10/02/1991,45,FEET,50,DEGREES F,4,MG/L
10/02/1991,61,FEET,48,DEGREES F,6,MG/L
11/13/1991,3,FEET,40,DEGREES F,12,MG/L
11/13/1991,9,FEET,39,DEGREES F,12,MG/L
11/13/1991,15,FEET,39,DEGREES F,12,MG/L
11/13/1991,20,FEET,39,DEGREES F,11,MG/L
11/13/1991,25,FEET,38,DEGREES F,12,MG/L
11/13/1991,30,FEET,38,DEGREES F,12,MG/L
11/13/1991,35,FEET,38,DEGREES F,12,MG/L
11/13/1991,40,FEET,38,DEGREES F,12,MG/L
11/13/1991,45,FEET,38,DEGREES F,12,MG/L
11/13/1991,61,FEET,37,DEGREES F,12,MG/L
08/15/1992,3,FEET,71,DEGREES F,9,MG/L
08/15/1992,9,FEET,70,DEGREES F,9,MG/L
08/15/1992,15,FEET,69,DEGREES F,9,MG/L
08/15/1992,20,FEET,68,DEGREES F,9,MG/L
08/15/1992,25,FEET,58,DEGREES F,11,MG/L
08/15/1992,30,FEET,51,DEGREES F,10,MG/L
08/15/1992,35,FEET,48,DEGREES F,5,MG/L
08/15/1992,40,FEET,45,DEGREES F,3,MG/L
08/15/1992,45,FEET,44,DEGREES F,1,MG/L
08/15/1992,57,FEET,43,DEGREES F,0,MG/L
09/27/1992,3,FEET,58,DEGREES F,9,MG/L
09/27/1992,9,FEET,58,DEGREES F,,
09/27/1992,15,FEET,58,DEGREES F,9,MG/L
09/27/1992,20,FEET,58,DEGREES F,9,MG/L
09/27/1992,25,FEET,58,DEGREES F,9,MG/L
09/27/1992,30,FEET,57,DEGREES F,9,MG/L
09/27/1992,35,FEET,50,DEGREES F,3,MG/L
09/27/1992,40,FEET,46,DEGREES F,1,MG/L
09/27/1992,45,FEET,45,DEGREES F,2,MG/L
09/27/1992,62,FEET,44,DEGREES F,0,MG/L
10/25/1992,3,FEET,48,DEGREES F,10,MG/L
10/25/1992,9,FEET,48,DEGREES F,9,MG/L
10/25/1992,15,FEET,48,DEGREES F,9,MG/L
10/25/1992,20,FEET,48,DEGREES F,9,MG/L
10/25/1992,25,FEET,48,DEGREES F,9,MG/L
10/25/1992,30,FEET,48,DEGREES F,9,MG/L
10/25/1992,35,FEET,46,DEGREES F,9,MG/L
10/25/1992,40,FEET,46,DEGREES F,8,MG/L
10/25/1992,45,FEET,46,DEGREES F,8,MG/L
10/25/1992,56,FEET,45,DEGREES F,4,MG/L
10/25/1992,58,FEET,45,DEGREES F,1,MG/L
10/25/1992,60,FEET,45,DEGREES F,0,MG/L
08/01/1993,3,FEET,72,DEGREES F,8,MG/L
08/01/1993,9,FEET,72,DEGREES F,8,MG/L
08/01/1993,15,FEET,70,DEGREES F,8,MG/L
08/01/1993,20,FEET,70,DEGREES F,8,MG/L
08/01/1993,25,FEET,57,DEGREES F,10,MG/L
08/01/1993,30,FEET,48,DEGREES F,6,MG/L
08/01/1993,35,FEET,46,DEGREES F,4,MG/L
08/01/1993,40,FEET,45,DEGREES F,2,MG/L
08/01/1993,45,FEET,43,DEGREES F,0,MG/L
08/01/1993,61,FEET,41,DEGREES F,0,MG/L
09/19/1993,3,FEET,59,DEGREES F,9,MG/L
09/19/1993,9,FEET,59,DEGREES F,9,MG/L
09/19/1993,15,FEET,59,DEGREES F,9,MG/L
09/19/1993,20,FEET,59,DEGREES F,9,MG/L
09/19/1993,25,FEET,59,DEGREES F,9,MG/L
09/19/1993,30,FEET,57,DEGREES F,8,MG/L
09/19/1993,35,FEET,48,DEGREES F,1,MG/L
09/19/1993,40,FEET,45,DEGREES F,0,MG/L
09/19/1993,45,FEET,43,DEGREES F,0,MG/L
09/19/1993,62,FEET,43,DEGREES F,0,MG/L
10/17/1993,3,FEET,48,DEGREES F,9,MG/L
10/17/1993,9,FEET,48,DEGREES F,9,MG/L
10/17/1993,15,FEET,48,DEGREES F,9,MG/L
10/17/1993,20,FEET,48,DEGREES F,9,MG/L
10/17/1993,25,FEET,48,DEGREES F,9,MG/L
10/17/1993,30,FEET,48,DEGREES F,9,MG/L
10/17/1993,35,FEET,48,DEGREES F,9,MG/L
10/17/1993,40,FEET,48,DEGREES F,9,MG/L
10/17/1993,45,FEET,48,DEGREES F,9,MG/L
10/17/1993,60,FEET,48,DEGREES F,0,MG/L
07/30/1994,3,FEET,73,DEGREES F,8,MG/L
07/30/1994,9,FEET,72,DEGREES F,8,MG/L
07/30/1994,15,FEET,69,DEGREES F,8,MG/L
07/30/1994,20,FEET,69,DEGREES F,8,MG/L
07/30/1994,25,FEET,56,DEGREES F,11,MG/L
07/30/1994,30,FEET,51,DEGREES F,9,MG/L
07/30/1994,35,FEET,49,DEGREES F,6,MG/L
07/30/1994,40,FEET,47,DEGREES F,2,MG/L
07/30/1994,45,FEET,46,DEGREES F,1,MG/L
07/30/1994,60,FEET,45,DEGREES F,0,MG/L
09/03/1994,3,FEET,68,DEGREES F,9,MG/L
09/03/1994,9,FEET,66,DEGREES F,9,MG/L
09/03/1994,15,FEET,66,DEGREES F,9,MG/L
09/03/1994,20,FEET,66,DEGREES F,9,MG/L
09/03/1994,25,FEET,64,DEGREES F,8,MG/L
09/03/1994,30,FEET,55,DEGREES F,6,MG/L
09/03/1994,35,FEET,50,DEGREES F,2,MG/L
09/03/1994,40,FEET,48,DEGREES F,0,MG/L
09/03/1994,45,FEET,48,DEGREES F,0,MG/L
09/03/1994,58,FEET,45,DEGREES F,1,MG/L
07/30/1995,3,FEET,76,DEGREES F,8,MG/L
07/30/1995,9,FEET,76,DEGREES F,8,MG/L
07/30/1995,15,FEET,76,DEGREES F,8,MG/L
07/30/1995,20,FEET,70,DEGREES F,9,MG/L
07/30/1995,25,FEET,61,DEGREES F,10,MG/L
07/30/1995,30,FEET,55,DEGREES F,8,MG/L
07/30/1995,35,FEET,52,DEGREES F,5,MG/L
07/30/1995,40,FEET,48,DEGREES F,2,MG/L
07/30/1995,45,FEET,46,DEGREES F,1,MG/L
07/30/1995,60,FEET,45,DEGREES F,0,MG/L
09/02/1995,3,FEET,72,DEGREES F,8,MG/L
09/02/1995,9,FEET,72,DEGREES F,8,MG/L
09/02/1995,15,FEET,72,DEGREES F,8,MG/L
09/02/1995,20,FEET,72,DEGREES F,8,MG/L
09/02/1995,25,FEET,67,DEGREES F,9,MG/L
09/02/1995,30,FEET,55,DEGREES F,6,MG/L
09/02/1995,35,FEET,52,DEGREES F,4,MG/L
09/02/1995,40,FEET,48,DEGREES F,1,MG/L
09/02/1995,45,FEET,46,DEGREES F,1,MG/L
09/02/1995,58,FEET,45,DEGREES F,1,MG/L
07/21/1996,3,FEET,70,DEGREES F,9,MG/L
07/21/1996,9,FEET,70,DEGREES F,9,MG/L
07/21/1996,15,FEET,70,DEGREES F,9,MG/L
07/21/1996,20,FEET,63,DEGREES F,12,MG/L
07/21/1996,25,FEET,52,DEGREES F,11,MG/L
07/21/1996,30,FEET,52,DEGREES F,8,MG/L
07/21/1996,35,FEET,46,DEGREES F,5,MG/L
07/21/1996,40,FEET,45,DEGREES F,2,MG/L
07/21/1996,45,FEET,43,DEGREES F,1,MG/L
07/21/1996,58,FEET,43,DEGREES F,0,MG/L
08/31/1996,3,FEET,72,DEGREES F,8,MG/L
08/31/1996,9,FEET,72,DEGREES F,8,MG/L
08/31/1996,15,FEET,71,DEGREES F,8,MG/L
08/31/1996,20,FEET,69,DEGREES F,8,MG/L
08/31/1996,25,FEET,56,DEGREES F,10,MG/L
08/31/1996,30,FEET,48,DEGREES F,6,MG/L
08/31/1996,35,FEET,46,DEGREES F,5,MG/L
08/31/1996,40,FEET,44,DEGREES F,1,MG/L
08/31/1996,45,FEET,44,DEGREES F,0,MG/L
08/31/1996,57,FEET,43,DEGREES F,0,MG/L
06/04/2001,3,FEET,58,DEGREES F,10,MG/L
06/04/2001,6,FEET,57,DEGREES F,10,MG/L
06/04/2001,9,FEET,57,DEGREES F,10,MG/L
06/04/2001,12,FEET,57,DEGREES F,10,MG/L
06/04/2001,15,FEET,57,DEGREES F,10,MG/L
06/04/2001,20,FEET,57,DEGREES F,10,MG/L
06/04/2001,30,FEET,48,DEGREES F,10,MG/L
06/04/2001,40,FEET,45,DEGREES F,7,MG/L
06/04/2001,50,FEET,44,DEGREES F,5,MG/L
06/04/2001,60,FEET,43,DEGREES F,3,MG/L
06/29/2001,3,FEET,74,DEGREES F,8,MG/L
06/29/2001,6,FEET,74,DEGREES F,8,MG/L
06/29/2001,9,FEET,74,DEGREES F,8,MG/L
06/29/2001,12,FEET,74,DEGREES F,8,MG/L
06/29/2001,15,FEET,68,DEGREES F,9,MG/L
06/29/2001,20,FEET,63,DEGREES F,10,MG/L
06/29/2001,30,FEET,51,DEGREES F,10,MG/L
06/29/2001,40,FEET,46,DEGREES F,6,MG/L
06/29/2001,50,FEET,45,DEGREES F,3,MG/L
06/29/2001,60,FEET,44,DEGREES F,1,MG/L
07/31/2001,3,FEET,23,C,8,MG/L
07/31/2001,6,FEET,23,C,8,MG/L
07/31/2001,9,FEET,22,C,8,MG/L
07/31/2001,12,FEET,22,C,8,MG/L
07/31/2001,15,FEET,22,C,8,MG/L
07/31/2001,20,FEET,22,C,8,MG/L
07/31/2001,30,FEET,16,C,10,MG/L
07/31/2001,40,FEET,10,C,7,MG/L
07/31/2001,50,FEET,9,C,4,MG/L
07/31/2001,60,FEET,7,C,0,MG/L
08/17/2001,3,FEET,22,C,8,MG/L
08/17/2001,6,FEET,22,C,8,MG/L
08/17/2001,9,FEET,22,C,8,MG/L
08/17/2001,12,FEET,22,C,8,MG/L
08/17/2001,15,FEET,22,C,8,MG/L
08/17/2001,20,FEET,22,C,8,MG/L
08/17/2001,30,FEET,13,C,9,MG/L
08/17/2001,40,FEET,9,C,3,MG/L
08/17/2001,50,FEET,8,C,1,MG/L
08/17/2001,60,FEET,7,C,0,MG/L
09/05/2001,3,FEET,20,C,8,MG/L
09/05/2001,6,FEET,20,C,8,MG/L
09/05/2001,9,FEET,20,C,8,MG/L
09/05/2001,12,FEET,20,C,8,MG/L
09/05/2001,15,FEET,20,C,8,MG/L
09/05/2001,20,FEET,20,C,8,MG/L
09/05/2001,30,FEET,15,C,8,MG/L
09/05/2001,40,FEET,10,C,2,MG/L
09/05/2001,50,FEET,8,C,0,MG/L
09/05/2001,60,FEET,7,C,0,MG/L
09/25/2001,3,FEET,16,C,9,MG/L
09/25/2001,6,FEET,16,C,9,MG/L
09/25/2001,9,FEET,16,C,9,MG/L
09/25/2001,12,FEET,16,C,9,MG/L
09/25/2001,15,FEET,16,C,9,MG/L
09/25/2001,20,FEET,16,C,8,MG/L
09/25/2001,30,FEET,16,C,8,MG/L
09/25/2001,40,FEET,10,C,3,MG/L
09/25/2001,50,FEET,10,C,1,MG/L
09/25/2001,60,FEET,7,C,0,MG/L
10/28/2001,3,FEET,9,C,10,MG/L
10/28/2001,6,FEET,9,C,10,MG/L
10/28/2001,9,FEET,9,C,10,MG/L
10/28/2001,12,FEET,9,C,10,MG/L
10/28/2001,15,FEET,9,C,9,MG/L
10/28/2001,20,FEET,9,C,9,MG/L
10/28/2001,30,FEET,9,C,9,MG/L
10/28/2001,40,FEET,9,C,9,MG/L
10/28/2001,50,FEET,8,C,9,MG/L
10/28/2001,60,FEET,8,C,9,MG/L
05/31/2002,3,FEET,61,DEGREES F,,
05/31/2002,6,FEET,61,DEGREES F,,
05/31/2002,9,FEET,61,DEGREES F,,
05/31/2002,12,FEET,61,DEGREES F,,
05/31/2002,15,FEET,55,DEGREES F,,
05/31/2002,20,FEET,52,DEGREES F,,
05/31/2002,30,FEET,49,DEGREES F,,
05/31/2002,40,FEET,47,DEGREES F,,
05/31/2002,50,FEET,46,DEGREES F,,
05/31/2002,60,FEET,45,DEGREES F,,
06/16/2002,3,FEET,18,DEGREES C,9,MG/L
06/16/2002,6,FEET,18,DEGREES C,9,MG/L
06/16/2002,9,FEET,18,DEGREES C,9,MG/L
06/16/2002,12,FEET,18,DEGREES C,9,MG/L
06/16/2002,15,FEET,18,DEGREES C,9,MG/L
06/16/2002,20,FEET,13,DEGREES C,12,MG/L
06/16/2002,30,FEET,10,DEGREES C,12,MG/L
06/16/2002,40,FEET,8,DEGREES C,10,MG/L
06/16/2002,50,FEET,8,DEGREES C,7,MG/L
06/16/2002,60,FEET,8,DEGREES C,6,MG/L
07/19/2002,3,FEET,26,DEGREES C,8,MG/L
07/19/2002,6,FEET,26,DEGREES C,8,MG/L
07/19/2002,9,FEET,26,DEGREES C,8,MG/L
07/19/2002,12,FEET,26,DEGREES C,8,MG/L
07/19/2002,15,FEET,25,DEGREES C,8,MG/L
07/19/2002,20,FEET,18,DEGREES C,12,MG/L
07/19/2002,30,FEET,12,DEGREES C,12,MG/L
07/19/2002,40,FEET,10,DEGREES C,8,MG/L
07/19/2002,50,FEET,8,DEGREES C,3,MG/L
07/19/2002,60,FEET,7,DEGREES C,1,MG/L
08/07/2002,3,FEET,23,C,8,MG/L
08/07/2002,6,FEET,23,C,8,MG/L
08/07/2002,9,FEET,23,C,8,MG/L
08/07/2002,12,FEET,23,C,8,MG/L
08/07/2002,15,FEET,23,C,8,MG/L
08/07/2002,20,FEET,22,C,8,MG/L
08/07/2002,30,FEET,12,C,11,MG/L
08/07/2002,40,FEET,9,C,5,MG/L
08/07/2002,50,FEET,8,C,1,MG/L
08/07/2002,60,FEET,8,C,0,MG/L
08/20/2002,3,FEET,21,DEGREES C,8,MG/L
08/20/2002,6,FEET,21,DEGREES C,8,MG/L
08/20/2002,9,FEET,21,DEGREES C,8,MG/L
08/20/2002,12,FEET,21,DEGREES C,9,MG/L
08/20/2002,15,FEET,21,DEGREES C,9,MG/L
08/20/2002,20,FEET,21,DEGREES C,8,MG/L
08/20/2002,30,FEET,12,DEGREES C,11,MG/L
08/20/2002,40,FEET,9,DEGREES C,5,MG/L
08/20/2002,50,FEET,8,DEGREES C,0,MG/L
08/20/2002,60,FEET,8,DEGREES C,0,MG/L
08/31/2002,3,FEET,23,C,9,MG/L
08/31/2002,6,FEET,23,C,9,MG/L
08/31/2002,9,FEET,23,C,9,MG/L
08/31/2002,12,FEET,23,C,9,MG/L
08/31/2002,15,FEET,23,C,9,MG/L
08/31/2002,20,FEET,21,C,9,MG/L
08/31/2002,30,FEET,12,C,11,MG/L
08/31/2002,40,FEET,10,C,2,MG/L
08/31/2002,50,FEET,8,C,0,MG/L
08/31/2002,60,FEET,8,C,0,MG/L
09/17/2002,3,FEET,21,C,9,MG/L
09/17/2002,6,FEET,21,C,9,MG/L
09/17/2002,9,FEET,21,C,9,MG/L
09/17/2002,12,FEET,21,C,9,MG/L
09/17/2002,15,FEET,20,C,9,MG/L
09/17/2002,20,FEET,20,C,9,MG/L
09/17/2002,30,FEET,14,C,10,MG/L
09/17/2002,40,FEET,10,C,1,MG/L
09/17/2002,50,FEET,8,C,0,MG/L
09/17/2002,60,FEET,8,C,0,MG/L
10/01/2002,3,FEET,17,C,9,MG/L
10/01/2002,6,FEET,16,C,9,MG/L
10/01/2002,9,FEET,16,C,9,MG/L
10/01/2002,12,FEET,16,C,10,MG/L
10/01/2002,15,FEET,16,C,9,MG/L
10/01/2002,20,FEET,16,C,9,MG/L
10/01/2002,30,FEET,15,C,9,MG/L
10/01/2002,40,FEET,10,C,1,MG/L
10/01/2002,50,FEET,8,C,0,MG/L
10/01/2002,60,FEET,8,C,0,MG/L
10/11/2002,3,FEET,13,DEGREES C,9,MG/L
10/11/2002,6,FEET,13,DEGREES C,9,MG/L
10/11/2002,9,FEET,13,DEGREES C,9,MG/L
10/11/2002,12,FEET,13,DEGREES C,9,MG/L
10/11/2002,15,FEET,13,DEGREES C,9,MG/L
10/11/2002,20,FEET,13,DEGREES C,9,MG/L
10/11/2002,30,FEET,13,DEGREES C,9,MG/L
10/11/2002,40,FEET,11,DEGREES C,1,MG/L
10/11/2002,50,FEET,8,DEGREES C,0,MG/L
10/11/2002,60,FEET,8,DEGREES C,0,MG/L
05/02/2003,3,FEET,9,DEGREES C,10.3,MG/L
05/02/2003,6,FEET,8.7,DEGREES C,10.2,MG/L
05/02/2003,9,FEET,8.2,DEGREES C,10.4,MG/L
05/02/2003,12,FEET,8,DEGREES C,10.2,MG/L
05/02/2003,15,FEET,7.9,DEGREES C,10.1,MG/L
05/02/2003,20,FEET,7.5,DEGREES C,9.7,MG/L
05/02/2003,30,FEET,6.6,DEGREES C,9.6,MG/L
05/02/2003,40,FEET,5.7,DEGREES C,8.1,MG/L
05/02/2003,50,FEET,5.4,DEGREES C,8.1,MG/L
05/02/2003,60,FEET,5.2,DEGREES C,7.4,MG/L
05/02/2003,65,FEET,5.1,DEGREES C,.1,MG/L
05/17/2003,3,FEET,13.2,DEGREES C,9.8,MG/L
05/17/2003,6,FEET,12.4,DEGREES C,9.4,MG/L
05/17/2003,9,FEET,12,DEGREES C,9.9,MG/L
05/17/2003,12,FEET,11.1,DEGREES C,10.1,MG/L
05/17/2003,15,FEET,,,10.3,MG/L
05/17/2003,20,FEET,,,10,MG/L
05/17/2003,30,FEET,8.9,DEGREES C,8.7,MG/L
05/17/2003,40,FEET,7.7,DEGREES C,8.5,MG/L
05/17/2003,50,FEET,7,DEGREES C,7.5,MG/L
05/17/2003,60,FEET,6.7,DEGREES C,6.8,MG/L
05/17/2003,65,FEET,6.7,DEGREES C,.3,MG/L
06/02/2003,3,FEET,16.8,DEGREES C,8.2,MG/L
06/02/2003,6,FEET,16.1,DEGREES C,8.3,MG/L
06/02/2003,9,FEET,15.8,DEGREES C,8.4,MG/L
06/02/2003,12,FEET,15.2,DEGREES C,8.4,MG/L
06/02/2003,15,FEET,15,DEGREES C,8.4,MG/L
06/02/2003,20,FEET,13.4,DEGREES C,9.1,MG/L
06/02/2003,30,FEET,9.3,DEGREES C,8.8,MG/L
06/02/2003,40,FEET,7.8,DEGREES C,6.1,MG/L
06/02/2003,50,FEET,7.3,DEGREES C,4.6,MG/L
06/02/2003,60,FEET,7,DEGREES C,3.4,MG/L
06/02/2003,65,FEET,7,DEGREES C,.3,MG/L
06/11/2003,3,FEET,16.8,DEGREES C,8.3,MG/L
06/11/2003,6,FEET,16.5,DEGREES C,8.4,MG/L
06/11/2003,9,FEET,16.2,DEGREES C,8.5,MG/L
06/11/2003,12,FEET,16.1,DEGREES C,8.3,MG/L
06/11/2003,15,FEET,15.8,DEGREES C,8.5,MG/L
06/11/2003,20,FEET,14.4,DEGREES C,9.1,MG/L
06/11/2003,30,FEET,9.7,DEGREES C,9.7,MG/L
06/11/2003,40,FEET,8,DEGREES C,5.3,MG/L
06/11/2003,50,FEET,7.4,DEGREES C,3.7,MG/L
06/11/2003,60,FEET,7.1,DEGREES C,2.2,MG/L
06/11/2003,65,FEET,7.1,DEGREES C,.3,MG/L
06/19/2003,3,FEET,21.3,DEGREES C,8.8,MG/L
06/19/2003,6,FEET,21.3,DEGREES C,8.8,MG/L
06/19/2003,9,FEET,20.8,DEGREES C,9,MG/L
06/19/2003,12,FEET,19.1,DEGREES C,9.9,MG/L
06/19/2003,15,FEET,17.7,DEGREES C,10,MG/L
06/19/2003,20,FEET,14.9,DEGREES C,11.1,MG/L
06/19/2003,30,FEET,9.8,DEGREES C,11.3,MG/L
06/19/2003,40,FEET,8.1,DEGREES C,5.8,MG/L
06/19/2003,50,FEET,7.5,DEGREES C,4.2,MG/L
06/19/2003,60,FEET,7.1,DEGREES C,1.8,MG/L
06/19/2003,65,FEET,7,DEGREES C,.2,MG/L
07/01/2003,3,FEET,22,DEGREES C,8.6,MG/L
07/01/2003,6,FEET,21.2,DEGREES C,8.7,MG/L
07/01/2003,9,FEET,20.6,DEGREES C,8.8,MG/L
07/01/2003,12,FEET,20.2,DEGREES C,8.7,MG/L
07/01/2003,15,FEET,20,DEGREES C,8.8,MG/L
07/01/2003,20,FEET,16.9,DEGREES C,10.5,MG/L
07/01/2003,30,FEET,10.4,DEGREES C,11.4,MG/L
07/01/2003,40,FEET,8.3,DEGREES C,3.9,MG/L
07/01/2003,50,FEET,7.8,DEGREES C,2,MG/L
07/01/2003,60,FEET,7.2,DEGREES C,.3,MG/L
07/01/2003,65,FEET,7.3,DEGREES C,.2,MG/L
07/13/2003,3,FEET,21.8,DEGREES C,8.7,MG/L
07/13/2003,6,FEET,21.8,DEGREES C,8.6,MG/L
07/13/2003,9,FEET,21.8,DEGREES C,8.4,MG/L
07/13/2003,12,FEET,21.5,DEGREES C,8.5,MG/L
07/13/2003,15,FEET,21.4,DEGREES C,8.5,MG/L
07/13/2003,20,FEET,18.5,DEGREES C,10.3,MG/L
07/13/2003,30,FEET,10.1,DEGREES C,10.3,MG/L
07/13/2003,40,FEET,8.5,DEGREES C,3.2,MG/L
07/13/2003,50,FEET,7.7,DEGREES C,1.2,MG/L
07/13/2003,60,FEET,7.2,DEGREES C,.4,MG/L
07/13/2003,65,FEET,7.2,DEGREES C,.1,MG/L
07/29/2003,3,FEET,23.6,DEGREES C,8.4,MG/L
07/29/2003,6,FEET,23.5,DEGREES C,8.2,MG/L
07/29/2003,9,FEET,23.3,DEGREES C,8.4,MG/L
07/29/2003,12,FEET,23.2,DEGREES C,8.4,MG/L
07/29/2003,15,FEET,22.8,DEGREES C,8.4,MG/L
07/29/2003,20,FEET,21.5,DEGREES C,8.8,MG/L
07/29/2003,30,FEET,12.3,DEGREES C,10.8,MG/L
07/29/2003,40,FEET,8.6,DEGREES C,2.5,MG/L
07/29/2003,50,FEET,7.6,DEGREES C,.4,MG/L
07/29/2003,60,FEET,7.3,DEGREES C,.2,MG/L
07/29/2003,65,FEET,7.6,DEGREES C,.1,MG/L
08/14/2003,3,FEET,23.6,DEGREES C,8.4,MG/L
08/14/2003,6,FEET,23.5,DEGREES C,8.3,MG/L
08/14/2003,9,FEET,23.3,DEGREES C,8.5,MG/L
08/14/2003,12,FEET,23.2,DEGREES C,8.3,MG/L
08/14/2003,15,FEET,22.8,DEGREES C,8.3,MG/L
08/14/2003,20,FEET,22.5,DEGREES C,8.4,MG/L
