Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Two Island Lake,Chippewa,1887500,WC,9,,093140,NW,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,03/02/1994,,,,1.53,8,,44,38,,,,,
10/15/2006,9,FEET,49.4,DEGREES F,,
10/15/2006,12,FEET,49.4,DEGREES F,,
10/15/2006,15,FEET,48.7,DEGREES F,,
10/15/2006,18,FEET,48.5,DEGREES F,,
10/15/2006,21,FEET,48.5,DEGREES F,,
10/15/2006,24,FEET,48.3,DEGREES F,,
10/15/2006,27,FEET,48.3,DEGREES F,,
06/09/2007,0,FEET,70.8,DEGREES F,,
06/09/2007,3,FEET,70.5,DEGREES F,,
06/09/2007,6,FEET,70.3,DEGREES F,,
06/09/2007,9,FEET,70.1,DEGREES F,,
06/09/2007,12,FEET,66.9,DEGREES F,,
06/09/2007,15,FEET,60.2,DEGREES F,,
06/09/2007,18,FEET,53,DEGREES F,,
06/09/2007,21,FEET,47.4,DEGREES F,,
06/09/2007,24,FEET,44.9,DEGREES F,,
06/09/2007,27,FEET,44,DEGREES F,,
06/27/2007,0,FEET,81.8,DEGREES F,,
06/27/2007,3,FEET,81.8,DEGREES F,,
06/27/2007,6,FEET,81.8,DEGREES F,,
06/27/2007,9,FEET,81,DEGREES F,,
06/27/2007,12,FEET,76.4,DEGREES F,,
06/27/2007,15,FEET,68.3,DEGREES F,,
06/27/2007,18,FEET,56.3,DEGREES F,,
06/27/2007,21,FEET,49.4,DEGREES F,,
06/27/2007,24,FEET,45.8,DEGREES F,,
06/27/2007,27,FEET,43.8,DEGREES F,,
07/29/2007,0,FEET,82.7,DEGREES F,,
07/29/2007,3,FEET,81.8,DEGREES F,,
07/29/2007,6,FEET,80.9,DEGREES F,,
07/29/2007,9,FEET,80.2,DEGREES F,,
07/29/2007,12,FEET,78.2,DEGREES F,,
07/29/2007,15,FEET,75.2,DEGREES F,,
07/29/2007,18,FEET,63.3,DEGREES F,,
07/29/2007,21,FEET,54.1,DEGREES F,,
07/29/2007,24,FEET,47.4,DEGREES F,,
07/29/2007,27,FEET,45.5,DEGREES F,,
08/29/2007,0,FEET,76.2,DEGREES F,,
08/29/2007,3,FEET,74.4,DEGREES F,,
08/29/2007,6,FEET,73.7,DEGREES F,,
08/29/2007,9,FEET,73.2,DEGREES F,,
08/29/2007,12,FEET,72.5,DEGREES F,,
08/29/2007,15,FEET,71.2,DEGREES F,,
08/29/2007,18,FEET,68,DEGREES F,,
08/29/2007,21,FEET,57.5,DEGREES F,,
08/29/2007,24,FEET,50,DEGREES F,,
08/29/2007,27,FEET,46.2,DEGREES F,,
09/22/2007,0,FEET,65.4,DEGREES F,,
09/22/2007,3,FEET,65.3,DEGREES F,,
09/22/2007,6,FEET,64.9,DEGREES F,,
09/22/2007,9,FEET,64.4,DEGREES F,,
09/22/2007,12,FEET,64.4,DEGREES F,,
09/22/2007,15,FEET,64.2,DEGREES F,,
09/22/2007,18,FEET,63.6,DEGREES F,,
09/22/2007,21,FEET,60.8,DEGREES F,,
09/22/2007,24,FEET,51.8,DEGREES F,,
09/22/2007,27,FEET,47.4,DEGREES F,,
10/31/2007,0,FEET,49.2,DEGREES F,,
10/31/2007,3,FEET,49.1,DEGREES F,,
10/31/2007,6,FEET,48.9,DEGREES F,,
10/31/2007,9,FEET,48.9,DEGREES F,,
10/31/2007,12,FEET,48.5,DEGREES F,,
10/31/2007,15,FEET,48.5,DEGREES F,,
10/31/2007,18,FEET,48.5,DEGREES F,,
10/31/2007,21,FEET,48.5,DEGREES F,,
10/31/2007,24,FEET,48.5,DEGREES F,,
10/31/2007,27,FEET,48.5,DEGREES F,,
05/12/2008,0,FEET,59.5,DEGREES F,,
05/12/2008,3,FEET,59.3,DEGREES F,,
05/12/2008,6,FEET,58.2,DEGREES F,,
05/12/2008,9,FEET,57,DEGREES F,,
05/12/2008,12,FEET,50.7,DEGREES F,,
05/12/2008,15,FEET,47.4,DEGREES F,,
05/12/2008,18,FEET,45.5,DEGREES F,,
05/12/2008,21,FEET,43.1,DEGREES F,,
05/12/2008,24,FEET,42.2,DEGREES F,,
05/12/2008,27,FEET,41.7,DEGREES F,,
06/18/2008,0,FEET,71.6,DEGREES F,,
06/18/2008,3,FEET,71,DEGREES F,,
06/18/2008,6,FEET,70.1,DEGREES F,,
06/18/2008,9,FEET,69.8,DEGREES F,,
06/18/2008,12,FEET,68,DEGREES F,,
06/18/2008,15,FEET,60.8,DEGREES F,,
06/18/2008,18,FEET,52.1,DEGREES F,,
06/18/2008,21,FEET,47.8,DEGREES F,,
06/18/2008,24,FEET,44.9,DEGREES F,,
06/18/2008,27,FEET,43.1,DEGREES F,,
07/07/2008,0,FEET,79.1,DEGREES F,,
07/07/2008,3,FEET,77.7,DEGREES F,,
07/07/2008,6,FEET,77.3,DEGREES F,,
07/07/2008,9,FEET,77,DEGREES F,,
07/07/2008,12,FEET,75,DEGREES F,,
07/07/2008,15,FEET,67.6,DEGREES F,,
07/07/2008,18,FEET,57,DEGREES F,,
07/07/2008,21,FEET,50.3,DEGREES F,,
07/07/2008,24,FEET,46.4,DEGREES F,,
07/07/2008,27,FEET,44.6,DEGREES F,,
07/22/2008,0,FEET,78,DEGREES F,,
07/22/2008,3,FEET,77.7,DEGREES F,,
07/22/2008,6,FEET,77.1,DEGREES F,,
07/22/2008,9,FEET,76.8,DEGREES F,,
07/22/2008,12,FEET,76.2,DEGREES F,,
07/22/2008,15,FEET,71.4,DEGREES F,,
07/22/2008,18,FEET,60.4,DEGREES F,,
07/22/2008,21,FEET,52.5,DEGREES F,,
07/22/2008,24,FEET,47.8,DEGREES F,,
07/22/2008,27,FEET,46.4,DEGREES F,,
08/25/2008,0,FEET,75.9,DEGREES F,,
08/25/2008,3,FEET,75.2,DEGREES F,,
08/25/2008,6,FEET,75,DEGREES F,,
08/25/2008,9,FEET,74.6,DEGREES F,,
08/25/2008,12,FEET,74.6,DEGREES F,,
08/25/2008,15,FEET,74.4,DEGREES F,,
08/25/2008,18,FEET,66.5,DEGREES F,,
08/25/2008,21,FEET,56.6,DEGREES F,,
08/25/2008,24,FEET,50.3,DEGREES F,,
08/25/2008,27,FEET,46.4,DEGREES F,,
10/20/2008,0,FEET,54.5,DEGREES F,,
10/20/2008,3,FEET,54.3,DEGREES F,,
10/20/2008,6,FEET,54.1,DEGREES F,,
10/20/2008,9,FEET,54.1,DEGREES F,,
10/20/2008,12,FEET,54,DEGREES F,,
10/20/2008,15,FEET,53.9,DEGREES F,,
10/20/2008,18,FEET,53.9,DEGREES F,,
10/20/2008,21,FEET,53.9,DEGREES F,,
10/20/2008,24,FEET,53.7,DEGREES F,,
10/20/2008,27,FEET,53.4,DEGREES F,,
04/22/2009,0,FEET,52.5,DEGREES F,,
04/22/2009,3,FEET,51.9,DEGREES F,,
04/22/2009,6,FEET,51.2,DEGREES F,,
04/22/2009,9,FEET,51,DEGREES F,,
04/22/2009,12,FEET,50.3,DEGREES F,,
04/22/2009,15,FEET,47.6,DEGREES F,,
04/22/2009,18,FEET,43.5,DEGREES F,,
04/22/2009,21,FEET,42.6,DEGREES F,,
04/22/2009,24,FEET,42,DEGREES F,,
04/22/2009,27,FEET,41.7,DEGREES F,,
05/24/2009,0,FEET,68.3,DEGREES F,,
05/24/2009,3,FEET,67.4,DEGREES F,,
05/24/2009,6,FEET,66.9,DEGREES F,,
05/24/2009,9,FEET,66.2,DEGREES F,,
05/24/2009,12,FEET,61.8,DEGREES F,,
05/24/2009,15,FEET,57.9,DEGREES F,,
05/24/2009,18,FEET,49.4,DEGREES F,,
05/24/2009,21,FEET,46.4,DEGREES F,,
05/24/2009,24,FEET,44.2,DEGREES F,,
05/24/2009,27,FEET,43.1,DEGREES F,,
07/05/2009,0,FEET,75,DEGREES F,,
07/05/2009,3,FEET,74.4,DEGREES F,,
07/05/2009,6,FEET,73.2,DEGREES F,,
07/05/2009,9,FEET,71.6,DEGREES F,,
07/05/2009,12,FEET,70.8,DEGREES F,,
07/05/2009,15,FEET,66.5,DEGREES F,,
07/05/2009,18,FEET,58.8,DEGREES F,,
07/05/2009,21,FEET,51.4,DEGREES F,,
07/05/2009,24,FEET,47.3,DEGREES F,,
07/05/2009,27,FEET,44.6,DEGREES F,,
07/31/2009,0,FEET,73.4,DEGREES F,,
07/31/2009,3,FEET,73.2,DEGREES F,,
07/31/2009,6,FEET,72.6,DEGREES F,,
07/31/2009,9,FEET,72.3,DEGREES F,,
07/31/2009,12,FEET,72.1,DEGREES F,,
07/31/2009,15,FEET,69.8,DEGREES F,,
07/31/2009,18,FEET,62.6,DEGREES F,,
07/31/2009,21,FEET,54.3,DEGREES F,,
07/31/2009,24,FEET,49.4,DEGREES F,,
07/31/2009,27,FEET,45.8,DEGREES F,,
08/30/2009,0,FEET,71.6,DEGREES F,,
08/30/2009,3,FEET,70.7,DEGREES F,,
08/30/2009,6,FEET,70.5,DEGREES F,,
08/30/2009,9,FEET,70.1,DEGREES F,,
08/30/2009,12,FEET,69.8,DEGREES F,,
08/30/2009,15,FEET,69.7,DEGREES F,,
08/30/2009,18,FEET,66.5,DEGREES F,,
08/30/2009,21,FEET,57.9,DEGREES F,,
08/30/2009,24,FEET,50.9,DEGREES F,,
08/30/2009,27,FEET,46.7,DEGREES F,,
09/30/2009,0,FEET,63.6,DEGREES F,,
09/30/2009,3,FEET,63.1,DEGREES F,,
09/30/2009,6,FEET,62.4,DEGREES F,,
09/30/2009,9,FEET,62,DEGREES F,,
09/30/2009,12,FEET,62,DEGREES F,,
09/30/2009,15,FEET,61.8,DEGREES F,,
09/30/2009,18,FEET,61.7,DEGREES F,,
09/30/2009,21,FEET,61.5,DEGREES F,,
09/30/2009,24,FEET,53.4,DEGREES F,,
09/30/2009,27,FEET,48.2,DEGREES F,,
11/08/2009,0,FEET,46.4,DEGREES F,,
11/08/2009,3,FEET,46,DEGREES F,,
11/08/2009,6,FEET,45.8,DEGREES F,,
11/08/2009,9,FEET,45.1,DEGREES F,,
11/08/2009,12,FEET,44.6,DEGREES F,,
11/08/2009,15,FEET,44.4,DEGREES F,,
11/08/2009,18,FEET,44.2,DEGREES F,,
11/08/2009,21,FEET,44,DEGREES F,,
11/08/2009,24,FEET,44,DEGREES F,,
11/08/2009,27,FEET,44,DEGREES F,,
05/15/2010,0,FEET,58.6,DEGREES F,,
05/15/2010,3,FEET,56.1,DEGREES F,,
05/15/2010,6,FEET,55.4,DEGREES F,,
05/15/2010,9,FEET,55.2,DEGREES F,,
05/15/2010,12,FEET,54.8,DEGREES F,,
05/15/2010,15,FEET,54.3,DEGREES F,,
05/15/2010,18,FEET,48.4,DEGREES F,,
05/15/2010,21,FEET,46.4,DEGREES F,,
05/15/2010,24,FEET,44.4,DEGREES F,,
05/15/2010,27,FEET,43.1,DEGREES F,,
06/30/2010,0,FEET,78.8,DEGREES F,,
06/30/2010,3,FEET,77.7,DEGREES F,,
06/30/2010,6,FEET,76.4,DEGREES F,,
06/30/2010,9,FEET,75.5,DEGREES F,,
06/30/2010,12,FEET,73.4,DEGREES F,,
06/30/2010,15,FEET,66.2,DEGREES F,,
06/30/2010,18,FEET,58.1,DEGREES F,,
06/30/2010,21,FEET,51.9,DEGREES F,,
06/30/2010,24,FEET,48.2,DEGREES F,,
06/30/2010,27,FEET,46.2,DEGREES F,,
07/28/2010,0,FEET,81.3,DEGREES F,,
07/28/2010,3,FEET,80.9,DEGREES F,,
07/28/2010,6,FEET,80.7,DEGREES F,,
07/28/2010,9,FEET,80.4,DEGREES F,,
07/28/2010,12,FEET,79.1,DEGREES F,,
07/28/2010,15,FEET,73.7,DEGREES F,,
07/28/2010,18,FEET,63.8,DEGREES F,,
07/28/2010,21,FEET,55.7,DEGREES F,,
07/28/2010,24,FEET,50,DEGREES F,,
07/28/2010,27,FEET,47.1,DEGREES F,,
08/25/2010,0,FEET,76.8,DEGREES F,,
08/25/2010,3,FEET,76.8,DEGREES F,,
08/25/2010,6,FEET,76.8,DEGREES F,,
08/25/2010,9,FEET,76.8,DEGREES F,,
08/25/2010,12,FEET,76.4,DEGREES F,,
08/25/2010,15,FEET,75.5,DEGREES F,,
08/25/2010,18,FEET,67.8,DEGREES F,,
08/25/2010,21,FEET,58.2,DEGREES F,,
08/25/2010,24,FEET,52.5,DEGREES F,,
08/25/2010,27,FEET,48.2,DEGREES F,,
09/26/2010,0,FEET,62.9,DEGREES F,,
09/26/2010,3,FEET,62,DEGREES F,,
09/26/2010,6,FEET,61.5,DEGREES F,,
09/26/2010,9,FEET,61.2,DEGREES F,,
09/26/2010,12,FEET,61.1,DEGREES F,,
09/26/2010,15,FEET,61.1,DEGREES F,,
09/26/2010,18,FEET,61.1,DEGREES F,,
09/26/2010,21,FEET,60.8,DEGREES F,,
09/26/2010,24,FEET,60.2,DEGREES F,,
09/26/2010,27,FEET,50.2,DEGREES F,,
04/25/2011,0,FEET,50,DEGREES F,,
04/25/2011,3,FEET,48.9,DEGREES F,,
04/25/2011,6,FEET,46.4,DEGREES F,,
04/25/2011,9,FEET,45.3,DEGREES F,,
04/25/2011,12,FEET,44.4,DEGREES F,,
04/25/2011,15,FEET,43.3,DEGREES F,,
04/25/2011,18,FEET,42.2,DEGREES F,,
04/25/2011,21,FEET,41.9,DEGREES F,,
04/25/2011,24,FEET,41.7,DEGREES F,,
04/25/2011,27,FEET,41.7,DEGREES F,,
06/05/2011,0,FEET,71.9,DEGREES F,,
06/05/2011,3,FEET,70.7,DEGREES F,,
06/05/2011,6,FEET,69.2,DEGREES F,,
06/05/2011,9,FEET,67.8,DEGREES F,,
06/05/2011,12,FEET,60.2,DEGREES F,,
06/05/2011,15,FEET,55.2,DEGREES F,,
06/05/2011,18,FEET,50.7,DEGREES F,,
06/05/2011,21,FEET,47.4,DEGREES F,,
06/05/2011,24,FEET,45.3,DEGREES F,,
06/05/2011,27,FEET,44,DEGREES F,,
06/20/2011,0,FEET,73.7,DEGREES F,,
06/20/2011,3,FEET,72.6,DEGREES F,,
06/20/2011,6,FEET,72.1,DEGREES F,,
06/20/2011,9,FEET,70.7,DEGREES F,,
06/20/2011,12,FEET,66.5,DEGREES F,,
07/31/2011,0,FEET,81.5,DEGREES F,,
07/31/2011,3,FEET,80.6,DEGREES F,,
07/31/2011,6,FEET,80.4,DEGREES F,,
07/31/2011,9,FEET,80.1,DEGREES F,,
07/31/2011,12,FEET,78.6,DEGREES F,,
07/31/2011,15,FEET,69.6,DEGREES F,,
07/31/2011,18,FEET,59.7,DEGREES F,,
07/31/2011,21,FEET,52.6,DEGREES F,,
07/31/2011,24,FEET,48.3,DEGREES F,,
07/31/2011,27,FEET,45.6,DEGREES F,,
08/27/2011,0,FEET,78,DEGREES F,,
08/27/2011,3,FEET,77,DEGREES F,,
08/27/2011,6,FEET,76.8,DEGREES F,,
08/27/2011,9,FEET,76.6,DEGREES F,,
08/27/2011,12,FEET,76.4,DEGREES F,,
08/27/2011,15,FEET,74.4,DEGREES F,,
08/27/2011,18,FEET,64.2,DEGREES F,,
08/27/2011,21,FEET,55.5,DEGREES F,,
08/27/2011,24,FEET,50.3,DEGREES F,,
08/27/2011,27,FEET,46.7,DEGREES F,,
09/30/2011,0,FEET,60.4,DEGREES F,,
09/30/2011,3,FEET,60,DEGREES F,,
09/30/2011,6,FEET,59.7,DEGREES F,,
09/30/2011,9,FEET,59.5,DEGREES F,,
09/30/2011,12,FEET,59.3,DEGREES F,,
09/30/2011,15,FEET,59.1,DEGREES F,,
09/30/2011,18,FEET,59.1,DEGREES F,,
09/30/2011,21,FEET,59,DEGREES F,,
09/30/2011,24,FEET,53,DEGREES F,,
09/30/2011,27,FEET,47.6,DEGREES F,,
10/29/2011,0,FEET,49.8,DEGREES F,,
10/29/2011,3,FEET,49.6,DEGREES F,,
10/29/2011,6,FEET,49.4,DEGREES F,,
10/29/2011,9,FEET,48.9,DEGREES F,,
10/29/2011,12,FEET,48.7,DEGREES F,,
10/29/2011,15,FEET,48.5,DEGREES F,,
10/29/2011,18,FEET,48.3,DEGREES F,,
10/29/2011,21,FEET,48.3,DEGREES F,,
10/29/2011,24,FEET,48.3,DEGREES F,,
10/29/2011,27,FEET,48.2,DEGREES F,,
03/25/2012,0,FEET,54.6,DEGREES F,,
03/25/2012,3,FEET,51,DEGREES F,,
03/25/2012,6,FEET,45.6,DEGREES F,,
03/25/2012,9,FEET,42.6,DEGREES F,,
03/25/2012,12,FEET,42,DEGREES F,,
03/25/2012,15,FEET,41.5,DEGREES F,,
03/25/2012,18,FEET,41.1,DEGREES F,,
03/25/2012,21,FEET,41,DEGREES F,,
03/25/2012,24,FEET,40.8,DEGREES F,,
03/25/2012,27,FEET,40.8,DEGREES F,,
04/29/2012,0,FEET,56.1,DEGREES F,,
04/29/2012,3,FEET,55.7,DEGREES F,,
04/29/2012,6,FEET,55.2,DEGREES F,,
04/29/2012,9,FEET,55,DEGREES F,,
04/29/2012,12,FEET,54.6,DEGREES F,,
04/29/2012,15,FEET,51.8,DEGREES F,,
04/29/2012,18,FEET,47.4,DEGREES F,,
04/29/2012,21,FEET,44,DEGREES F,,
04/29/2012,24,FEET,42.8,DEGREES F,,
04/29/2012,27,FEET,42.2,DEGREES F,,
05/28/2012,0,FEET,74.4,DEGREES F,,
05/28/2012,3,FEET,74.1,DEGREES F,,
05/28/2012,6,FEET,69.6,DEGREES F,,
05/28/2012,9,FEET,68.3,DEGREES F,,
05/28/2012,12,FEET,66.5,DEGREES F,,
05/28/2012,15,FEET,60,DEGREES F,,
05/28/2012,18,FEET,52.5,DEGREES F,,
05/28/2012,21,FEET,47.6,DEGREES F,,
05/28/2012,24,FEET,44.4,DEGREES F,,
05/28/2012,27,FEET,43.5,DEGREES F,,
06/24/2012,0,FEET,79.3,DEGREES F,,
06/24/2012,3,FEET,77,DEGREES F,,
06/24/2012,6,FEET,75.4,DEGREES F,,
06/24/2012,9,FEET,75.2,DEGREES F,,
06/24/2012,12,FEET,72.6,DEGREES F,,
06/24/2012,15,FEET,68,DEGREES F,,
06/24/2012,18,FEET,58.4,DEGREES F,,
06/24/2012,21,FEET,51,DEGREES F,,
06/24/2012,24,FEET,46.2,DEGREES F,,
06/24/2012,27,FEET,44.4,DEGREES F,,
07/22/2012,0,FEET,82.4,DEGREES F,,
07/22/2012,3,FEET,81.8,DEGREES F,,
07/22/2012,6,FEET,81.6,DEGREES F,,
07/22/2012,9,FEET,81.3,DEGREES F,,
07/22/2012,12,FEET,80.7,DEGREES F,,
07/22/2012,15,FEET,73.4,DEGREES F,,
07/22/2012,18,FEET,62.6,DEGREES F,,
07/22/2012,21,FEET,52.3,DEGREES F,,
07/22/2012,24,FEET,47.1,DEGREES F,,
07/22/2012,27,FEET,44.6,DEGREES F,,
08/31/2012,0,FEET,78,DEGREES F,,
08/31/2012,3,FEET,77.1,DEGREES F,,
08/31/2012,6,FEET,76.6,DEGREES F,,
08/31/2012,9,FEET,76.2,DEGREES F,,
08/31/2012,12,FEET,75.9,DEGREES F,,
08/31/2012,15,FEET,73.4,DEGREES F,,
08/31/2012,18,FEET,67.4,DEGREES F,,
08/31/2012,21,FEET,56.3,DEGREES F,,
08/31/2012,24,FEET,48.9,DEGREES F,,
08/31/2012,27,FEET,45.8,DEGREES F,,
09/25/2012,0,FEET,62.7,DEGREES F,,
09/25/2012,3,FEET,60.8,DEGREES F,,
09/25/2012,6,FEET,60.2,DEGREES F,,
09/25/2012,9,FEET,60,DEGREES F,,
09/25/2012,12,FEET,60,DEGREES F,,
09/25/2012,15,FEET,59.9,DEGREES F,,
09/25/2012,18,FEET,59.7,DEGREES F,,
09/25/2012,21,FEET,59.3,DEGREES F,,
09/25/2012,24,FEET,52.5,DEGREES F,,
09/25/2012,27,FEET,46.2,DEGREES F,,
05/12/2013,0,FEET,53,DEGREES F,,
05/12/2013,3,FEET,52.8,DEGREES F,,
05/12/2013,6,FEET,52.7,DEGREES F,,
05/12/2013,9,FEET,52.5,DEGREES F,,
05/12/2013,12,FEET,46.4,DEGREES F,,
05/12/2013,15,FEET,45.1,DEGREES F,,
05/12/2013,18,FEET,43.7,DEGREES F,,
05/12/2013,21,FEET,42.8,DEGREES F,,
05/12/2013,24,FEET,42.2,DEGREES F,,
05/12/2013,27,FEET,42,DEGREES F,,
06/24/2013,0,FEET,76.4,DEGREES F,,
06/24/2013,3,FEET,75.2,DEGREES F,,
06/24/2013,6,FEET,74.4,DEGREES F,,
06/24/2013,9,FEET,71.9,DEGREES F,,
06/24/2013,12,FEET,65.1,DEGREES F,,
06/24/2013,15,FEET,59,DEGREES F,,
06/24/2013,18,FEET,52.3,DEGREES F,,
06/24/2013,21,FEET,48.5,DEGREES F,,
06/24/2013,24,FEET,46.4,DEGREES F,,
06/24/2013,27,FEET,44.7,DEGREES F,,
07/29/2013,0,FEET,74.4,DEGREES F,,
07/29/2013,3,FEET,73.7,DEGREES F,,
07/29/2013,6,FEET,72.6,DEGREES F,,
07/29/2013,9,FEET,71.9,DEGREES F,,
07/29/2013,12,FEET,71.6,DEGREES F,,
07/29/2013,15,FEET,70.5,DEGREES F,,
07/29/2013,18,FEET,59,DEGREES F,,
07/29/2013,21,FEET,52.8,DEGREES F,,
07/29/2013,24,FEET,48.9,DEGREES F,,
07/29/2013,27,FEET,46.5,DEGREES F,,
08/30/2013,0,FEET,81.8,DEGREES F,,
08/30/2013,3,FEET,81.3,DEGREES F,,
08/30/2013,6,FEET,80.9,DEGREES F,,
08/30/2013,9,FEET,80,DEGREES F,,
08/30/2013,12,FEET,78.2,DEGREES F,,
08/30/2013,15,FEET,72.6,DEGREES F,,
08/30/2013,18,FEET,64.4,DEGREES F,,
08/30/2013,21,FEET,57,DEGREES F,,
08/30/2013,24,FEET,51.4,DEGREES F,,
08/30/2013,27,FEET,48.2,DEGREES F,,
09/30/2013,0,FEET,64,DEGREES F,,
09/30/2013,3,FEET,63.8,DEGREES F,,
09/30/2013,6,FEET,63.6,DEGREES F,,
09/30/2013,9,FEET,63.6,DEGREES F,,
09/30/2013,12,FEET,63.6,DEGREES F,,
09/30/2013,15,FEET,63.5,DEGREES F,,
09/30/2013,18,FEET,63.3,DEGREES F,,
09/30/2013,21,FEET,61.3,DEGREES F,,
09/30/2013,24,FEET,53.2,DEGREES F,,
09/30/2013,27,FEET,49.4,DEGREES F,,
05/11/2014,0,FEET,59.7,DEGREES F,,
05/11/2014,3,FEET,57.7,DEGREES F,,
05/11/2014,6,FEET,56.1,DEGREES F,,
05/11/2014,9,FEET,53.9,DEGREES F,,
05/11/2014,12,FEET,50,DEGREES F,,
05/11/2014,15,FEET,48.2,DEGREES F,,
05/11/2014,18,FEET,46.4,DEGREES F,,
05/11/2014,21,FEET,44.6,DEGREES F,,
05/11/2014,24,FEET,43.1,DEGREES F,,
05/11/2014,27,FEET,42.6,DEGREES F,,
05/30/2014,0,FEET,75.9,DEGREES F,,
05/30/2014,3,FEET,73.7,DEGREES F,,
05/30/2014,6,FEET,71,DEGREES F,,
05/30/2014,9,FEET,63.3,DEGREES F,,
05/30/2014,12,FEET,59.1,DEGREES F,,
05/30/2014,15,FEET,55.4,DEGREES F,,
05/30/2014,18,FEET,50.7,DEGREES F,,
05/30/2014,21,FEET,47.4,DEGREES F,,
05/30/2014,24,FEET,45.6,DEGREES F,,
05/30/2014,27,FEET,44,DEGREES F,,
06/17/2014,0,FEET,77,DEGREES F,,
06/17/2014,3,FEET,73.4,DEGREES F,,
06/17/2014,6,FEET,71,DEGREES F,,
06/17/2014,9,FEET,70.1,DEGREES F,,
06/17/2014,12,FEET,67.4,DEGREES F,,
06/17/2014,15,FEET,60.4,DEGREES F,,
06/17/2014,18,FEET,54.3,DEGREES F,,
06/17/2014,21,FEET,50,DEGREES F,,
06/17/2014,24,FEET,47.1,DEGREES F,,
06/17/2014,27,FEET,45.3,DEGREES F,,
07/21/2014,0,FEET,77.3,DEGREES F,,
07/21/2014,3,FEET,77.6,DEGREES F,,
07/21/2014,6,FEET,75.7,DEGREES F,,
07/21/2014,9,FEET,75,DEGREES F,,
07/21/2014,12,FEET,74.1,DEGREES F,,
07/21/2014,15,FEET,68.7,DEGREES F,,
07/21/2014,18,FEET,60,DEGREES F,,
07/21/2014,21,FEET,53.6,DEGREES F,,
07/21/2014,24,FEET,49.6,DEGREES F,,
07/21/2014,27,FEET,46.7,DEGREES F,,
08/26/2014,0,FEET,76,DEGREES F,,
08/26/2014,3,FEET,76,DEGREES F,,
08/26/2014,6,FEET,75.9,DEGREES F,,
08/26/2014,9,FEET,75.9,DEGREES F,,
08/26/2014,12,FEET,75.5,DEGREES F,,
08/26/2014,15,FEET,73.8,DEGREES F,,
08/26/2014,18,FEET,66,DEGREES F,,
08/26/2014,21,FEET,58.1,DEGREES F,,
08/26/2014,24,FEET,52.5,DEGREES F,,
08/26/2014,27,FEET,49.2,DEGREES F,,
09/26/2014,0,FEET,64.5,DEGREES F,,
09/26/2014,3,FEET,63.8,DEGREES F,,
09/26/2014,6,FEET,63.6,DEGREES F,,
09/26/2014,9,FEET,63.6,DEGREES F,,
09/26/2014,12,FEET,63.6,DEGREES F,,
09/26/2014,15,FEET,63.5,DEGREES F,,
09/26/2014,18,FEET,63.1,DEGREES F,,
09/26/2014,21,FEET,61.7,DEGREES F,,
09/26/2014,24,FEET,55.4,DEGREES F,,
09/26/2014,27,FEET,50.1,DEGREES F,,
10/27/2014,0,FEET,54.3,DEGREES F,,
10/27/2014,3,FEET,52.3,DEGREES F,,
10/27/2014,6,FEET,52.1,DEGREES F,,
10/27/2014,9,FEET,51.9,DEGREES F,,
10/27/2014,12,FEET,51.8,DEGREES F,,
10/27/2014,15,FEET,51.8,DEGREES F,,
10/27/2014,18,FEET,51.8,DEGREES F,,
10/27/2014,21,FEET,51.8,DEGREES F,,
10/27/2014,24,FEET,51.8,DEGREES F,,
10/27/2014,27,FEET,51.6,DEGREES F,,
04/13/2015,0,FEET,49.8,DEGREES F,,
04/13/2015,3,FEET,49.6,DEGREES F,,
04/13/2015,6,FEET,49.4,DEGREES F,,
04/13/2015,9,FEET,49.2,DEGREES F,,
04/13/2015,12,FEET,47.6,DEGREES F,,
04/13/2015,15,FEET,45.3,DEGREES F,,
04/13/2015,18,FEET,44.9,DEGREES F,,
04/13/2015,21,FEET,43.8,DEGREES F,,
04/13/2015,24,FEET,42.2,DEGREES F,,
04/13/2015,27,FEET,42,DEGREES F,,
05/22/2015,0,FEET,62.7,DEGREES F,,
05/22/2015,3,FEET,61.3,DEGREES F,,
05/22/2015,6,FEET,60.8,DEGREES F,,
05/22/2015,9,FEET,60.2,DEGREES F,,
05/22/2015,12,FEET,59.5,DEGREES F,,
05/22/2015,15,FEET,56.8,DEGREES F,,
05/22/2015,18,FEET,51.9,DEGREES F,,
05/22/2015,21,FEET,48.2,DEGREES F,,
05/22/2015,24,FEET,45.6,DEGREES F,,
05/22/2015,27,FEET,43.8,DEGREES F,,
06/27/2015,0,FEET,78,DEGREES F,,
06/27/2015,3,FEET,76.4,DEGREES F,,
06/27/2015,6,FEET,75.9,DEGREES F,,
06/27/2015,9,FEET,75.5,DEGREES F,,
06/27/2015,12,FEET,71,DEGREES F,,
06/27/2015,15,FEET,65.1,DEGREES F,,
06/27/2015,18,FEET,58.4,DEGREES F,,
06/27/2015,21,FEET,52.5,DEGREES F,,
06/27/2015,24,FEET,48.5,DEGREES F,,
06/27/2015,27,FEET,45.8,DEGREES F,,
07/21/2015,0,FEET,78.6,DEGREES F,,
