Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Silver Lake,Forest,555700,NO,21,,213017,NE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8190649,06/08/1992,13,NO,4,,,40,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8190649,06/14/1992,9.5,NO,2.9,,,45,,,HIGH,,CLEAR,BLUE,2-Very minor aesthetic problems
8190649,06/24/1992,9,NO,2.7,,,45,,,HIGH,,CLEAR,BLUE,2-Very minor aesthetic problems
8190649,07/04/1992,9.5,NO,2.9,,,45,,,NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
8190649,07/13/1992,11,NO,3.3,,,43,,,ABOUT 6" ABOVE NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
06/17/2001,3,FEET,69,DEGREES F,,
06/17/2001,6,FEET,68,DEGREES F,,
06/17/2001,9,FEET,68,DEGREES F,,
06/17/2001,12,FEET,68,DEGREES F,,
06/17/2001,15,FEET,65,DEGREES F,,
06/17/2001,18,FEET,62,DEGREES F,,
06/17/2001,21,FEET,62,DEGREES F,,
06/30/2001,0,FEET,77,DEGREES F,,
06/30/2001,3,FEET,76,DEGREES F,,
06/30/2001,6,FEET,76,DEGREES F,,
06/30/2001,9,FEET,76,DEGREES F,,
06/30/2001,12,FEET,76,DEGREES F,,
06/30/2001,13,FEET,74,DEGREES F,,
06/30/2001,14,FEET,71,DEGREES F,,
06/30/2001,15,FEET,70,DEGREES F,,
06/30/2001,18,FEET,68,DEGREES F,,
06/30/2001,21,FEET,67,DEGREES F,,
07/16/2001,0,FEET,74,DEGREES F,,
07/16/2001,3,FEET,74,DEGREES F,,
07/16/2001,6,FEET,73,DEGREES F,,
07/16/2001,9,FEET,73,DEGREES F,,
07/16/2001,12,FEET,73,DEGREES F,,
07/16/2001,15,FEET,73,DEGREES F,,
07/16/2001,18,FEET,72,DEGREES F,,
07/16/2001,21,FEET,71,DEGREES F,,
07/24/2001,0,FEET,78,DEGREES F,,
07/24/2001,3,FEET,78,DEGREES F,,
07/24/2001,6,FEET,78,DEGREES F,,
07/24/2001,9,FEET,78,DEGREES F,,
07/24/2001,12,FEET,78,DEGREES F,,
07/24/2001,13,FEET,78,DEGREES F,,
07/24/2001,14,FEET,75,DEGREES F,,
07/24/2001,15,FEET,75,DEGREES F,,
07/24/2001,18,FEET,73,DEGREES F,,
07/24/2001,21,FEET,72,DEGREES F,,
08/04/2001,0,FEET,78,DEGREES F,,
08/04/2001,3,FEET,77,DEGREES F,,
08/04/2001,6,FEET,76,DEGREES F,,
08/04/2001,9,FEET,75,DEGREES F,,
08/04/2001,12,FEET,74,DEGREES F,,
08/04/2001,15,FEET,73,DEGREES F,,
08/04/2001,18,FEET,73,DEGREES F,,
08/04/2001,21,FEET,71,DEGREES F,,
08/19/2001,0,FEET,70,DEGREES F,,
08/19/2001,3,FEET,70,DEGREES F,,
08/19/2001,6,FEET,70,DEGREES F,,
08/19/2001,9,FEET,70,DEGREES F,,
08/19/2001,12,FEET,70,DEGREES F,,
08/19/2001,15,FEET,70,DEGREES F,,
08/19/2001,18,FEET,70,DEGREES F,,
08/19/2001,21,FEET,70,DEGREES F,,
09/02/2001,0,FEET,69,DEGREES F,,
09/02/2001,3,FEET,69,DEGREES F,,
09/02/2001,6,FEET,69,DEGREES F,,
09/02/2001,9,FEET,69,DEGREES F,,
09/02/2001,12,FEET,69,DEGREES F,,
09/02/2001,15,FEET,68,DEGREES F,,
09/02/2001,18,FEET,68,DEGREES F,,
09/02/2001,21,FEET,68,DEGREES F,,
09/20/2001,0,FEET,63,DEGREES F,,
09/20/2001,3,FEET,63,DEGREES F,,
09/20/2001,6,FEET,63,DEGREES F,,
09/20/2001,9,FEET,63,DEGREES F,,
09/20/2001,12,FEET,63,DEGREES F,,
09/20/2001,15,FEET,63,DEGREES F,,
09/20/2001,18,FEET,62,DEGREES F,,
09/20/2001,21,FEET,62,DEGREES F,,
10/17/2001,0,FEET,49,DEGREES F,,
10/17/2001,3,FEET,49,DEGREES F,,
10/17/2001,6,FEET,49,DEGREES F,,
10/17/2001,9,FEET,49,DEGREES F,,
10/17/2001,12,FEET,48,DEGREES F,,
10/17/2001,15,FEET,48,DEGREES F,,
10/17/2001,18,FEET,48,DEGREES F,,
10/17/2001,21,FEET,48,DEGREES F,,
05/05/2002,0,FEET,48,DEGREES F,,
05/05/2002,3,FEET,47,DEGREES F,,
05/05/2002,6,FEET,47,DEGREES F,,
05/05/2002,9,FEET,47,DEGREES F,,
05/05/2002,12,FEET,47,DEGREES F,,
05/05/2002,15,FEET,47,DEGREES F,,
05/05/2002,18,FEET,47,DEGREES F,,
05/05/2002,21,FEET,46,DEGREES F,,
06/17/2002,0,FEET,65,DEGREES F,,
06/17/2002,3,FEET,65,DEGREES F,,
06/17/2002,6,FEET,64,DEGREES F,,
06/17/2002,9,FEET,63,DEGREES F,,
06/17/2002,12,FEET,60,DEGREES F,,
06/17/2002,15,FEET,60,DEGREES F,,
06/17/2002,18,FEET,59,DEGREES F,,
06/17/2002,21,FEET,58,DEGREES F,,
07/05/2002,0,FEET,80,DEGREES F,,
07/05/2002,3,FEET,80,DEGREES F,,
07/05/2002,6,FEET,79,DEGREES F,,
07/05/2002,9,FEET,79,DEGREES F,,
07/05/2002,12,FEET,79,DEGREES F,,
07/05/2002,13,FEET,79,DEGREES F,,
07/05/2002,14,FEET,75,DEGREES F,,
07/05/2002,15,FEET,72,DEGREES F,,
07/05/2002,16,FEET,70,DEGREES F,,
07/05/2002,17,FEET,69,DEGREES F,,
07/05/2002,18,FEET,69,DEGREES F,,
07/05/2002,19,FEET,68,DEGREES F,,
07/05/2002,21,FEET,67,DEGREES F,,
07/11/2002,0,FEET,78,DEGREES F,,
07/11/2002,3,FEET,78,DEGREES F,,
07/11/2002,6,FEET,77,DEGREES F,,
07/11/2002,9,FEET,76,DEGREES F,,
07/11/2002,12,FEET,76,DEGREES F,,
07/11/2002,15,FEET,75,DEGREES F,,
07/11/2002,16,FEET,75,DEGREES F,,
07/11/2002,17,FEET,72,DEGREES F,,
07/11/2002,18,FEET,70,DEGREES F,,
07/11/2002,19,FEET,68,DEGREES F,,
07/11/2002,20,FEET,68,DEGREES F,,
07/11/2002,21,FEET,67,DEGREES F,,
07/23/2002,0,FEET,77,DEGREES F,,
07/23/2002,3,FEET,77,DEGREES F,,
07/23/2002,6,FEET,77,DEGREES F,,
07/23/2002,9,FEET,77,DEGREES F,,
07/23/2002,12,FEET,77,DEGREES F,,
07/23/2002,15,FEET,76,DEGREES F,,
07/23/2002,18,FEET,76,DEGREES F,,
07/23/2002,21,FEET,71,DEGREES F,,
08/19/2002,0,FEET,71,DEGREES F,,
08/19/2002,3,FEET,71,DEGREES F,,
08/19/2002,6,FEET,71,DEGREES F,,
08/19/2002,9,FEET,71,DEGREES F,,
08/19/2002,12,FEET,71,DEGREES F,,
08/19/2002,15,FEET,71,DEGREES F,,
08/19/2002,18,FEET,70,DEGREES F,,
08/19/2002,21,FEET,70,DEGREES F,,
09/07/2002,0,FEET,71,DEGREES F,,
09/07/2002,3,FEET,70,DEGREES F,,
09/07/2002,6,FEET,70,DEGREES F,,
09/07/2002,9,FEET,70,DEGREES F,,
09/07/2002,12,FEET,70,DEGREES F,,
09/07/2002,15,FEET,69,DEGREES F,,
09/07/2002,18,FEET,69,DEGREES F,,
09/07/2002,21,FEET,69,DEGREES F,,
10/28/2002,0,FEET,41,DEGREES F,,
10/28/2002,3,FEET,41,DEGREES F,,
10/28/2002,6,FEET,41,DEGREES F,,
10/28/2002,9,FEET,41,DEGREES F,,
10/28/2002,12,FEET,41,DEGREES F,,
10/28/2002,15,FEET,41,DEGREES F,,
10/28/2002,18,FEET,41,DEGREES F,,
10/28/2002,21,FEET,41,DEGREES F,,
04/23/2003,0,FEET,44.9,DEGREES F,,
04/23/2003,3,FEET,42.8,DEGREES F,,
04/23/2003,6,FEET,41.7,DEGREES F,,
04/23/2003,9,FEET,41.3,DEGREES F,,
04/23/2003,12,FEET,41,DEGREES F,,
04/23/2003,15,FEET,40.8,DEGREES F,,
04/23/2003,18,FEET,40.8,DEGREES F,,
04/23/2003,22,FEET,40.8,DEGREES F,,
05/26/2003,0,FEET,60.6,DEGREES F,,
05/26/2003,3,FEET,60.6,DEGREES F,,
05/26/2003,6,FEET,60.6,DEGREES F,,
05/26/2003,7,FEET,60,DEGREES F,,
05/26/2003,8,FEET,59.9,DEGREES F,,
05/26/2003,9,FEET,59.7,DEGREES F,,
05/26/2003,12,FEET,59.7,DEGREES F,,
05/26/2003,15,FEET,59.7,DEGREES F,,
05/26/2003,17,FEET,59.3,DEGREES F,,
05/26/2003,18,FEET,59.3,DEGREES F,,
05/26/2003,19,FEET,59.1,DEGREES F,,
05/26/2003,20,FEET,58.8,DEGREES F,,
05/26/2003,21,FEET,58.4,DEGREES F,,
06/20/2003,0,FEET,72.5,DEGREES F,,
06/20/2003,3,FEET,71.6,DEGREES F,,
06/20/2003,6,FEET,71,DEGREES F,,
06/20/2003,9,FEET,70.8,DEGREES F,,
06/20/2003,12,FEET,70.1,DEGREES F,,
06/20/2003,15,FEET,67.3,DEGREES F,,
06/20/2003,18,FEET,65.6,DEGREES F,,
06/20/2003,21,FEET,65.3,DEGREES F,,
07/08/2003,0,FEET,74.4,DEGREES F,,
07/08/2003,3,FEET,74.4,DEGREES F,,
07/08/2003,6,FEET,74.4,DEGREES F,,
07/08/2003,9,FEET,74.4,DEGREES F,,
07/08/2003,12,FEET,74.4,DEGREES F,,
07/08/2003,14,FEET,73.7,DEGREES F,,
07/08/2003,15,FEET,72.6,DEGREES F,,
07/08/2003,16,FEET,70.8,DEGREES F,,
07/08/2003,17,FEET,70,DEGREES F,,
07/08/2003,18,FEET,69.4,DEGREES F,,
07/08/2003,19,FEET,69,DEGREES F,,
07/08/2003,20,FEET,68.7,DEGREES F,,
07/08/2003,21,FEET,67.8,DEGREES F,,
07/23/2003,0,FEET,71.7,DEGREES F,,
07/23/2003,3,FEET,71.7,DEGREES F,,
07/23/2003,6,FEET,71.6,DEGREES F,,
07/23/2003,9,FEET,71.4,DEGREES F,,
07/23/2003,12,FEET,71,DEGREES F,,
07/23/2003,15,FEET,70.8,DEGREES F,,
07/23/2003,18,FEET,70.7,DEGREES F,,
07/23/2003,19,FEET,70.1,DEGREES F,,
07/23/2003,21,FEET,70.4,DEGREES F,,
08/25/2003,0,FEET,75.9,DEGREES F,,
08/25/2003,3,FEET,75.2,DEGREES F,,
08/25/2003,6,FEET,75,DEGREES F,,
08/25/2003,9,FEET,75,DEGREES F,,
08/25/2003,12,FEET,75,DEGREES F,,
08/25/2003,15,FEET,75,DEGREES F,,
08/25/2003,18,FEET,74.4,DEGREES F,,
08/25/2003,21,FEET,74.1,DEGREES F,,
09/08/2003,0,FEET,71.8,DEGREES F,,
09/08/2003,3,FEET,69.8,DEGREES F,,
09/08/2003,6,FEET,69.6,DEGREES F,,
09/08/2003,9,FEET,69.6,DEGREES F,,
09/08/2003,12,FEET,69,DEGREES F,,
09/08/2003,15,FEET,68.5,DEGREES F,,
09/08/2003,18,FEET,68.3,DEGREES F,,
09/08/2003,20,FEET,68.2,DEGREES F,,
10/07/2003,0,FEET,50.7,DEGREES F,,
10/07/2003,3,FEET,50.3,DEGREES F,,
10/07/2003,6,FEET,49.2,DEGREES F,,
10/07/2003,9,FEET,48.7,DEGREES F,,
10/07/2003,12,FEET,48.7,DEGREES F,,
10/07/2003,15,FEET,48.6,DEGREES F,,
10/07/2003,18,FEET,48.6,DEGREES F,,
10/07/2003,20,FEET,48.6,DEGREES F,,
05/01/2004,0,FEET,49.4,DEGREES F,,
05/01/2004,3,FEET,49.2,DEGREES F,,
05/01/2004,6,FEET,49.2,DEGREES F,,
05/01/2004,9,FEET,49.1,DEGREES F,,
05/01/2004,12,FEET,48.9,DEGREES F,,
05/01/2004,15,FEET,48.5,DEGREES F,,
05/01/2004,18,FEET,48.5,DEGREES F,,
05/01/2004,21,FEET,48.5,DEGREES F,,
06/23/2004,0,FEET,67.8,DEGREES F,,
06/23/2004,3,FEET,67.5,DEGREES F,,
06/23/2004,6,FEET,67.4,DEGREES F,,
06/23/2004,9,FEET,67.1,DEGREES F,,
06/23/2004,12,FEET,66.9,DEGREES F,,
06/23/2004,15,FEET,66.9,DEGREES F,,
06/23/2004,18,FEET,66.9,DEGREES F,,
06/23/2004,21,FEET,66.9,DEGREES F,,
07/19/2004,0,FEET,73.7,DEGREES F,,
07/19/2004,3,FEET,73.5,DEGREES F,,
07/19/2004,6,FEET,73,DEGREES F,,
07/19/2004,9,FEET,72.8,DEGREES F,,
07/19/2004,12,FEET,72.3,DEGREES F,,
07/19/2004,13,FEET,71.4,DEGREES F,,
07/19/2004,14,FEET,70.8,DEGREES F,,
07/19/2004,15,FEET,70.5,DEGREES F,,
07/19/2004,16,FEET,69.2,DEGREES F,,
07/19/2004,17,FEET,68.3,DEGREES F,,
07/19/2004,18,FEET,67.8,DEGREES F,,
07/19/2004,21,FEET,67.4,DEGREES F,,
08/14/2004,0,FEET,68.3,DEGREES F,,
08/14/2004,3,FEET,67.2,DEGREES F,,
08/14/2004,6,FEET,67.1,DEGREES F,,
08/14/2004,9,FEET,66.9,DEGREES F,,
08/14/2004,12,FEET,66.9,DEGREES F,,
08/14/2004,15,FEET,66.9,DEGREES F,,
08/14/2004,18,FEET,66.8,DEGREES F,,
08/14/2004,21,FEET,66.8,DEGREES F,,
09/22/2004,0,FEET,67.4,DEGREES F,,
09/22/2004,3,FEET,67.1,DEGREES F,,
09/22/2004,6,FEET,66.9,DEGREES F,,
09/22/2004,9,FEET,66.9,DEGREES F,,
09/22/2004,12,FEET,66.9,DEGREES F,,
09/22/2004,15,FEET,66.8,DEGREES F,,
09/22/2004,18,FEET,66.5,DEGREES F,,
09/22/2004,20,FEET,66.2,DEGREES F,,
10/11/2004,0,FEET,55.4,DEGREES F,,
10/11/2004,3,FEET,55.2,DEGREES F,,
10/11/2004,6,FEET,55.2,DEGREES F,,
10/11/2004,9,FEET,54.9,DEGREES F,,
10/11/2004,12,FEET,54.8,DEGREES F,,
10/11/2004,15,FEET,54.8,DEGREES F,,
10/11/2004,18,FEET,54.8,DEGREES F,,
10/11/2004,20,FEET,54.8,DEGREES F,,
04/21/2005,0,FEET,52.1,DEGREES F,,
04/21/2005,3,FEET,51.8,DEGREES F,,
04/21/2005,6,FEET,51.2,DEGREES F,,
04/21/2005,9,FEET,50.7,DEGREES F,,
04/21/2005,12,FEET,50.1,DEGREES F,,
04/21/2005,15,FEET,48.7,DEGREES F,,
04/21/2005,18,FEET,45.6,DEGREES F,,
04/21/2005,21,FEET,44.9,DEGREES F,,
05/25/2005,0,FEET,60.2,DEGREES F,,
05/25/2005,3,FEET,60,DEGREES F,,
05/25/2005,6,FEET,59.3,DEGREES F,,
05/25/2005,9,FEET,58.4,DEGREES F,,
05/25/2005,12,FEET,57.9,DEGREES F,,
05/25/2005,15,FEET,57,DEGREES F,,
05/25/2005,18,FEET,54.8,DEGREES F,,
05/25/2005,21,FEET,54.6,DEGREES F,,
06/22/2005,0,FEET,75.5,DEGREES F,,
06/22/2005,3,FEET,75.2,DEGREES F,,
06/22/2005,6,FEET,74.6,DEGREES F,,
06/22/2005,9,FEET,74.4,DEGREES F,,
06/22/2005,12,FEET,73.4,DEGREES F,,
06/22/2005,13,FEET,72.3,DEGREES F,,
06/22/2005,14,FEET,71.6,DEGREES F,,
06/22/2005,15,FEET,71.4,DEGREES F,,
06/22/2005,16,FEET,70.8,DEGREES F,,
06/22/2005,17,FEET,70.5,DEGREES F,,
06/22/2005,18,FEET,70.5,DEGREES F,,
06/22/2005,21,FEET,69.8,DEGREES F,,
07/13/2005,0,FEET,80.6,DEGREES F,,
07/13/2005,3,FEET,79.8,DEGREES F,,
07/13/2005,6,FEET,79.5,DEGREES F,,
07/13/2005,9,FEET,78,DEGREES F,,
07/13/2005,12,FEET,77,DEGREES F,,
07/13/2005,15,FEET,75,DEGREES F,,
07/13/2005,18,FEET,73.5,DEGREES F,,
07/13/2005,21,FEET,70.8,DEGREES F,,
08/15/2005,0,FEET,74.4,DEGREES F,,
08/15/2005,3,FEET,74.4,DEGREES F,,
08/15/2005,6,FEET,74.3,DEGREES F,,
08/15/2005,9,FEET,74.1,DEGREES F,,
08/15/2005,12,FEET,74.1,DEGREES F,,
08/15/2005,15,FEET,74.1,DEGREES F,,
08/15/2005,18,FEET,74.1,DEGREES F,,
08/15/2005,20,FEET,73.9,DEGREES F,,
08/31/2005,0,FEET,70.3,DEGREES F,,
08/31/2005,3,FEET,69.9,DEGREES F,,
08/31/2005,6,FEET,69.8,DEGREES F,,
08/31/2005,9,FEET,69.6,DEGREES F,,
08/31/2005,12,FEET,69.6,DEGREES F,,
08/31/2005,15,FEET,69.6,DEGREES F,,
08/31/2005,18,FEET,69.6,DEGREES F,,
08/31/2005,20,FEET,69.5,DEGREES F,,
09/15/2005,0,FEET,70.8,DEGREES F,,
09/15/2005,3,FEET,70.5,DEGREES F,,
09/15/2005,6,FEET,70.1,DEGREES F,,
09/15/2005,9,FEET,69.8,DEGREES F,,
09/15/2005,12,FEET,69.8,DEGREES F,,
09/15/2005,15,FEET,69.2,DEGREES F,,
09/15/2005,18,FEET,69.2,DEGREES F,,
09/15/2005,20,FEET,69.2,DEGREES F,,
10/28/2005,0,FEET,48,DEGREES F,,
10/28/2005,3,FEET,48,DEGREES F,,
10/28/2005,6,FEET,47.8,DEGREES F,,
10/28/2005,9,FEET,47.8,DEGREES F,,
10/28/2005,12,FEET,47.7,DEGREES F,,
10/28/2005,15,FEET,47.6,DEGREES F,,
10/28/2005,18,FEET,47.6,DEGREES F,,
10/28/2005,20,FEET,47.6,DEGREES F,,
04/27/2006,0,FEET,52.8,DEGREES F,,
04/27/2006,3,FEET,51.9,DEGREES F,,
04/27/2006,6,FEET,51.8,DEGREES F,,
04/27/2006,9,FEET,51.6,DEGREES F,,
04/27/2006,12,FEET,51.6,DEGREES F,,
04/27/2006,15,FEET,51.4,DEGREES F,,
04/27/2006,18,FEET,51,DEGREES F,,
04/27/2006,20,FEET,51,DEGREES F,,
05/23/2006,0,FEET,58.4,DEGREES F,,
05/23/2006,3,FEET,57.3,DEGREES F,,
05/23/2006,6,FEET,56.4,DEGREES F,,
05/23/2006,9,FEET,55.7,DEGREES F,,
05/23/2006,12,FEET,55,DEGREES F,,
05/23/2006,15,FEET,54.6,DEGREES F,,
05/23/2006,18,FEET,54.3,DEGREES F,,
05/23/2006,21,FEET,54.1,DEGREES F,,
06/15/2006,0,FEET,69.2,DEGREES F,,
06/15/2006,3,FEET,69.2,DEGREES F,,
06/15/2006,6,FEET,69.2,DEGREES F,,
06/15/2006,9,FEET,69.2,DEGREES F,,
06/15/2006,12,FEET,69.2,DEGREES F,,
06/15/2006,15,FEET,69,DEGREES F,,
06/15/2006,16,FEET,66,DEGREES F,,
06/15/2006,17,FEET,61.1,DEGREES F,,
06/15/2006,18,FEET,60.8,DEGREES F,,
06/15/2006,19,FEET,60.8,DEGREES F,,
06/15/2006,20,FEET,60.2,DEGREES F,,
06/15/2006,21,FEET,60,DEGREES F,,
06/30/2006,0,FEET,72.5,DEGREES F,,
06/30/2006,3,FEET,71.9,DEGREES F,,
06/30/2006,6,FEET,71.4,DEGREES F,,
06/30/2006,9,FEET,71,DEGREES F,,
06/30/2006,12,FEET,70.8,DEGREES F,,
06/30/2006,15,FEET,70.5,DEGREES F,,
06/30/2006,18,FEET,69.6,DEGREES F,,
06/30/2006,21,FEET,64.7,DEGREES F,,
07/18/2006,0,FEET,79.8,DEGREES F,,
07/18/2006,3,FEET,79.5,DEGREES F,,
07/18/2006,6,FEET,78,DEGREES F,,
07/18/2006,9,FEET,77.5,DEGREES F,,
07/18/2006,12,FEET,77.1,DEGREES F,,
07/18/2006,15,FEET,75.5,DEGREES F,,
07/18/2006,16,FEET,72.6,DEGREES F,,
07/18/2006,17,FEET,72.3,DEGREES F,,
07/18/2006,18,FEET,71.6,DEGREES F,,
08/04/2006,0,FEET,77.3,DEGREES F,,
08/04/2006,3,FEET,77,DEGREES F,,
08/04/2006,6,FEET,76.6,DEGREES F,,
08/04/2006,9,FEET,76.4,DEGREES F,,
08/04/2006,12,FEET,76.4,DEGREES F,,
08/04/2006,15,FEET,76.3,DEGREES F,,
08/04/2006,18,FEET,74.3,DEGREES F,,
08/04/2006,20,FEET,71.2,DEGREES F,,
08/22/2006,0,FEET,72.6,DEGREES F,,
08/22/2006,3,FEET,72.3,DEGREES F,,
08/22/2006,6,FEET,71.9,DEGREES F,,
08/22/2006,9,FEET,71.9,DEGREES F,,
08/22/2006,12,FEET,71.9,DEGREES F,,
08/22/2006,15,FEET,71.9,DEGREES F,,
08/22/2006,18,FEET,71.7,DEGREES F,,
08/22/2006,20,FEET,71,DEGREES F,,
09/05/2006,0,FEET,72.3,DEGREES F,,
09/05/2006,3,FEET,70.8,DEGREES F,,
09/05/2006,6,FEET,70.5,DEGREES F,,
09/05/2006,9,FEET,70.1,DEGREES F,,
09/05/2006,12,FEET,69.8,DEGREES F,,
09/05/2006,15,FEET,69.8,DEGREES F,,
09/05/2006,18,FEET,69.6,DEGREES F,,
09/05/2006,19,FEET,69.4,DEGREES F,,
10/25/2006,0,FEET,41.8,DEGREES F,,
10/25/2006,3,FEET,41.5,DEGREES F,,
10/25/2006,6,FEET,41.3,DEGREES F,,
10/25/2006,9,FEET,41.1,DEGREES F,,
10/25/2006,12,FEET,41,DEGREES F,,
10/25/2006,15,FEET,41,DEGREES F,,
10/25/2006,18,FEET,41,DEGREES F,,
10/25/2006,19.5,FEET,41,DEGREES F,,
04/30/2007,0,FEET,56.1,DEGREES F,,
04/30/2007,3,FEET,55.4,DEGREES F,,
04/30/2007,6,FEET,54.8,DEGREES F,,
04/30/2007,9,FEET,54.6,DEGREES F,,
04/30/2007,12,FEET,54.6,DEGREES F,,
04/30/2007,15,FEET,54.5,DEGREES F,,
04/30/2007,18,FEET,54.3,DEGREES F,,
04/30/2007,19.5,FEET,54.3,DEGREES F,,
06/01/2007,0,FEET,71,DEGREES F,,
06/01/2007,3,FEET,68.1,DEGREES F,,
06/01/2007,6,FEET,67.6,DEGREES F,,
06/01/2007,9,FEET,67.2,DEGREES F,,
06/01/2007,12,FEET,64.4,DEGREES F,,
06/01/2007,15,FEET,62.6,DEGREES F,,
06/01/2007,18,FEET,62.6,DEGREES F,,
06/01/2007,19.75,FEET,61.7,DEGREES F,,
06/23/2007,0,FEET,73.2,DEGREES F,,
06/23/2007,3,FEET,72.8,DEGREES F,,
06/23/2007,6,FEET,72.8,DEGREES F,,
06/23/2007,9,FEET,72.6,DEGREES F,,
06/23/2007,12,FEET,72.5,DEGREES F,,
06/23/2007,15,FEET,72.1,DEGREES F,,
06/23/2007,18,FEET,71.4,DEGREES F,,
06/23/2007,19.75,FEET,70.6,DEGREES F,,
07/16/2007,0,FEET,71.6,DEGREES F,,
07/16/2007,3,FEET,70.8,DEGREES F,,
07/16/2007,6,FEET,70.5,DEGREES F,,
07/16/2007,9,FEET,70.3,DEGREES F,,
07/16/2007,12,FEET,70.2,DEGREES F,,
07/16/2007,15,FEET,70.1,DEGREES F,,
07/16/2007,18,FEET,70.1,DEGREES F,,
07/16/2007,19.5,FEET,70.1,DEGREES F,,
07/25/2007,0,FEET,77,DEGREES F,,
07/25/2007,3,FEET,76.6,DEGREES F,,
07/25/2007,6,FEET,75.5,DEGREES F,,
07/25/2007,9,FEET,74.4,DEGREES F,,
07/25/2007,12,FEET,73.7,DEGREES F,,
07/25/2007,15,FEET,72.8,DEGREES F,,
07/25/2007,18,FEET,72.3,DEGREES F,,
07/25/2007,19.25,FEET,71.7,DEGREES F,,
08/08/2007,0,FEET,76.6,DEGREES F,,
08/08/2007,3,FEET,76.4,DEGREES F,,
08/08/2007,6,FEET,76.4,DEGREES F,,
08/08/2007,9,FEET,76.4,DEGREES F,,
08/08/2007,12,FEET,76.2,DEGREES F,,
08/08/2007,15,FEET,75.9,DEGREES F,,
08/08/2007,18,FEET,75.2,DEGREES F,,
08/08/2007,19,FEET,74.4,DEGREES F,,
09/03/2007,0,FEET,71,DEGREES F,,
09/03/2007,3,FEET,70.8,DEGREES F,,
09/03/2007,6,FEET,70.7,DEGREES F,,
09/03/2007,9,FEET,70.5,DEGREES F,,
09/03/2007,12,FEET,70.5,DEGREES F,,
09/03/2007,15,FEET,70.5,DEGREES F,,
09/03/2007,18,FEET,70.3,DEGREES F,,
09/03/2007,19,FEET,69.8,DEGREES F,,
05/09/2008,0,FEET,53.6,DEGREES F,,
05/09/2008,3,FEET,52.2,DEGREES F,,
05/09/2008,6,FEET,51.6,DEGREES F,,
05/09/2008,9,FEET,51.6,DEGREES F,,
05/09/2008,12,FEET,51.2,DEGREES F,,
05/09/2008,15,FEET,50.3,DEGREES F,,
05/09/2008,18,FEET,49.4,DEGREES F,,
05/09/2008,19.8,FEET,49.2,DEGREES F,,
06/24/2008,0,FEET,69.8,DEGREES F,,
06/24/2008,3,FEET,69.8,DEGREES F,,
06/24/2008,6,FEET,69.6,DEGREES F,,
06/24/2008,9,FEET,69.6,DEGREES F,,
06/24/2008,12,FEET,69.3,DEGREES F,,
06/24/2008,15,FEET,68.3,DEGREES F,,
06/24/2008,18,FEET,67.4,DEGREES F,,
06/24/2008,20,FEET,67.2,DEGREES F,,
07/23/2008,0,FEET,76.4,DEGREES F,,
07/23/2008,3,FEET,75.3,DEGREES F,,
07/23/2008,6,FEET,74.8,DEGREES F,,
07/23/2008,9,FEET,74.4,DEGREES F,,
07/23/2008,12,FEET,73.7,DEGREES F,,
07/23/2008,15,FEET,72.6,DEGREES F,,
07/23/2008,18,FEET,71,DEGREES F,,
07/23/2008,19.8,FEET,70.3,DEGREES F,,
08/25/2008,0,FEET,73,DEGREES F,,
08/25/2008,3,FEET,72.3,DEGREES F,,
08/25/2008,6,FEET,71.7,DEGREES F,,
08/25/2008,9,FEET,71.6,DEGREES F,,
08/25/2008,12,FEET,71.4,DEGREES F,,
08/25/2008,15,FEET,71.2,DEGREES F,,
08/25/2008,18,FEET,70.7,DEGREES F,,
08/25/2008,19.2,FEET,70.7,DEGREES F,,
10/11/2008,0,FEET,54.6,DEGREES F,,
10/11/2008,3,FEET,54.3,DEGREES F,,
10/11/2008,6,FEET,53.7,DEGREES F,,
10/11/2008,9,FEET,53.6,DEGREES F,,
10/11/2008,12,FEET,53.4,DEGREES F,,
10/11/2008,15,FEET,53.4,DEGREES F,,
10/11/2008,18,FEET,53.4,DEGREES F,,
10/11/2008,19,FEET,53.4,DEGREES F,,
05/04/2009,0,FEET,54.6,DEGREES F,,
05/04/2009,3,FEET,51.8,DEGREES F,,
05/04/2009,6,FEET,51.2,DEGREES F,,
05/04/2009,9,FEET,51,DEGREES F,,
05/04/2009,12,FEET,51,DEGREES F,,
05/04/2009,15,FEET,50.9,DEGREES F,,
05/04/2009,18,FEET,50.7,DEGREES F,,
05/04/2009,19.5,FEET,50.7,DEGREES F,,
06/21/2009,0,FEET,75.2,DEGREES F,,
06/21/2009,3,FEET,72.3,DEGREES F,,
06/21/2009,6,FEET,71.4,DEGREES F,,
06/21/2009,9,FEET,71,DEGREES F,,
06/21/2009,12,FEET,68.7,DEGREES F,,
06/21/2009,13,FEET,66.2,DEGREES F,,
06/21/2009,14,FEET,64.4,DEGREES F,,
