Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Johnson Lake,Sawyer,1856700,NO,58,,583134,CE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
08/19/2017,27,FEET,54.6,DEGREES F,,
09/20/2017,3,FEET,67.2,DEGREES F,7.7,MG/L
09/20/2017,6,FEET,66.2,DEGREES F,7.5,MG/L
09/20/2017,9,FEET,66,DEGREES F,7.7,MG/L
09/20/2017,12,FEET,65.8,DEGREES F,7.3,MG/L
09/20/2017,15,FEET,64.2,DEGREES F,5.7,MG/L
09/20/2017,18,FEET,63.6,DEGREES F,2.5,MG/L
09/20/2017,21,FEET,61.5,DEGREES F,.6,MG/L
09/20/2017,24,FEET,57.5,DEGREES F,0,MG/L
09/20/2017,27,FEET,54.6,DEGREES F,,



Start Date,Fieldwork Comment
10/04/1999,Cloudy- wind south 10 mph- 1 gull circling lake.    
10/15/1999,Hazy- slight breeze out of the north- 4 mallards on zuechel's dock.    
10/25/1999,54 F- sunny- southerly breeze 5 mph- still some mallards on lake.    
04/25/2000,Sunny- slight breeze - northerly. 65 degrees. 2 loons on lake. mallards flying about. 3 loon nests on the lake.    
05/05/2000,Clear- S breeze- 78 degrees. lots of turtles sunning on logs. mallards are nesting.    
05/15/2000,Sunny- S breeze- 60 degrees. loon nesting but not on a floating nest. 3 mallards in one bay- 2 mallards in another.    
05/31/2000,Sunny- S breeze- 72 degrees. loons have abandonned nest. pair of mallards standing on fallen trees. 1 blue heron standing on shore- 15 turtles sunning on fallen tree.    
06/08/2000,Sunny- slight southerly breeze. 85 degrees. lake very quiet. 1 loon- turtles sunning. May rain gauge 5.95" total rain.    
06/17/2000,Sunny- southwesterly breeze. temp 64 degrees F. for a weekend day- very quiet on the lake.    
06/25/2000,Very thin clouds. slight northerly breeze. temp 72 degrees. very quiet. 1 loon- some turtles sunning on logs.    
07/04/2000,Sunny- calm- 75 degrees. for a holiday- very quiet. 2 pontoons- 1 canoe. nice summer day.    
07/11/2000,Sunny- slight northerly breeze- 72 degrees. 6 half grown mallards- 1 loon on lake. 3.2" rain friday night.    
07/17/2000,Northerly breeze- mostly sunny- 66 degrees. feels like fall. 1 mallard hen with 5 new ones on lake.    
07/22/2000,Slight northerly breeze- sunny- 65 degrees. heron stalking in weeds. very quiet on lake.    
07/27/2000,Partly cloudy- northerly breeze. 68 degrees. have had 3.8" rain in last 36 hours.    
08/03/2000,Southwesterly breeze- sunny- 70 degrees. 1 heron flying over- 9 mallards sunning along shore.    
08/16/2000,Easterly breeze- sunny- 62 degrees. very quiet on lake. 1 fishing boat out.    
08/23/2000,Northerly breeze- sunny- 70 degees. very few turtles sunning- lots of purple bladderwort floating on surface. purple bladderwort population is likely the result of early springs and mild winters for the last few years.    
08/28/2000,Sse breeze- hazy- 70 degrees. breeze probably affected reading today.    
09/07/2000,SE breeze- mostly sunny- 70 degrees. 8 mallards- 1 heron- beaver house getting larger.    
09/13/2000,Sw breeze- mostly clear. 65 degrees. some of the maples are starting to turn colors.    
09/21/2000,Slight southerly breeze- clear- 52 degrees. looks like mallards and loons have moved to the larger area lakes.    
09/29/2000,Southerly breeze- mostly sunny- 64 degrees. eleven mallards on the lake. trees are getting more color.    
10/16/2000,Slight southerly breeze- mostly sunny. 50 degrees F. 1 loon diving- 2 groups of mallards- 17 total.    
05/12/2001,Southerly breeze. Sunny- 58 deg F. Lake is very high. 2 loons feeding. Many turtles sunning.    
05/23/2001,SE light breeze. Cloudy. 50 deg F. Have had rain the last 3 days. Feels like early spring.    
05/30/2001,Easterly breeze- sunny. 72 deg F. Loon nesting at water edge. Very quiet on lake.    
06/08/2001,SW breeze. Sunny. 72 deg F. Finally have a decent day after weeks of cool weather.    
06/20/2001,Southerly breeze- sunny- 68 deg F. Unofficially 6.45" rain last 3 weeks. Lake very high.    
06/28/2001,Southerly breeze. Very thin clouds in places. 80 deg F. Been warm and dry this week.    
07/05/2001,Northerly breeze. Sunny. 62 deg F. Loon is back on nest again. Some activity on lake.    
07/16/2001,SW breeze. Sunny. Temp 78 F. Getting dry and lake slowly going down. 2.5" rain this month. Loon still nesting.    
07/31/2001,SE breeze. Sunny- high thin clouds.80 deg F. Looks like loon has left nest with no hatch. Large group of 1/2 grown mallards.    
09/03/2001,Northerly breeze- Sunny. 68 deg F. Very quiet on lake for a holiday. Finally got our pontoon back from repairs.    
09/20/2001,Slight northerly breeze. 57 deg F. Sunny. There has been bladderwort floating on lake for about 1 month.    
10/02/2001,Southerly breeze. Sunny- 61 deg F. Hardwood trees are turning-maple beautiful now.    
05/21/2002,Ice Out on 4/17/2002. Southerly breeze- air temp =58 degrees F- sunny- lake level is the highest its been since we have moved to this lake 10 years ago.    
05/30/2002,SW breeze- air temp 72 degrees F- sunny- 3 loons on the lake- trees starting to look like summer.    
06/12/2002,Northerly breeze- air temp is 62 degrees F- mostly sunny- one boat fishing- and no signs of loons or ducks.    
06/25/2002,Southerly breeze- air temp is 80 degrees F- sunny- lots of cloudy weather lately- 2.75" of rain in the past week.    
07/03/2002,SW breeze- air temp is 76 degrees F- mostly sunny- 2 loons diving by test site.    
07/11/2002,SE breeze- air temp is 64 degrees F- sunny- very quiet on the lake- humans and wildlife.    
07/19/2002,SE breeze- air temp is 70 degrees F- sunny- very quiet on the lake- seems like we're getting more lillie pads every year.    
07/26/2002,SW breeze- air temp is 76 degrees F- mostly sunny- quiet on the lake again- one group of fisherman out.    
08/11/2002,SW breeze- air temp is 78 degrees F- sunny- only 1 boat on the lake- a lot of people on their docks or in the lake.    
08/20/2002,SW breeze- air temp is 63 degrees F- sunny- another quiet day on the lake.    
08/27/2002,Northerly breeze- air temp is 74 degrees F- mostly sunny- not much sign of wildlife on the lake- some small maple trees are turning colors.    
09/12/2002,SW breeze- air temp is 68 degrees F- clear- haven't seen or heard a loon for a couple of weeks- sunny- very quiet on the lake.    
09/30/2002,SE breeze- air temp is 66 degrees F- partly sunny- one eagle flying over the lake- trees are starting to change colors    
05/07/2003,Slight SE breeze.  Partly sunny- temp 58 F.  Mallards- loons- blue heron back- beavers have been busy with trees.  Ice out 4/14/2003.    
05/29/2003,Slight SW breeze.  Temp 64 F.  Few ducks on lake.  Lots of turtles sunning on logs.    
06/11/2003,SE breeze- mostly sunny.  Temp 60 F.  Very quiet on lake.  One fishing boat out.    
06/18/2003,Northerly breeze- mostly sunny.  Temp 68 F.  Loon is finally nesting on north end of lake.    
06/30/2003,SW breeze- blue sky- 68 F temp.  No wildlife this morning.  One fisherman out.    
07/16/2003,SW breeze- mostly cloudy- 77 F.  2 loons diving.  No turtles sunning.    
07/23/2003,NE breeze- blue sky.  Temp 64 F.  Surely get a better reading on a clear day and no chop on lake.    
08/09/2003,Southerly breeze- clear- temp 70 F.  One loon on lake.  Blue heron on log by shore.  Eagle on tree by our dock.    
08/22/2003,SW breeze- blue sky- temp 68 F.  Lake finally down to normal.  Hardly any rain last 3 weeks.    
08/30/2003,SW breeze- blue sky- temp 62 F.  A flock of about two dozen geese flying over.    
09/06/2003,Very still.  Clear sky- temp 70 F.  Very quiet on lake.  1 boat- 3 mallards on lake.    
09/16/2003,Light SE breeze- clear- temp 60 F.  Beavers busy at end of our property building another house.    
10/07/2003,Light SW breeze- clear- temp 64 F.  Fall colors starting.  No signs of wildlife.    
06/03/2004,Ice out 4/16/2004.  S.E. breeze- temp. 60 F.  Sunny- 3 fishermen out- eagle perched in tree.  Blue heron flying over lake.    
06/15/2004,SW breeze- temp 65 F.  Sunny.  We are the only boat out.  Very quiet.    
06/28/2004,SW breeze- temp. 66 F.  Sunny.  Finally beginning to feel like summer.    
07/07/2004,North breeze.  Temp. 60 F.  Sunny.  Finally some sunshine.  Been about 20 degrees below normal high.    
07/19/2004,Southerly breeze- temp. 73 F.  Mostly sunny.  Finally success with a loon hatch - one.    
07/29/2004,SW breeze- temp. 68 F.  Sunny- baby loon doing fine.  Had 2.6" of rain overnight.    
08/22/2004,SW breeze- temp. 74 F.  Partly sunny- a few fishing boats out.  Baby loon keeps growing.    
08/31/2004,NE breeze.  Temp 68 F.  Mostly sunny.  We have the lake to ourselves along with the loons.    
09/11/2004,SW breeze- temp. 72 F.  Mostly sunny.  Two other pontoons on the lake.    
06/09/2005,Ice out 4/10/2005.  1 loon on lake and several mallards the next morning.  6/9/2005:  SW breeze- temp. 76 F- sunny with some thin clouds.  Only boat out.    
06/25/2005,SE breeze- temp. 70 F- sunny with some thin clouds.  Very quiet.  1 loon.    
07/09/2005,SE breeze- temp. 80 F- sunny- not much signs of wildlife.  Beautiful day.    
08/15/2005,SW breeze- temp. 70 F. sunny.  Lake is low.  Less than 1 inch of rain since July 1st.    
06/14/2006,Ice out 4/11.  Partly sunny day (in and out).  Loon on nest.  Another on lake.  Breezy (5-10 mph)- surface ripples.  No white caps- no boats.
07/12/2006,Full sun- calm.  Loons off nest.  One boat out fishing.
07/26/2006,Sun out- 5 mph wind from south.  No boats out.  One inch of rain last night (after long dry spell).
08/27/2006,Full sun- calm.  One other boat on lake.  Rain (1/2") previous night.
06/13/2007,Full Sun- No Boats- No Loons- Calm
06/21/2007,Full Sun- 3 Fishing Boats on Lake- No Loons Spotted- Calm
07/27/2007,Full Sun- No Boats- One Loon on Water- Calm
07/28/2007,Lots of suspended weeds over measuting area- Several boats on the lake- No loons observed- Calm
08/11/2007,Overcast- No Boats- No Loons- Windy: 10mph SSW
07/31/2009,Partly cloudy. Lake has an moderate amount of bladder wort and small lily pads.
08/17/2009,Sunny- calm water- lots of bladder wort
09/09/2009,Sunny day- calm water- 67 degrees. There is extreme bladder wort covering what appears to be the entire bottom of the lake and floating in large clumps.
05/20/2010,Sunny and calm
05/29/2010,Sunny- calm day. Pollen in water
06/20/2010,Partly cloudy- calm day- 70 degrees.
07/19/2010,Partly cloudy. 74 degrees air and water temperature.
Small to moderate amount of Utricularia purpurea Walter- or bladderwort. Some floating clumps 2-6 foot in diameter.
10/07/2010,Sunny and cloudless- calm day. 68 degrees (air)- 53 degrees in water.
No floating Bladderwort- however visible on bottom of entire lake in shallow areas. No readings were taken in August or September. In August the weed was the worst we've had with large floating clumps all over the lake and along the shorelines causing impaired boating.
06/08/2011,Sunny- calm
07/03/2011,Sunny- calm. 76 degrees air temp- 67 degrees water (used pool thermometer).  2 boats on lake
07/26/2011,Clear sky- calm. 75 degree air- 73 degree water (using pool thermometer).  No boats on lake.
08/03/2011,Clear- sunny- calm.  1 day after 5" rain + storm. Patches of purple bladderwort- no boats on lake- 1 heron + 1 eagle spotted.
09/05/2011,Partly sunny- calm.  60 degrees air- 70 degrees water (using pool thermometer).  1 day after heavy north wind. Lots of purple bladderwort floating + accumulated on south shore. No boats or wildlife.
09/28/2011,Slightly cloudy- calm.  66 degrees (air). Some bladderwort.
06/10/2012,Clear- sl breeze- 83 degrees
06/18/2012,Slightly cloudy- sl breeze- 73 degrees 
07/04/2012,Clear- calm- humid 81 degrees- 2 kayaks on lake
07/11/2012,Clear- calm- 74 degrees- Purple bladderwort floating
07/18/2012,Clear- calm- 74 degrees- Purple bladderwort prominent
07/26/2012,Clear- calm- 66 degrees- lots of Purple bladderwort- esp. south shore
08/13/2012,Sl cloudy- very calm- 68 degrees- Purple bladderwort less than 07/26
08/29/2012,Clear- sl breeze- 70 degrees- Purple bladderwort
09/06/2012,Sl cloudy- 68 degrees- some Purple bladderwort
09/15/2012,Clear- 71 degrees
09/30/2012,Clear- calm- 68 degrees
06/14/2013,66 degrees- partly cloudy- calm
07/01/2013,70 degrees- clear- calm
08/16/2013,64 degrees- clear- calm.
Almost no purple bladderwort that has plagued us in recent years.
09/16/2013,55 degrees- clear- calm
06/26/2014,68 degrees- partly sunny
07/18/2014,68 degrees- hazy sun- calm. Loon pair with 2 2-week old babies!
07/25/2014,74 degrees- clear + sunny- calm gorgeous. Loon pair with two 23 day old babies. Saw 1 heron- 1 eagle- 2 kayaks- 2 pontoons. Small amount of purple bladderwort- especially on north end of lake; not floating yet.
08/27/2014,61 degrees- partly cloudy- calm. 1 juvenile loon 8 weeks old. Small amount of purple bladderwort; first time to rake out this season.
09/28/2014,72 degrees- sunny- slight breeze- gorgeous. 1 juvenile loon (born 7/3). No floating purple bladderwort; first time in several years. Raked small amount all season.
05/23/2015,68 degrees- sunny- slight breeze- gorgeous. Loon nesting on platform- day 12 incubation.
06/11/2015,59 degrees- cloudy- calm. 2 loon chicks hatched 6/9/15. 2 fishing boats on lake.
07/13/2015,69 degrees- partly cloudy- calm. 2 loon chicks doing well. Storm last night with 1.5" rain.
07/22/2015,70 degrees- partly cloudy- calm. 2 loon chicks 6 weeks old- 1 adult. No purple bladderwort of significance.
08/30/2015,70 degrees- sunny- slight breeze. 2 loon chicks flew at 7 weeks to Lac Court Oreilles.
09/07/2015,78 degrees- partly cloudy- calm- gorgeous. No boats- 1 blue heron. Small amount purple bladderwort.
09/23/2015,67 degrees- partly cloudy- calm. No boats. 3 mallards- no loons.
10/11/2015,73 degrees- clear- calm. 1 loon chick (4 mo) came close; no adult.
06/08/2016,66 degrees- calm- slightly cloudy- gorgeous. 2 loons with 2 juvenile chicks 2 days old.
06/29/2016,63 degrees- calm- slightly cloudy- gorgeous. 1 adult loon with 2 chicks 23 days old.
08/01/2016,76 degrees- slightly breezy- slightly cloudy- gorgeous
08/17/2016,78 degrees- cam- partly cloudy- gorgeous; purple bladderwort in north bay
09/01/2016,66 degrees- slightly breezy- mostly cloudy. 4 loons (2 adult + 2 chicks) gone. Some purple bladderwort- mostly caught in Water Shield.
09/09/2016,68 degrees- slight breeze- mostly cloudy
10/03/2016,65 degrees- calm- sunny- no wildlife
06/16/2017,78 degrees- clear + sunny- calm. 2 adult + 2 loon chicks born 6/1 + 6/2.
07/10/2017,77 degrees- slight breeze- partly cloudy. 2 adult + 2 loon chicks.
07/19/2017,73 degrees- sunny + calm
08/19/2017,69 degrees- clear + sunny- slight breeze
09/20/2017,67 degrees- partly cloudy- slight breeze. No loons; moved to larger lake




Start Date,Group Name,Project Name
10/04/1999,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
10/15/1999,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
10/25/1999,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
04/25/2000,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
05/05/2000,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
05/15/2000,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
05/31/2000,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/08/2000,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/17/2000,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/25/2000,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/04/2000,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/11/2000,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/17/2000,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/22/2000,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/27/2000,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/03/2000,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/16/2000,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/23/2000,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/28/2000,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/07/2000,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/13/2000,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/21/2000,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/29/2000,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
10/16/2000,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
05/12/2001,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
05/23/2001,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
05/30/2001,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/08/2001,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/20/2001,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/28/2001,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/05/2001,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/16/2001,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/31/2001,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/03/2001,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/20/2001,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
10/02/2001,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
05/21/2002,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
05/30/2002,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/12/2002,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/25/2002,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/03/2002,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/11/2002,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/19/2002,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/26/2002,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/11/2002,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/20/2002,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/27/2002,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/12/2002,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/30/2002,Gerald Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
05/07/2003,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
05/29/2003,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/11/2003,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/18/2003,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/30/2003,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/16/2003,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/23/2003,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/09/2003,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/22/2003,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/30/2003,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/06/2003,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/16/2003,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
10/07/2003,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/03/2004,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/15/2004,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/28/2004,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/07/2004,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/19/2004,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/29/2004,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/22/2004,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/31/2004,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/11/2004,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/09/2005,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/25/2005,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/09/2005,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/15/2005,Gerald And Alberta Swanson,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/14/2006,Homer Sykes,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/12/2006,Homer Sykes,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/26/2006,Homer Sykes,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/27/2006,Homer Sykes,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/13/2007,Bill Weldon,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/21/2007,Bill Weldon,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/27/2007,Bill Weldon,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/28/2007,Bill Weldon,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/11/2007,Bill Weldon,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/31/2009,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/17/2009,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/09/2009,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
05/20/2010,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
05/29/2010,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/20/2010,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/19/2010,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
10/07/2010,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/08/2011,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/03/2011,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/26/2011,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/03/2011,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/05/2011,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/28/2011,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/10/2012,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/18/2012,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/04/2012,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/11/2012,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/18/2012,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/22/2012,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/26/2012,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/13/2012,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/29/2012,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/06/2012,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/15/2012,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/30/2012,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/14/2013,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/01/2013,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/16/2013,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/16/2013,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/26/2014,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/18/2014,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/25/2014,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/27/2014,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/28/2014,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
05/23/2015,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/11/2015,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/13/2015,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/22/2015,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/30/2015,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/07/2015,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/23/2015,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
